form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00844530,500718484,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-20,389.02,0.00,Contribution processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500723878,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,613.24,0.00,Contribution processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500725505,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-31,585.36,0.00,Contribution processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500725687,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-03,62.06,0.00,Contribution processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500726803,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-05,6.51,0.00,Contribution processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500726804,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-10,4.83,0.00,Contribution processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500728195,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-17,22.61,0.00,Contribution processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500730895,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-17,54.94,0.00,Contribution processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500725526,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-10-29,182.00,0.00,Bank service fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500723873,,,ORG,Frobenius Conaway PC,,,,,,6411 Ivy Ln,Ste 308,Greenbelt,MD,207701405,,,2024-10-21,320.00,0.00,Accounting services,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500726817,,,ORG,Frobenius Conaway PC,,,,,,6411 Ivy Ln,Ste 308,Greenbelt,MD,207701405,,,2024-11-04,640.00,0.00,Accounting services,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500725525,,,ORG,Harlem Strategies,,,,,,345 7Th Ave,Rm 803,New York,NY,100015891,,,2024-10-28,875.00,0.00,Digital strategy and outreach services,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500728191,,,ORG,Kalik & Associates,,,,,,80 M St SE,,Washington,DC,200033544,,,2024-11-12,1250.00,0.00,Compliance services,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500730891,,,ORG,Liftoff Campaigns,,,,,,403 E Melbourne Ave,,Silver Spring,MD,209013627,,,2024-11-19,15000.00,0.00,Digital fundraising and outreach/communication services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB21B,C00844530,500728190,,,ORG,NGP VAN,,,,,,55 15TH St NW,# 650,Washington,DC,20005,,,2024-11-13,3816.00,0.00,software,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500726819,,,ORG,Sahm Communications,,,,,,2331 Golden Chapel Rd,,Odenton,MD,211132535,,,2024-11-05,2702.85,0.00,"Multimedia, communications, and digital advert services",,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500733104,,,IND,,Taylor,Christopher,,,,2501 S West View St,,Los Angeles,CA,900162867,,,2024-11-25,5000.00,0.00,Political communication IT services,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500723874,,,ORG,The Frost Group LLC,,,,,,660 Pennsylvania Ave SE,Ste 202,Washington,DC,200034357,,,2024-10-22,2150.11,0.00,Political fundraising services,,,,,,,,,,,,,,,,,,,,
SB21B,C00844530,500730892,,,ORG,The Frost Group LLC,,,,,,660 Pennsylvania Ave SE,Ste 202,Washington,DC,200034357,,,2024-11-21,357.02,0.00,Political fundraising services,,,,,,,,,,,,,,,,,,,,
