form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00487470,SB21B.5509,,,ORG,"Adelaroche Designs, LLC",,,,,,3 Tingey Square SE,#1007,Washington,DC,20003,,,2023-10-02,2200.00,,"printing, design services",,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5495,,,ORG,Authorize.NET,,,,,,808 East Utah Valley Dr.,,American Fork,UT,84003,,,2023-10-03,84.95,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5510,,,ORG,Big Eye Direct,,,,,,PO Box 710865,,Oak Hill,VA,20171,,,2023-10-17,31869.17,,"mail production, postage",,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5355,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-04,-106.97,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5511,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-04,40000.00,,advance for future expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5524,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-15,7514.82,,"pull from advance, Line 21, for administrative, fundraising and compliance support",,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5526,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-15,-7514.82,,pull from advance for operating expenditure line 21,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5531,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-15,-302.37,,pull from advance for nonfederal disbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5525,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-31,23714.87,,"pull from advance, Line 21, for administrative, fundraising and compliance support",,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5527,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-31,-23714.87,,pull from advance for operating expenditure line 21,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5555,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-10-31,-2049.31,,pull from advance for nonfederal disbursements Line 29,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5512,,,ORG,"HATCH LAW GROUP, PC",,,,,,22 EAST 100 SOUTH STE. 400,,Salt Lake City,UT,84111,,,2023-10-11,1955.00,,legal fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5506,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2023-10-02,2.50,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5507,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2023-10-09,1.20,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5513,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2023-10-12,452.14,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5508,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2023-10-23,18.52,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5517,,,ORG,SOLUTIONS FOR TEXAS IN FUNDRAI,,,,,,4238 Lomo Alto Ct.,,Dallas,TX,75219,,,2023-10-09,18000.00,,fundraising consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5496,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2023-10-06,31.84,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5497,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2023-10-13,9.30,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5498,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2023-10-20,1469.16,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5499,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2023-10-27,3.28,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5519,,,ORG,"TAG, LLC",,,,,,PO BOX 1243,,Alexandria,VA,22313,,,2023-10-27,19500.00,,fundraising consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5521,,,ORG,"The Trade Desk, Inc.",,,,,,42 N Chestnut St.,,Ventura,CA,29301,,,2023-10-11,4250.00,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5514,,,ORG,Truist Bank,,,,,,214 N TRYON ST,,Charlotte,NC,28202,,,2023-10-23,11.29,,bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5500,,,ORG,Truist Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2023-10-10,54.90,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5522,,,ORG,"Wiley Rein, LLC",,,,,,"2050 M ST., NW",,Washington,DC,20036,,,2023-10-12,18000.00,,legal fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5501,,,ORG,WinRed,,,,,,PO Box 9891,,Arlington,VA,22219,,,2023-10-02,1.98,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5502,,,ORG,WinRed,,,,,,PO Box 9891,,Arlington,VA,22219,,,2023-10-09,0.48,,donation processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.5503,,,ORG,WinRed,,,,,,PO Box 9891,,Arlington,VA,22219,,,2023-10-16,0.28,,donation processing fees,,,,,,,,,,,,,,,,,,,,
