form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00528554,SE.5255,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,39405.92,2024-10-21,6393034.51,Media Production,004,C00528554,O,P00009423,HARRIS,KAMALA,,,,P,,,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5260,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,20653.04,2024-10-21,668153.04,Media Production,004,C00528554,O,H2CO08020,CARAVEO,YADIRA,,,,H,08,CO,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5263,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,9078.00,2024-10-21,286578.00,Media Production,004,C00528554,O,H4AZ01194,SHAH,AMISH DR.,,,,H,01,AZ,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5266,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,9779.75,2024-10-21,287279.75,Media Production,004,C00528554,O,H2MI10176,MARLINGA,CARL J.,,,,H,10,MI,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5276,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,5950.13,2024-10-21,10194298.92,Direct Mail,004,C00528554,O,P00009423,HARRIS,KAMALA,,,,P,,,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5277,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,58364.30,2024-10-21,10252663.22,Direct Mail,004,C00528554,S,P80001571,TRUMP,DONALD J.,,,,P,,,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5278,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,3341.75,2024-10-21,32840.99,Direct Mail,004,C00528554,S,S4MI00595,ROGERS,MICHAEL J,,,,S,,MI,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5279,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,26734.03,2024-10-21,59575.02,Direct Mail,004,C00528554,O,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5280,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,8296.22,2024-10-21,51959.81,Direct Mail,004,C00528554,O,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5281,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,11691.16,2024-10-21,144787.97,Direct Mail,004,C00528554,O,S6PA00217,CASEY,ROBERT,P.,,JR.,S,,PA,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5282,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,1471.37,2024-10-21,31485.92,Direct Mail,004,C00528554,S,S2NV00308,BROWN,SAM,,,,S,,NV,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5283,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-21,11770.97,2024-10-21,43256.89,Direct Mail,004,C00528554,O,S8NV00156,ROSEN,JACKY,,,,S,,NV,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5310,,,ORG,18th Street Media LLC,,,,,,PO Box 39878,,Philadelphia,PA,19106,G2024,,2024-10-22,18775.00,2024-10-22,10346493.23,Media Production,004,C00528554,O,P00009423,HARRIS,KAMALA,,,,P,,,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5256,,,ORG,Media Ad Ventures Inc,,,,,,8136 Old Keene Mill Rd,Suite A-300,Springfield,VA,22152,G2024,,2024-10-21,3720314.28,2024-10-21,10113348.79,Media Placement,004,C00528554,O,P00009423,HARRIS,KAMALA,,,,P,,,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5258,,,ORG,Media Ad Ventures Inc,,,,,,8136 Old Keene Mill Rd,Suite A-300,Springfield,VA,22152,G2024,,2024-10-21,647500.00,2024-10-21,647500.00,Media Placement,004,C00528554,O,H2CO08020,CARAVEO,YADIRA,,,,H,08,CO,Satterfield,David,,,,2024-12-01,
SE,C00528554,SE.5261,,,ORG,Media Ad Ventures Inc,,,,,,8136 Old Keene Mill Rd,Suite A-300,Springfield,VA,22152,G2024,,2024-10-21,277500.00,2024-10-21,277500.00,Media Placement,004,C00528554,O,H4AZ01194,SHAH,AMISH DR.,,,,H,01,AZ,Satterfield,David,,,,2024-12-01,
