form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00867937,SB22.1022362,,,PTY,ALABAMA REPUBLICAN PARTY,,,,,,3505 LORNA ROAD,,HOOVER,AL,35216,,,2024-09-20,504493.86,,TRANSFER OF NET PROCEEDS,,C00044776
SB22,C00867937,SB22.1024377,,,PTY,ALABAMA REPUBLICAN PARTY,,,,,,3505 LORNA ROAD,,HOOVER,AL,35216,,,2024-09-27,163980.00,,TRANSFER OF NET PROCEEDS,,C00044776
SB22,C00867937,SB22.1017317,,,PTY,ALASKA REPUBLICAN PARTY,,,,,,PO BOX 201049,,ANCHORAGE,AK,99520,,,2024-08-28,1084342.37,,TRANSFER OF NET PROCEEDS,,C00253260
SB22,C00867937,SB22.1024378,,,PTY,ALASKA REPUBLICAN PARTY,,,,,,PO BOX 201049,,ANCHORAGE,AK,99520,,,2024-09-27,218880.00,,TRANSFER OF NET PROCEEDS,,C00253260
SB22,C00867937,SB22.1017316,,,PTY,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT,,,,,,1001 K ST. FLOOR 4,,SACRAMENTO,CA,95814,,,2024-08-28,194734.94,,TRANSFER OF NET PROCEEDS,,C00140590
SB22,C00867937,SB22.1024379,,,PTY,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT,,,,,,1001 K ST. FLOOR 4,,SACRAMENTO,CA,95814,,,2024-09-30,189000.00,,TRANSFER OF NET PROCEEDS,,C00140590
SB22,C00867937,SB22.1024380,,,PTY,COLORADO REPUBLICAN COMMITTEE,,,,,,5950 S WILLOW DRIVE,SUITE 210,GREENWOOD VILLAGE,CO,80111,,,2024-09-27,298849.10,,TRANSFER OF NET PROCEEDS,,C00033134
SB22,C00867937,SB22.1017278,,,PTY,"CONNECTICUT REPUBLICAN STATE CENTRAL COMMITTEE, INC.",,,,,,98 WASHINGTON ST,STE 203,MIDDLETOWN,CT,64572,,,2024-08-27,385316.47,,TRANSFER OF NET PROCEEDS,,C00023838
SB22,C00867937,SB22.1024381,,,PTY,"CONNECTICUT REPUBLICAN STATE CENTRAL COMMITTEE, INC.",,,,,,98 WASHINGTON ST,STE 203,MIDDLETOWN,CT,64572,,,2024-09-27,257220.00,,TRANSFER OF NET PROCEEDS,,C00023838
SB22,C00867937,SB22.1017279,,,PTY,DC REPUBLICAN PARTY FEDERAL ACCOUNT,,,,,,P.O. BOX 75153,,WASHINGTON,DC,20013,,,2024-08-27,394088.63,,TRANSFER OF NET PROCEEDS,,C00191288
