form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00754242,SE.6180,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,181.80,2024-10-18,181.80,internet ads,004,C00754242,S,H4AZ01194,SHAH,AMISH DR.,,,,H,01,AZ,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6182,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,302.09,2024-10-18,760.14,internet ads,004,C00754242,S,P00009423,HARRIS,KAMALA,,,,P,,AZ,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6183,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,471.26,2024-10-18,1692.01,internet ads,004,C00754242,S,H2CA13115,GRAY,ADAM C.,,,,H,13,CA,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6184,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,25.34,2024-10-18,1642.10,internet ads,004,C00754242,S,H2CA21233,SALAS,RUDY,,,,H,22,CA,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6185,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,499.33,2024-10-18,499.33,internet ads,004,C00754242,S,H4CA27111,WHITESIDES,GEORGE,,,,H,27,CA,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6187,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,191.52,2024-10-18,225.66,internet ads,004,C00754242,S,H2CA42205,ROLLINS,WILL,,,,H,41,CA,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6188,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,352.16,2024-10-18,352.16,internet ads,004,C00754242,S,H4CA45170,TRAN,DEREK,,,,H,45,CA,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6190,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,420.76,2024-10-18,491.23,internet ads,004,C00754242,S,H4CA47085,MIN,DAVE,,,,H,47,CA,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6191,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,664.24,2024-10-18,678.84,internet ads,004,C00754242,S,H8CA10126,HARDER,JOSH,,,,H,09,CA,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6192,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,771.07,2024-10-18,771.07,internet ads,004,C00754242,S,S4FL00611,MUCARSEL-POWELL,DEBBIE,,,,S,,FL,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6194,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,168.88,2024-10-18,168.88,internet ads,004,C00754242,S,S4MD00327,ALSOBROOKS,ANGELA,,,,S,,MD,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6196,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,1051.23,2024-10-18,1360.72,internet ads,004,C00754242,S,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6197,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,588.47,2024-10-18,588.47,internet ads,004,C00754242,S,P00009423,HARRIS,KAMALA,,,,P,,NC,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6198,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,32.92,2024-10-18,86.01,internet ads,004,C00754242,S,S4NE00207,OSBORN,DAN,,,,S,,NE,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6199,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,406.90,2024-10-18,406.90,internet ads,004,C00754242,S,P00009423,HARRIS,KAMALA,,,,P,,NV,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6200,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,128.69,2024-10-18,510.39,internet ads,004,C00754242,S,S8NV00156,ROSEN,JACKY,,,,S,,NV,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6201,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,1170.04,2024-10-18,1366.23,internet ads,004,C00754242,S,H6NY03247,SUOZZI,THOMAS,,,,H,03,NY,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6202,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,466.13,2024-10-18,562.80,internet ads,004,C00754242,S,H4NY04158,GILLEN,LAURA,,,,H,04,NY,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6203,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,286.65,2024-10-18,346.00,internet ads,004,C00754242,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6204,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,170.25,2024-10-18,204.24,internet ads,004,C00754242,S,H8NY19223,RYAN,PATRICK,,,,H,18,NY,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6205,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,107.95,2024-10-18,135.50,internet ads,004,C00754242,S,H8NY22177,RILEY,JOSH,,,,H,19,NY,Bhateja,Rajiv,,,,2024-12-05,
SE,C00754242,SE.6206,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-16,207.01,2024-10-18,262.01,internet ads,004,C00754242,S,H4NY22085,MANNION,JOHN W,,,,H,22,NY,Bhateja,Rajiv,,,,2024-12-05,
