form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00005249,19832669,,,CCM,Bill Foster For Congress,,,,,,PO Box 9104,,Aurora,IL,60598,P2024,,2023-10-12,5000.00,0.00,,011,C00435099,Bill Foster For Congress,H8IL14067,Foster,Bill,,Rep.,,H,IL,11,,,,,,,,
SB23,C00005249,19832670,,,CCM,Cleaver For Congress,,,,,,P.O.Box 411872,,Kansas City,MO,64141,P2024,,2023-10-25,5000.00,0.00,,011,C00395848,Cleaver For Congress,H4MO05234,Cleaver,Emanuel,,Rep.,II,H,MO,05,,,,,,,,
SB23,C00005249,19832671,,,CCM,Himes For Congress,,,,,,857 Post Rd,#312,Fairfield,CT,06824,P2024,,2023-10-12,500.00,0.00,,011,C00434191,Himes For Congress,H8CT04172,Himes,Jim,,Rep.,,H,CT,04,,,,,,,,
SB23,C00005249,19832672,,,CCM,Friends To Elect Dr. Greg Murphy To Congress,,,,,,PO Box 1131,,Greenville,NC,27835,P2024,,2023-10-12,2500.00,0.00,,011,C00697649,Friends To Elect Dr. Greg Murphy To Congress,H0NC03172,Murphy,Gregory,F.,Rep.,M.D.,H,NC,03,,,,,,,,
SB23,C00005249,19832673,,,CCM,Greg Steube For Congress,,,,,,5317 Fruitville Rd,# 102,Sarasota,FL,342326402,P2024,,2023-10-12,2500.00,0.00,,011,C00671891,Greg Steube For Congress,H8FL17053,Steube,Greg,,Rep.,,H,FL,17,,,,,,,,
SB23,C00005249,19832674,,,CCM,Ralph Norman For Congress,,,,,,907 Maple Hill Lane,,Rock Hill,SC,29732,P2024,,2023-10-12,5000.00,0.00,,011,C00633610,Ralph Norman For Congress,H8SC05158,Norman,Ralph,,Rep.,Jr.,H,SC,05,,,,,,,,
SB23,C00005249,19832675,,,CCM,Carol For Congress,,,,,,228 S. Washington Street,Suite 115,Alexandria,WV,22314,G2024,,2023-10-12,2500.00,0.00,,011,C00653220,Carol For Congress,H8WV03097,Miller,Carol,,Rep.,,H,WV,01,,,,,,,,
SB23,C00005249,19832676,,,CCM,Friends Of Dan Kildee,,,,,,P.O. Box 248,,Flint,MI,48501,P2024,,2023-10-12,1500.00,0.00,,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Dan,,Rep.,,H,MI,08,,,,,,,,
SB23,C00005249,19832677,,,CCM,McHenry For Congress,,,,,,PO Box 2165,,Gastonia,NC,280532165,P2024,,2023-10-12,2500.00,0.00,,011,C00393629,McHenry For Congress,H4NC10047,McHenry,Patrick,,Rep.,,H,NC,10,,,,,,,,
SB23,C00005249,19832678,,,CCM,Jimmy Gomez For Congress,,,,,,777 S Figueroa St Suite 4050,,Los Angeles,CA,90017,P2024,,2023-10-12,2500.00,0.00,,011,C00629659,Jimmy Gomez For Congress,H8CA34266,Gomez,Jimmy,,Rep.,,H,CA,34,,,,,,,,
SB23,C00005249,19832679,,,CCM,Scott For Congress,,,,,,P. O. Box 251,,Newport News,VA,23607,P2024,,2023-10-12,5000.00,0.00,,011,C00256925,Scott For Congress,H6VA01117,Scott,Bobby,,Rep.,,H,VA,03,,,,,,,,
SB23,C00005249,19832680,,,CCM,Balderson For Congress,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,P2024,,2023-10-12,2500.00,0.00,,011,C00662650,Balderson For Congress,H8OH12180,Balderson,Troy,,Rep.,,H,OH,12,,,,,,,,
SB23,C00005249,19832685,,,CCM,Biggs For Congress,,,,,,228 S Washington St,Suite 115,Alexandria,AZ,22314,P2024,,2023-10-25,1000.00,0.00,,011,C00610451,Biggs For Congress,H6AZ05083,Biggs,Andy,,Rep.,,H,AZ,05,,,,,,,,
SB23,C00005249,19832689,,,CCM,Fischbach For Congress,,,,,,PO Box 190,,Litchfield,MN,55355,P2024,,2023-10-25,5000.00,0.00,,011,C00717959,Fischbach For Congress,H0MN07091,Fischbach,Michelle,,Rep.,,H,MN,07,,,,,,,,
SB23,C00005249,19832692,,,CCM,French Hill For Arkansas,,,,,,PO Box 7841,,Little Rock,AR,72217,P2024,,2023-10-25,2500.00,0.00,,011,C00551275,French Hill For Arkansas,H4AR02141,Hill,French,,Rep.,,H,AR,02,,,,,,,,
SB23,C00005249,19832693,,,CCM,Comer For Congress,,,,,,P.O. Box 338,,Tompkinsville,KY,42167,P2024,,2023-10-25,1000.00,0.00,,011,C00588764,Comer For Congress,H6KY01110,Comer,James,,Rep.,Jr.,H,KY,01,,,,,,,,
SB23,C00005249,19832696,,,CCM,Friends Of Dave Joyce,,,,,,9856 Archer Ln,,Dublin,OH,430178914,P2024,,2023-10-25,2500.00,0.00,,011,C00527457,Friends Of Dave Joyce,H2OH14064,Joyce,Dave,,Rep.,,H,OH,14,,,,,,,,
SB23,C00005249,19832697,,,CCM,Josh Gottheimer For Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,P2024,,2023-10-25,2500.00,0.00,,011,C00573949,Josh Gottheimer For Congress,H6NJ05171,Gottheimer,Josh,,Rep.,,H,NJ,05,,,,,,,,
SB23,C00005249,19832698,,,CCM,Donald Norcross For Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,P2024,,2023-10-25,2500.00,0.00,,011,C00558320,Donald Norcross For Congress,H4NJ01084,Norcross,Donald,,Rep.,,H,NJ,01,,,,,,,,
SB23,C00005249,19832699,,,CCM,Doggett For Congress,,,,,,PO Box 5843,,Austin,TX,78763,P2024,,2023-10-25,5000.00,0.00,,011,C00286500,Doggett For Congress,H4TX10028,Doggett,Lloyd,,Rep.,II,H,TX,37,,,,,,,,
SB23,C00005249,19832700,,,CCM,Menendez For Congress,,,,,,123 Town Square Place #515,,Jersey City,NJ,07310,P2024,,2023-10-25,2500.00,0.00,,011,C00799767,Menendez For Congress,H2NJ08232,Menendez,Robert,,Rep.,Jr.,H,NJ,08,,,,,,,,
SB23,C00005249,19832701,,,CCM,Bowman For Congress,,,,,,"81 Pondfield Rd., Suite D 351",,Bronxville,NY,10708,P2024,,2023-10-25,2500.00,0.00,,011,C00709196,Bowman For Congress,H0NY16143,Bowman,Jamaal,,Rep.,Ed.D.,H,NY,16,,,,,,,,
SB23,C00005249,19832702,,,CCM,Magaziner For Congress,,,,,,"One Park Row, 5th Floor",,Providence,RI,02903,P2024,,2023-10-25,1500.00,0.00,,011,C00802504,Magaziner For Congress,H2RI02184,Magaziner,Seth,,Rep.,,H,RI,02,,,,,,,,
SB23,C00005249,19832703,,,CCM,Andy Ogles For Congress,,,,,,29 Public Square,,Columbia,TN,38401,P2024,,2023-10-25,2000.00,0.00,,011,C00811844,Andy Ogles For Congress,H2TN05446,Ogles,Andy,,Rep.,,H,TN,05,,,,,,,,
SB23,C00005249,19832704,,,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,#183,Allentown,PA,18104,P2024,,2023-10-25,2500.00,0.00,,011,C00658567,Susan Wild For Congress,H8PA15229,Wild,Susan,,Rep.,,H,PA,07,,,,,,,,
SB23,C00005249,19832705,,,CCM,Beth Van Duyne For Congress,,,,,,PO Box 630167,,Irving,TX,75063,P2024,,2023-10-25,5000.00,0.00,,011,C00714865,Beth Van Duyne For Congress,H0TX24209,Van Duyne,Beth,,Rep.,,H,TX,24,,,,,,,,
SB23,C00005249,19832706,,,CCM,Joe Morelle For Congress,,,,,,P.O. Box 90914,,Rochester,NY,14609,P2024,,2023-10-25,1000.00,0.00,,011,C00675108,Joe Morelle For Congress,H8NY25105,Morelle,Joseph,,Rep.,,H,NY,25,,,,,,,,
