form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00692590,500294850,,,CCM,Andrea Salinas For Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00692590,500297045,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00692590,500295266,,,CCM,Caraveo For Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00692590,500294381,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00692590,500295445,,,CCM,Don Davis For NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00692590,500294012,,,CCM,Emilia Sykes For Congress,,,,,,545 E Town St,,Columbus,OH,432154801,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00801274,,,Sykes,Emilia,,,,H,OH,13,,,,,,,,
SB23,C00692590,500293314,,,CCM,Eric Sorensen For Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00793935,,,Sorensen,Eric,,,,H,IL,17,,,,,,,,
SB23,C00692590,500295620,,,CCM,Friends Of Dan Kildee,,,,,,PO Box 248,,Flint,MI,485010248,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00499947,,,Kildee,Daniel,T.,,,H,MI,08,,,,,,,,
SB23,C00692590,500294551,,,CCM,Friends Of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,067211487,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00677898,,,Hayes,Jahana,,,,H,CT,05,,,,,,,,
SB23,C00692590,500296857,,,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00692590,500296684,,,CCM,Marie For Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00692590,500293114,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00692590,500296910,,,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Ste 303,Shawnee,KS,662163800,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB23,C00692590,500293586,,,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,,
SB23,C00692590,500294976,,,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00692590,500296781,,,CCM,Wiley Nickel For Congress,,,,,,499 S Capitol St SW,Ste 407,Washington,DC,200034016,P2024,,2023-06-13,500.00,0.00,Contribution to Federal Committee,,C00763045,,,Nickel,Wiley,,,,H,NC,13,,,,,,,,
