form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00513713,SB29.8669,,,PAC,BECPAC,,,,,,6932 WESTLAND DRIVE,,KNOXVILLE,,37919,,,2023-12-07,500.00,,NON-FEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00513713,SB29.8654,,,PAC,BLUEGRASS FREEDOM ACTION,,,,,,"187 PAVILION PARKWAY, STE 318",,NEWPORT,KY,41071,,,2023-09-18,2000.00,,NON-FEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00513713,SB29.8673,,,CCM,BOWPAC,,,,,,PO BOX 2059,,HIXSON,TN,37343,,,2023-12-07,500.00,,NON-FEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00513713,SB29.8672,,,PAC,CAMP PAC,,,,,,3545 HAZELHEDGE DRIVE,,MEMPHIS,TN,38116,,,2023-12-07,250.00,,NON-FEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00513713,SB29.8666,,,CCM,FRIENDS OF PATSY HAZLEWOOD,,,,,,PO BOX 324,,SIGNAL MOUNTAIN,TN,37377,P2024,,2023-12-07,500.00,,NON-FEDERAL CONTRIBUTION,,,FRIENDS OF PATSY HAZLEWOOD,,HAZELWOOD,PATSY,,,,,,,,,,,,,,
SB29,C00513713,SB29.8659,,,CCM,GARY HICKS CAMPAIGN,,,,,,733 CLOUD CREEK ROAD,,ROGERSVILLE,TN,37857,P2024,,2023-12-07,500.00,,NON-FEDERAL CONTRIBUTION,,,GARY HICKS CAMPAIGN,,HICKS,GARY,,,Jr.,,,,,,,,,,,
SB29,C00513713,SB29.8670,,,PAC,HAILE PAC,,,,,,1900 CAIRO ROAD,,GALLATIN,TN,37066,,,2023-12-07,250.00,,NON-FEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00513713,SB29.8662,,,PAC,MCPAC,,,,,,PO BOX 331983,,NASHVILLE,TN,37203,,,2023-12-07,500.00,,NON-FEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00513713,SB29.8674,,,CCM,RUSTY CROWE VICTORY FUND,,,,,,808 EAST 8TH AVENUE,,JOHNSON CITY,TN,37601,P2024,,2023-12-07,500.00,,NON-FEDERAL CONTRIBUTION,,,RUSTY CROWE VICTORY FUND,,CROWE,RUSTY,,,,,TN,,,,,,,,,
SB29,C00513713,SB29.8677,,,PAC,RY - PAC,,,,,,PO BOX 571,,COOKEVILLE,TN,38501,,,2023-12-07,250.00,,NON-FEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00513713,SB29.8658,,,CCM,SENATE MAJORITY CAMPAIGN COMMITTEE,,,,,,PO BOX 2182,,INDIANAPOLIS,IN,46206,,,2023-12-01,1000.00,,NON-FEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00513713,SB29.8663,,,CCM,SHANE REEVES CAMPAIGN,,,,,,PO BOX 10807,,MURFREESBORO,TN,37129,P2024,,2023-12-07,500.00,,NON-FEDERAL CONTRIBUTION,,,SHANE REEVES CAMPAIGN,,REEVES,SHANE,,,,,,,,,,,,,,
