form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00032995,B882995,,,CCM,Becca Balint for Vermont,,,,,,PO Box 291,,Burlington,VT,05402,G2024,,2024-09-11,2500.00,,Contribution,011,C00797175,,H2VT01076,Balint,Rebecca,,,,H,VT, ,,,,,,,,
SB23,C00032995,B883004,,,CCM,Bob Casey for Senate Inc.,,,,,,PO Box 58746,,Philadelphia,PA,19102,G2024,,2024-09-11,2500.00,,Contribution,011,C00431056,,S6PA00217,Casey,Bob,,,Jr.,S,PA, ,,,,,,,,
SB23,C00032995,B883000,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,18501,G2024,,2024-09-11,5000.00,,Contribution,011,C00509968,,H2PA17079,Cartwright,Matthew,A,,,H,PA,08,,,,,,,,
SB23,C00032995,B883035,,,COM,Casey Keystone Victory Fund,,,,,,PO BOX 58746,,Philadelphia,PA,19102,O2024,Not Applicable,2024-09-11,5000.00,,Contribution,011,C00545830,,,,,,,,,, ,,,,,,,,
SB23,C00032995,B882600,,,CCM,Cooke for Congress,,,,,,P.O. Box 1846,,Eau Claire,WI,54702,G2024,,2024-09-11,5000.00,,Contribution,011,C00844993,,H4WI03169,Cooke,Rebecca,,,,H,WI,03,,,,,,,,
SB23,C00032995,B883002,,,CCM,Donald Norcross for Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,G2024,,2024-09-11,2500.00,,Contribution,011,C00558320,,H4NJ01084,Norcross,Donald,W,,,H,NJ,01,,,,,,,,
SB23,C00032995,B882175,,,CCM,Elizabeth for MA Inc.,,,,,,124 Washington Street,,Foxboro,MA,02035,G2024,,2024-09-11,5000.00,,Contribution,011,C00500843,,S2MA00170,Warren,Elizabeth,,,,S,MA, ,,,,,,,,
SB23,C00032995,B882993,,,CCM,Emily Randall for Congress,,,,,,P.O. Box 1883,,Port Orchard,WA,98366,G2024,,2024-09-11,2500.00,,Contribution,011,C00857094,,H4WA06117,Randall,Emily,,,,H,WA,06,,,,,,,,
SB23,C00032995,B882378,,,PAC,Gateway to Leadership PAC,,,,,,PO Box 43032,,Montclair,NJ,07043,O2024,Not Applicable,2024-09-11,5000.00,,Contribution,011,C00704247,,,,,,,,,, ,,,,,,,,
SB23,C00032995,B882367,,,CCM,Gillen for Congress,,,,,,PO BOX 774,,Rockville Centre,NY,11571,G2024,,2024-09-11,5000.00,,Contribution,011,C00806547,,H2NY04244,Gillen,Laura,,,,H,NY,04,,,,,,,,
SB23,C00032995,B882997,,,CCM,Glenn Ivey for Congress,,,,,,PO Box 85,,Bladensburg,MD,20710,G2024,,2024-09-11,2500.00,,Contribution,011,C00792283,,H2MD04315,Ivey,Glenn,,,,H,MD,04,,,,,,,,
SB23,C00032995,B882992,,,CCM,HERTEL FOR MICHIGAN,,,,,,PO BOX 16037,,LANSING,MI,48901,G2024,,2024-09-11,5000.00,,Contribution,011,C00844480,,H4MI07210,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,,
SB23,C00032995,B882996,,,CCM,Julie Johnson for Congress,,,,,,PO BOX 802765,,Dallas,TX,75380,G2024,,2024-09-11,2500.00,,Contribution,011,C00843003,,H4TX32089,Johnson,Julie,,,,H,TX,32,,,,,,,,
SB23,C00032995,B883001,,,CCM,Lois Frankel for Congress,,,,,,P.O. Box 480503,,Del Ray Beach,FL,33446,G2024,,2024-09-11,5000.00,,Contribution,011,C00494856,,H2FL14053,Frankel,Lois,,,,H,FL,22,,,,,,,,
SB23,C00032995,B883005,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,98671,G2024,,2024-09-11,2500.00,,Contribution,011,C00806174,,H2WA03217,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00032995,B882999,,,CCM,Mark Pocan for Congress,,,,,,PO Box 327,,Madison,WI,53701,G2024,,2024-09-11,2500.00,,Contribution,011,C00502179,,H2WI02124,Pocan,Mark,,,,H,WI,02,,,,,,,,
SB23,C00032995,B882994,,,CCM,Mark Takano for Congress,,,,,,PO Box 5214,,Riverside,CA,92517,G2024,,2024-09-11,2500.00,,Contribution,011,C00498667,,H2CA43245,Takano,Mark,,,,H,CA,39,,,,,,,,
SB23,C00032995,B882602,,,CCM,Moore for Congress,,,,,,PO Box 16646,,Milwaukee,WI,53216,G2024,,2024-09-11,2500.00,,Contribution,011,C00397505,,H4WI04183,Moore,Gwendolynne,,,,H,WI,04,,,,,,,,
SB23,C00032995,B881039,,,CCM,Cisneros for Congress,,,,,,P.O. BOX 2502,,COVINA,CA,91722,G2024,,2024-09-12,-2000.00,,Contribution,011,C00650648,,H8CA39174,Cisneros,Gilbert,,,,H,CA,31,,,,,,,,Void check originally dated 8/21/24
