form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002089,500024800,,,COM,Citizens to Elect Allison Russo,,,,,,545 E Town St,,Columbus,OH,432154801,P2024,,2024-03-05,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024817,,,ORG,Committee to Elect Rita Scott,,,,,,1681 Karis Oak Ln,,Snellville,GA,300786529,P2024,,2024-03-14,3300.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024813,,,ORG,Committee to Elect Scott Lassiter,,,,,,209 Ronaldsby Dr,,Cary,NC,275116538,G2024,,2024-03-26,2000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024816,,,ORG,Eric for Georgia,,,,,,PO Box 681081,,Marietta,GA,300680019,P2024,,2024-03-14,3300.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024808,,,ORG,Friends of Dontavius Jarrells,,,,,,222 E Town St,,Columbus,OH,432154611,P2024,,2024-03-05,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024772,,,ORG,IUE-CWA Local 81201,,,,,,112 Exchange St,,Lynn,MA,019011435,,,2024-03-19,1042.98,0.00,Lost Time Reimbursement for Member Get Out The Vote Registrations,001,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024778,,,COM,Jarvis Johnson for Texas Campaign,,,,,,1051 Cottage Oak Ln,,Houston,TX,770915619,P2024,,2024-03-21,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024779,,,COM,Jarvis Johnson for Texas Campaign,,,,,,1051 Cottage Oak Ln,,Houston,TX,770915619,P2024,,2024-03-21,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024807,,,ORG,Marilyn for Alabama,,,,,,503 Balsam Terrace Way SW,,Huntsville,AL,358243509,S2024,Special,2024-03-05,500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024814,,,ORG,NC for Ben Moss,,,,,,6717 Branson Mill Rd,,Pleasant Garden,NC,273139788,G2024,,2024-03-12,3000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024811,,,ORG,Ransom for Assembly 2024,,,,,,1 W Manchester Blvd,Ste 700,Inglewood,CA,903011764,P2024,,2024-03-05,5000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024805,,,COM,Wesley Harris for NC,,,,,,3570 Toringdon Way,Apt 4026,Charlotte,NC,282774922,G2024,,2024-03-12,1900.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
