form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002089,500024802,,,PAC,CA-LUV PAC,,,,,,499 S Capitol St SW,,Washington,DC,200034013,,,2024-03-26,5000.00,0.00,Federal Committee Contribution,011,C00573709,CA-LUV PAC,,,,,,,,,,,,,,,,,
SB23,C00002089,500024775,,,CCM,CHUY GARCIA FOR CONGRESS,,,,,,4140 S Archer Ave,,Chicago,IL,606321825,G2024,,2024-03-21,5000.00,0.00,Federal Candidate Contribution,011,C00661777,,,GARCIA,JESUS,,,,H,IL,04,,,,,,,,
SB23,C00002089,500024780,,,CCM,CLARKE FOR CONGRESS,,,,,,PO Box 250200,,Brooklyn,NY,112250200,P2024,,2024-03-21,2000.00,0.00,Federal Candidate Contribution,011,C00415331,,,Clarke,Yvette,,,,H,NY,09,,,,,,,,
SB23,C00002089,500024769,,,CCM,Courtney For Congress,,,,,,PO Box 1372,,Vernon,CT,060667372,P2024,,2024-03-28,2500.00,0.00,Federal Candidate Contribution,011,C00410233,,,Courtney,Joseph,D,,,H,CT,02,,,,,,,,
SB23,C00002089,500024770,,,CCM,DEBBIE DINGELL FOR CONGRESS,,,,,,19855 Outer Dr,Ste 103,Dearborn,MI,481242022,P2024,,2024-03-12,2500.00,0.00,Federal Candidate Contribution,011,C00558213,,,Dingell,Debbie,,,,H,MI,12,,,,,,,,
SB23,C00002089,500024771,,,PTY,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE (DCCC),,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,,,2024-03-19,60000.00,0.00,Federal Committee Contribution,011,C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE (DCCC),,,,,,,,,,,,,,,,,
SB23,C00002089,500024820,,,PAC,DEMOCRATS RESHAPING AMERICA (DREAMPAC),,,,,,PO Box 83142,,Gaithersburg,MD,208833142,,,2024-03-26,5000.00,0.00,Federal Committee Contribution,011,C00423079,DEMOCRATS RESHAPING AMERICA (DREAMPAC),,,,,,,,,,,,,,,,,
SB23,C00002089,500024790,,,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,G2024,,2024-03-26,1000.00,0.00,Federal Candidate Contribution,011,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00002089,500024789,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,109 N Howard St,Unit A,Akron,OH,443081968,G2024,,2024-03-26,1000.00,0.00,Federal Candidate Contribution,011,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB23,C00002089,500024798,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-03-05,5000.00,0.00,Federal Candidate Contribution,011,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
