form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00285593,EB746,,,PAC,Adelita Grijalva for Supervisor,,,,,,"1830 East Broadway Boulevard, Suit",,Tuscon,AZ,85719,,,2024-09-18,2000.00,,Contribution to Non-Federal Committee,011,,Adelita Grijalva for Supervisor,,,,,,,,,,,,,,,,,
SB29,C00285593,EB752,,,PAC,Ashlee Matthews for UT,,,,,,4987 W 6515 S,,West Jordan,UT,84081,,,2024-09-18,750.00,,Contribution to Non-Federal Committee,011,,Ashlee Matthews for UT,,,,,,,,,,,,,,,,,
SB29,C00285593,EB737,,,PAC,"Bechtol for Supervisor, Vanessa",,,,,,9981 N. Calle Solano,,Tuscson,AZ,85737,,,2024-09-03,1000.00,,Contribution to Non-Federal Committee,011,,"Bechtol for Supervisor, Vanessa",,,,,,,,,,,,,,,,,
SB29,C00285593,EB740,,,PAC,Bravo for Arizona,,,,,,4405 North 31st Drive,,Phoenix,AZ,85017,,,2024-09-04,1000.00,,Contribution to Non-Federal Committee,011,,Bravo for Arizona,,,,,,,,,,,,,,,,,
SB29,C00285593,EB751,,,PAC,Committee to Elect Carol Spackman Moss,,,,,,2712 Kelly Lane,,Holladay,UT,84117,,,2024-09-18,500.00,,Contribution to Non-Federal Committee,011,,Committee to Elect Carol Spackman Moss,,,,,,,,,,,,,,,,,
SB29,C00285593,EB747,,,PAC,Committee to Elect Deborah Gatrell,,,,,,3809 S 6800 W,,West Valley City,UT,84128,,,2024-09-18,750.00,,Contribution to Non-Federal Committee,011,,Committee to Elect Deborah Gatrell,,,,,,,,,,,,,,,,,
SB29,C00285593,EB748,,,PAC,Committee to Elect Jen Dailey-Provost,,,,,,1218 East Third Avenue,,Salt Lake City,UT,84103,,,2024-09-18,500.00,,Contribution to Non-Federal Committee,011,,Committee to Elect Jen Dailey-Provost,,,,,,,,,,,,,,,,,
SB29,C00285593,EB756,,,PAC,Committee to Elect Karen Kwan,,,,,,PO Box 701194,,West Valley City,UT,84170,,,2024-09-30,1000.00,,Contribution to Non-Federal Committee,011,,Committee to Elect Karen Kwan,,,,,,,,,,,,,,,,,
SB29,C00285593,EB743,,,PAC,Dr. Matt Heinz for Supervisor,,,,,,840 South Meyer Avenue,,Tuscon,AZ,85701,,,2024-09-18,3000.00,,Contribution to Non-Federal Committee,011,,Dr. Matt Heinz for Supervisor,,,,,,,,,,,,,,,,,
SB29,C00285593,EB733,,,PAC,Evan Schroedel for House 88th District,,,,,,PO Box 356,,Florence,MT,59833,,,2024-07-26,450.00,,Contribution to Non-Federal Committee,011,,Evan Schroedel for House 88th District,,,,,,,,,,,,,,,,,
