form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00461418,EB303502,,,COM,Build Our Movement PAC,,,,,,P.O. Box 21912,,Seattle,WA,98111,,,2024-10-21,5000.00,,Political Contribution,011,C00629576,Build Our Movement PAC,,,,,,,,,,,,,,,,,
SB23,C00461418,EB303510,,,CCM,Dave Min for Congress,,,,,,P.O. Box 5959,,Irvine,CA,92616,O2024,Recount 2024,2024-11-13,2000.00,,Political Contribution,011,C00831537,Dave Min for Congress,,Min,Dave,,,,H,CA,47,,,,,,,,
SB23,C00461418,EB303509,,,CCM,Derek Tran for Congress,,,,,,P.O. Box 395,,Garden Grove,CA,92842,O2024,Recount 2024,2024-11-13,2000.00,,Political Contribution,011,C00851790,Derek Tran for Congress,,Tran,Derek,,,,H,CA,45,,,,,,,,
SB23,C00461418,EB303501,,,COM,Golden State Democracy PAC,,,,,,P.O. Box 869,,Belmont,CA,94002,,,2024-10-21,5000.00,,Political Contribution,011,C00867978,Golden State Democracy PAC,,,,,,,,,,,,,,,,,
SB23,C00461418,EB303508,,,COM,GrassRoots Organizing Wins (GROWPAC),,,,,,"312 Clay Street, Suite 300",,Oakland,CA,94607,,,2024-11-01,10000.00,,Political Contribution,011,C00776823,GrassRoots Organizing Wins (GROWPAC),,,,,,,,,,,,,,,,,
SB23,C00461418,EB303504,,,CCM,Mark DeSaulnier for Congress,,,,,,"600 Pennsylvania Avenue SE, Unit 1",,Washington,DC,20006,G2024,,2024-10-21,5000.00,,Political Contribution,011,C00554709,Mark DeSaulnier for Congress,,DeSaulnier,Mark,,,,H,CA,10,,,,,,,,
SB23,C00461418,EB303503,,,COM,Ohio Grassroots Victory Fund,,,,,,323 7th Street SE,,Washington,DC,20003,,,2024-10-21,5000.00,,Federal Contribution,011,C00578609,Ohio Grassroots Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00461418,EB303507,,,CCM,Salud Carbajal for Congress,,,,,,P.O. Box 1290,,Santa Barbara,CA,93102,G2024,,2024-10-25,2000.00,,Political Contributions,011,C00576041,Salud Carbajal for Congress,,Carbajal,Salud,,,,H,CA,24,,,,,,,,
SB23,C00461418,EB303511,,,CCM,Will Rollins for Congress,,,,,,414 W. Grand Blvd.,,Corona,CA,92878,O2024,Recount 2024,2024-11-13,2000.00,,Political Contribution,011,C00792507,Will Rollins for Congress,,Rollins,Will,,,,H,CA,41,,,,,,,,
SB23,C00461418,EB303506,,,COM,Workers Vote,,,,,,"275 7th Avenue, 16th Floor",,New York,NY,10001,,,2024-10-22,10000.00,,Political Contribution,011,C00754051,Workers Vote,,,,,,,,,,,,,,,,,
