form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00613133,SB29.4450,,,CCM,Aument for Senate,,,,,,P.O. Box 194,,Landisville,PA,17538,,,2023-02-27,1500.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00613133,SB29.4451,,,PAC,ChamberPAC,,,,,,417 Walnut Street,1 Commerce Square,Harrisburg,PA,17101,,,2023-03-06,1000.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00613133,SB29.4467,,,CCM,Friends of Austin Davis,,,,,,P.O. Box 304,,McKeesport,PA,15134,,,2023-06-20,500.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00613133,SB29.4455,,,CCM,Friends of Gene Yaw,,,,,,PO Box 792,,Harrisburg,PA,17108,,,2023-04-24,2500.00,,,011,,,,,,,,,,PA,,,,,,,,,
SB29,C00613133,SB29.4460,,,CCM,Friends of Jared Solomon,,,,,,P.O. Box 7522,,Philadelphia,PA,19104,,,2023-06-20,1000.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00613133,SB29.4446,,,CCM,Friends of Joe Pittman,,,,,,P.O. Box 382,,Indiana,PA,15701,,,2023-01-25,2500.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00613133,SB29.4457,,,CCM,Friends of Joe Pittman,,,,,,P.O. Box 382,,Indiana,PA,15701,,,2023-05-01,1500.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00613133,SB29.4454,,,CCM,Friends of Joshua Kail,,,,,,P.O. Box 94,,Beaver,PA,15009,,,2023-04-05,2000.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00613133,SB29.4456,,,CCM,Friends of Kim Ward,,,,,,PO Box 203,,Greensburg,PA,15601,,,2023-05-01,1500.00,,,011,,,,,,,,,,PA,,,,,,,,,
SB29,C00613133,SB29.4463,,,CCM,Friends of Matt Bradford,,,,,,P.O. Box 349,,Norristown,PA,19404,,,2023-06-20,1500.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00613133,SB29.4447,,,CCM,Friends of Scott Martin,,,,,,802 Lightfoot Drive,,Lancaster,PA,17602,,,2023-02-01,2500.00,,,011,,,,,,,,,,PA,,,,,,,,,
