form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00377143,500411630,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-09-30,23000.00,0.00,Credit Card Payment - See Below,011,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500411640,500411630,SB23,CCM,Janelle Bynum for Congress,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,G2024,,2024-09-30,3000.00,0.00,Contribution,011,C00843425,,,Bynum,Janelle,,,,H,OR,05,,,,,,,X,*
SB23,C00377143,500411650,500411630,SB23,CCM,Vicente Gonzalez for Congress,,,,,,PO Box 6270,,Brownsville,TX,785236270,G2024,,2024-09-30,2000.00,0.00,Contribution,011,C00592659,,,Gonzalez,Vicente,,,,H,TX,34,,,,,,,X,*
SB23,C00377143,500411651,500411630,SB23,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,G2024,,2024-09-30,2000.00,0.00,Contribution,011,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,X,*
SB23,C00377143,500411652,500411630,SB23,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,G2024,,2024-09-30,2500.00,0.00,Contribution,011,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,X,*
SB23,C00377143,500411643,500411630,SB23,CCM,Adam Gray for Congress,,,,,,400 Capitol Mall,Ste 2400,Sacramento,CA,958144428,G2024,,2024-09-30,1500.00,0.00,Contribution,011,C00801431,,,Gray,Adam,C.,,,H,CA,13,,,,,,,X,*
SB23,C00377143,500411653,500411630,SB23,CCM,Mannion For New York,,,,,,PO Box 11131,,Syracuse,NY,132181131,G2024,,2024-09-30,2500.00,0.00,Contribution,011,C00845461,,,Mannion,John,W.,,,H,NY,22,,,,,,,X,*
SB23,C00377143,500411644,500411630,SB23,CCM,Christina Bohannan for Congress,,,,,,PO Box 722,,Iowa City,IA,522440722,G2024,,2024-09-30,2000.00,0.00,Contribution,011,C00787820,,,Bohannan,Christina,,,,H,IA,01,,,,,,,X,*
SB23,C00377143,500411654,500411630,SB23,CCM,Josh Riley for Congress,,,,,,PO Box 6806,,Ithaca,NY,148516806,G2024,,2024-09-30,2500.00,0.00,Contribution,011,C00793760,,,Riley,Josh,,,,H,NY,19,,,,,,,X,*
SB23,C00377143,500411655,500411630,SB23,CCM,Vargas for Congress,,,,,,PO Box 746,,Boys Town,NE,680100746,G2024,,2024-09-30,2000.00,0.00,Contribution,011,C00784371,,,Vargas,Anthony,'Tony',,,H,NE,02,,,,,,,X,*
SB23,C00377143,500411646,500411630,SB23,CCM,Rob Lubin for Congress,,,,,,PO Box 368,,Amityville,NY,117010368,G2024,,2024-09-30,1500.00,0.00,Contribution,011,C00840959,,,Lubin,Rob,,,,H,NY,02,,,,,,,X,*
SB23,C00377143,500411639,500411630,SB23,CCM,Derek Tran for Congress,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-09-30,1500.00,0.00,Contribution,011,C00851790,,,Tran,Derek,,,,H,CA,45,,,,,,,X,*
SB23,C00377143,500411632,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-09-30,12000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500411660,500411632,SB23,CCM,Mary Peltola for Alaska,,,,,,810 N St,,Anchorage,AK,995013229,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00812388,,,Peltola,Mary,,,,H,AK,00,,,,,,,X,*
SB23,C00377143,500411661,500411632,SB23,CCM,Vindman for Congress,,,,,,4222 Fortuna Center Plz,Ste 664,Dumfries,VA,220251515,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00856955,,,Vindman,Yevgeny,'Eugene',,,H,VA,07,,,,,,,X,*
SB23,C00377143,500411662,500411632,SB23,CCM,Kristen for Michigan,,,,,,PO Box 854,,Bay City,MI,487070854,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00864207,,,McDonald Rivet,Kristen,,,,H,MI,08,,,,,,,X,*
SB23,C00377143,500411663,500411632,SB23,CCM,Hertel For Michigan,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00844480,,,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,X,*
SB23,C00377143,500411664,500411632,SB23,CCM,Dave Min for Congress,,,,,,PO Box 5959,,Irvine,CA,926165959,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00831537,,,Min,Dave,,,,H,CA,47,,,,,,,X,*
SB23,C00377143,500411656,500411632,SB23,CCM,Nevadans for Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,G2024,,2024-09-30,3000.00,0.00,Contribution,011,C00668228,,,Horsford,Steven,Alexzander,,,H,NV,04,,,,,,,X,*
SB23,C00377143,500411666,500411632,SB23,CCM,Amish for Arizona,,,,,,5550 N 16th St,,Phoenix,AZ,850162939,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00836502,,,Shah,Amish,,Dr.,,H,AZ,01,,,,,,,X,*
SB23,C00377143,500411657,500411632,SB23,CCM,Kaptur for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00154625,,,Kaptur,Marcy,,,,H,OH,09,,,,,,,X,*
SB23,C00377143,500411658,500411632,SB23,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,X,*
SB23,C00377143,500411659,500411632,SB23,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,X,*
SB23,C00377143,500411573,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-09-03,3500.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500411580,500411573,SB23,CCM,George Whitesides for Congress,,,,,,PO Box 22176,,Newhall,CA,91322,G2024,,2024-09-03,1000.00,0.00,Contribution,011,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,X,*
SB23,C00377143,500411579,500411573,SB23,CCM,Josh Riley for Congress,,,,,,PO Box 6806,,Ithaca,NY,148516806,G2024,,2024-09-03,2500.00,0.00,Contribution,011,C00793760,,,Riley,Josh,,,,H,NY,19,,,,,,,X,*
SB23,C00377143,500411585,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-09-23,2000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500411601,500411585,SB23,CCM,Susan Wild for Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,G2024,,2024-09-23,2000.00,0.00,Contribution,011,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,X,*
SB23,C00377143,500411586,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-09-23,2000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500411602,500411586,SB23,CCM,Mrvan for Congress,,,,,,PO Box 55,,Crown Point,IN,463080055,G2024,,2024-09-23,2000.00,0.00,Contribution,011,C00727529,,,Mrvan,Frank,J.,,,H,IN,01,,,,,,,X,*
SB23,C00377143,500411587,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-09-23,2000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500411603,500411587,SB23,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-09-23,2000.00,0.00,Contribution,011,C00509968,,,Cartwright,Matthew,A.,,,H,PA,08,,,,,,,X,*
SB23,C00377143,500411589,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2024-09-26,3000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500411624,500411589,SB23,CCM,Committee to Elect Shomari Figures for Congress,,,,,,PO Box 40910,,Mobile,AL,366400910,G2024,,2024-09-26,3000.00,0.00,Contribution,011,C00856237,,,Figures,Shomari,C.,,,H,AL,02,,,,,,,X,*
