form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00838805,SB21B.5002,,,ORG,10X CONTENT CREATION SERVICES LLC,,,,,,1317 EDGEWATER DR.,#107,ORLANDO,FL,32804,,,2024-01-10,19800.00,,SOCIAL MEDIA MANAGEMENT,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5013,,,ORG,10X CONTENT CREATION SERVICES LLC,,,,,,1317 EDGEWATER DR.,#107,ORLANDO,FL,32804,,,2024-02-01,15000.00,,SOCIAL MEDIA MANAGEMENT,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5033,,,ORG,10X CONTENT CREATION SERVICES LLC,,,,,,1317 EDGEWATER DR.,#107,ORLANDO,FL,32804,,,2024-02-27,15000.00,,SOCIAL MEDIA MANAGEMENT,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5075,,,ORG,AFFILIATEWP,,,,,,60 29TH ST #343,,SAN FRANCISCO,CA,94110,,,2024-02-20,150.00,,SOFTWARE EXPENSE,001,C00838805,COMMON SENSE,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.4998,,,ORG,"BEDFORD PARTNERS, LLC",,,,,,6561 SCAUP ST,,CARLSBAD,CA,92011,,,2024-01-08,23631.00,,COMMISSIONS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5012,,,ORG,"BEDFORD PARTNERS, LLC",,,,,,6561 SCAUP ST,,CARLSBAD,CA,92011,,,2024-01-25,30000.00,,COMMISSIONS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.4992,,,ORG,BUZZIFY PR,,,,,,304 JONES BLVD.,STE 5083,LAS VEGAS,NV,89107,,,2024-01-02,15000.00,,PUBLIC RELATIONS & MARKETING,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5015,,,ORG,BUZZIFY PR,,,,,,304 JONES BLVD.,STE 5083,LAS VEGAS,NV,89107,,,2024-02-01,15000.00,,PUBLIC RELATIONS & MARKETING,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5034,,,ORG,BUZZIFY PR,,,,,,304 JONES BLVD.,STE 5083,LAS VEGAS,NV,89107,,,2024-02-27,15000.00,,PUBLIC RELATIONS & MARKETING,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.4993,,,ORG,CINNECTED LLC,,,,,,1065 SW 8TH ST,,MIAMI,FL,33130,,,2024-01-02,15000.00,,ADVERTISING EXPENSE,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5008,,,ORG,CINNECTED LLC,,,,,,1065 SW 8TH ST,,MIAMI,FL,33130,,,2024-01-23,13099.91,,ADVERTISING EXPENSE,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5014,,,ORG,CINNECTED LLC,,,,,,1065 SW 8TH ST,,MIAMI,FL,33130,,,2024-02-01,15000.00,,ADVERTISING EXPENSE,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5035,,,ORG,CINNECTED LLC,,,,,,1065 SW 8TH ST,,MIAMI,FL,33130,,,2024-02-27,21800.00,,ADVERTISING EXPENSE,004,,,,,,,,,,,,,,,,,,,
SB21B,C00838805,SB21B.5003,,,ORG,COMERICA BANK,,,,,,1717 MAIN ST.,,DALLAS,TX,75201,,,2024-01-12,575.90,,BANK FEES,001,,,,,,,,,,,,,,,,,,,
