form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00857649,BA52537B66A5C4C1AB0B,,,CCM,ANNA PAULINA LUNA FOR CONGRESS,,,,,,1201 GANDY BLVD N,P.O. BOX 23064,SAINT PETERSBURG,FL,337022409,,,2024-10-30,1811.40,,TRANSFER OF NET PROCEEDS,008,C00718239,ANNA PAULINA LUNA FOR CONGRESS,H0FL13158,PAULINA LUNA,ANNA,,,,H,FL,13,,,,,,,,,
SB22,C00857649,B12999875748A4E0F8F1,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,,,2024-10-30,3427.93,,TRANSFER OF NET PROCEEDS,008,C00706267,ASHLEY HINSON FOR CONGRESS,H0IA01174,ARENHOLZ,ASHLEY HINSON,,,,H,IA,02,,,,,,,,,
SB22,C00857649,B58334F4282B74EC4B7B,,,CCM,AUGUST PFLUGER FOR CONGRESS,,,,,,PO BOX 3530,,SAN ANGELO,TX,76902,,,2024-10-30,6690.45,,TRANSFER OF NET PROCEEDS,008,C00719294,AUGUST PFLUGER FOR CONGRESS,H0TX11230,PFLUGER,AUGUST,LEE,,,H,TX,11,,,,,,,,,
SB22,C00857649,B015D028DD0D049FA83B,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,132203580,,,2024-10-30,3422.90,,TRANSFER OF NET PROCEEDS,008,C00806307,BRANDON FOR CONGRESS NY22,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,,,,,,,,,
SB22,C00857649,BEEAB55FBC64A4C79810,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,190470939,,,2024-10-30,3296.73,,TRANSFER OF NET PROCEEDS,008,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,,
SB22,C00857649,B5037FF0C318F440CB7D,,,CCM,CHUCK EDWARDS FOR CONGRESS,,,,,,337 N MAIN ST,,HENDERSONVILLE,NC,287924902,,,2024-10-30,3296.69,,TRANSFER OF NET PROCEEDS,008,C00796433,CHUCK EDWARDS FOR CONGRESS,H2NC14050,EDWARDS,CHUCK,,,,H,NC,11,,,,,,,,,
SB22,C00857649,B1202787E228941998D2,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,857405103,,,2024-10-30,7750.13,,TRANSFER OF NET PROCEEDS,008,C00786194,CISCOMANI FOR CONGRESS,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,,,,
SB22,C00857649,B6CD8166880D2403EB7E,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,115580188,,,2024-10-30,3406.54,,TRANSFER OF NET PROCEEDS,008,C00809426,DESPOSITO FOR NEW YORK,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,,,,,,,,,
SB22,C00857649,B4FFF3C860CC34330A69,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,,,2024-10-30,6526.20,,TRANSFER OF NET PROCEEDS,008,C00575167,DON BACON FOR CONGRESS,H6NE02125,BACON,DONALD J,,,,H,NE,02,,,,,,,,,
SB22,C00857649,B877D602DF9514E12B1A,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 E EVANS RD,UNIT 13176,SCOTTSDALE,AZ,852674907,,,2024-10-30,3122.86,,TRANSFER OF NET PROCEEDS,008,C00540617,FRIENDS OF DAVID SCHWEIKERT,H4AZ06045,SCHWEIKERT,DAVID,S.,,,H,AZ,01,,,,,,,,,
