form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00776062,SB21B.15830,,,ORG,Ally Bank,,,,,,200 W Civic Center Drive,,Sandy,UT,84070,P2024,,2024-09-05,250.00,,Fee to  Financial Institution,,,,,,,,,,,,,,,,,,,,
SB21B,C00776062,SB21B.15829,,,ORG,Ally Bank,,,,,,200 W Civic Center Drive,,Sandy,UT,84070,P2024,,2024-09-29,100.00,,Fee to Financial Institution,,,,,,,,,,,,,,,,,,,,
SB21B,C00776062,SB21B.16036,,,ORG,Bolder Fundraising & Strategy,,,,,,909 Bannock Street,,Denver,CO,80204,P2024,,2024-09-16,250.00,,Strategy Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00776062,SB21B.15850,,,ORG,Campaign Brain,,,,,,420 Eron Way,,Winter Garden,FL,34787,P2024,,2024-08-08,500.00,,Campaign tool,,,,,,,,,,,,,,,,,,,,
SB21B,C00776062,SB21B.15857,,,ORG,Country Inn,,,,,,701 Carlson Parkway,Suite 300,Minnetonka,MN,55305,P2024,,2024-07-21,98.11,,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00776062,SB21B.15868,,,ORG,Ebay,,,,,,2025 Hamilton Ave,,San Jose,CA,95125,P2024,,2024-09-29,153.86,,E Commerce Service,,,,,,,,,,,,,,,,,,,,
SB21B,C00776062,SB21B.16054,,,ORG,Facebook,,,,,,1 Hacker Way,,Menlo Park,CA,94025,,,2024-09-12,17954.00,,Facebook Ads,,,,,,,,,,,,,,,,,,,,
SB21B,C00776062,SB21B.15886,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,94043,P2024,,2024-09-21,18.14,,Digital advertisment,,,,,,,,,,,,,,,,,,,,
SB21B,C00776062,SB21B.15884,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,94043,P2024,,2024-09-23,23.48,,Digital advertisment,,,,,,,,,,,,,,,,,,,,
SB21B,C00776062,SB21B.15931,,,ORG,MAILERLITE,,,,,,548 Market St,,San Francisco,CA,98174,P2024,,2024-08-21,139.00,,Messaging platform,,,,,,,,,,,,,,,,,,,,
