form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00785584,500527240,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-09,380.79,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500530750,,,ORG,United States Postal Service,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-06-03,12.20,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500530760,,,ORG,United States Postal Service,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-06-24,10.57,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500524021,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-04-26,236.90,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500526841,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-26,271.40,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500530751,,,CCM,Cheri Beasley For North Carolina,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-06-10,22640.00,0.00,List Acquisition,,C00777904,,,BEASLEY,CHERI,,,,S,NC,,,,,,,,,
SB21B,C00785584,500526851,,,ORG,United States Postal Service,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-05-13,1000.00,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500530761,,,ORG,United States Postal Service,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-06-27,108.85,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500523571,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-21,188.69,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500527671,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-16,315.67,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500525081,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-12,238.31,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500524402,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-05,123.11,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500526202,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-19,239.89,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500524022,,,ORG,Capitol Compliance Associates Inc,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-04-25,1910.23,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500526842,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-31,111.39,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500530752,,,ORG,United States Postal Service,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-06-11,249.59,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500526852,,,ORG,United States Postal Service,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-05-23,136.01,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500523852,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-28,313.76,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500530762,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-06-28,380.24,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500524023,,,ORG,Capitol Compliance Associates Inc,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-04-29,2772.42,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500526843,,,ORG,Capitol Compliance Associates Inc,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-05-24,2073.26,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500530753,,,ORG,United States Postal Service,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-06-13,326.16,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500526853,,,ORG,United States Postal Service,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-05-24,190.68,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500530763,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-30,401.68,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500520104,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-08,252.10,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785584,500524024,,,CCM,Cheri Beasley For North Carolina,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-04-12,7500.00,0.00,List Acquisition,,C00777904,,,BEASLEY,CHERI,,,,S,NC,,,,,,,,,
