form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00060707,B868901,,,COM,NASW Connecticut Chapter PACE,,,,,,2139 Silas Deane Highway Suite 205,,Rocky Hill,CT,06067,O2024,Not Applicable,2024-03-29,967.95,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868904,,,COM,NASW Delaware Chapter PACE,,,,,,3301 Green Street,,Claymont,DE,19703,O2024,Not Applicable,2024-03-29,324.45,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868906,,,COM,NASW Iowa Chapter PACE,,,,,,4211 Grand Ave. Level 3,,Des Moines,IA,50312,O2024,Not Applicable,2024-03-29,1207.35,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868910,,,COM,NASW Kentucky Chapter PACE,,,,,,501 West 6th Street Suite 250,,Lexington,KY,40508,O2024,Not Applicable,2024-03-29,227.25,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B867538,,,COM,NASW Michigan Chapter PACE,,,,,,741 N. Cedar St. Ste. 110,,Lansing,MI,48906,O2024,Not Applicable,2024-03-13,1554.75,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868903,,,COM,NASW Missouri Chapter PACE,,,,,,PO Box 2043,,Jefferson City,MO,65102,O2024,Not Applicable,2024-03-29,1246.50,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868898,,,COM,NASW Mississippi Chapter PACE,,,,,,P.O. Box 5599,,Pearl,MS,39288,O2024,Not Applicable,2024-03-29,144.00,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B867539,,,COM,NASW North Carolina Chapter PACE,,,,,,412 Morson Street,,Raleigh,NC,27601,O2024,Not Applicable,2024-03-13,1318.95,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868912,,,COM,NASW New Hampshire Chapter PACE,,,,,,4 Chenell Drive Suite 103,,Concord,NH,03301,O2024,Not Applicable,2024-03-29,301.95,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868907,,,COM,NASW New Jersey Chapter PACE,,,,,,100 Somerset Corporate Blvd. 2nd F,,Bridgewater,NJ,08807,O2024,Not Applicable,2024-03-29,2090.70,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B867537,,,COM,NASW New York State Chapter PACE,,,,,,188 Washington Avenue,,Albany,NY,12210,O2024,Not Applicable,2024-03-13,2471.85,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868908,,,COM,NASW Ohio Chapter PACE,,,,,,400 W. Wilson Bridge Road Suite 10,,Worthington,OH,43085,O2024,Not Applicable,2024-03-29,1159.20,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868909,,,COM,NASW Pennsylvania Chapter PACE,,,,,,1000 Bent Creek Blvd Suite 40,,Mechanicsburg,PA,17050,O2024,Not Applicable,2024-03-29,1236.60,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B867059,,,COM,NASW South Carolina Chapter PACE,,,,,,2537 Gervais Street,,Columbia,SC,29204,O2024,Not Applicable,2024-03-05,263.25,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00060707,B868899,,,COM,NASW Washington Chapter PACE,,,,,,522 N. 85th St. Suite B100,,Seattle,WA,98103,O2024,Not Applicable,2024-03-29,836.10,,Transfer to State PAC,011,,,,,,,,,,, ,,,,,,,,
