form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB29,C00318691,FRIENDS OF MATT BRADFORD,,,,,,PO BOX 349,,NORRISTOWN,PA,19404,2023-02-23,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449331
SB29,C00318691,CONCERNED CITIZENS FOR PA,,,,,,7028 BRENTWOOD ROAD,,PHILADELPHIA,PA,19151,2023-05-04,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449332
SB29,C00318691,LEANNE FOR PA,,,,,,PO BOX 22,,SWARTHMORE,PA,19081,2023-06-01,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449333
SB29,C00318691,FRIENDS OF MATT BRADFORD,,,,,,PO BOX 349,,NORRISTOWN,PA,19404,2023-06-08,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449336
SB29,C00318691,FRIENDS OF DAVE DELLOSO,,,,,,219 GRAYLING AVE 3,,NARBERTH,PA,19072,2023-06-01,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449335
SB29,C00318691,FRIENDS OF LISA BOROWSKI,,,,,,439 MIDLAND AVENUE,,WAYNE,PA,19087,2023-06-15,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449336
SB29,C00318691,FRIENDS OF STEVE MALAGARI,,,,,,PO BOX 1712,,LANSDALE,PA,19446,2023-06-01,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449333
SB29,C00318691,FRIENDS OF KYLE MULLING,,,,,,PO BOX 72,,PECKVILLE,PA,18452,2023-06-01,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,500.00,,,,202308070300449334
SB29,C00318691,NEILSON FOR THE NORTHEAST,,,,,,PO BOX 6054,,PHILADELPHIA,PA,19114,2023-06-01,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449334
SB29,C00318691,FRIENDS OF JENNIFER O'MARA,,,,,,618 PROSPECT RD,,SPRINGFIELD,PA,19064,2023-06-01,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449335
SB29,C00318691,FRIENDS OF JOE GIRAL,,,,,,6038 N AMERICAN ST,,PHILADELPHIA,PA,19120,2023-06-01,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,250.00,,,,202308070300449334
SB29,C00318691,HARRITY FOR COUNCIL,,,,,,C/O RICHARD GUMAN,230 GRAVITY STREET,ARCHIBALD,PA,18403,2023-04-22,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,250.00,,,,202308070300449332
SB29,C00318691,HEATHER BOYD FOR PA,,,,,,315 UPLAND WAY,,DREXEL HILL,PA,19026,2023-05-04,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,2500.00,,,,202308070300449333
SB29,C00318691,LEANNE FOR PA,,,,,,PO BOX 22,,SWARTHMORE,PA,19081,2023-06-01,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449333
SB29,C00318691,FRIENDS OF TARIK KHAN,,,,,,FRIENDS OF TARIK KHAN,,PHILADELPHIA,PA,19128,2023-06-01,POLITICAL  CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449335
SB29,C00318691,DILLON FOR SENATE,,,,,,PO BOX 63136,,PHILADELPHIA,PA,19154,2023-03-16,POLITICAL CONTRIBUTION,,,,,,,011,,,,,,1000.00,,,,202308070300449331
SB29,C00318691,RYAN NESS,,,,,,526 BUENA ROAD,,MANUS CHOICE,PA,15550,2023-03-30,REIMBURSEMENT,,,,,,,010,,,,,,36.00,,,,202308070300449331
