form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00034884,SB23.8208,,,CAN,,BERGMAN FOR CONGRESS,JACK,,,,"3585 BUNKER HILL RD, #434",,ACME,MI,49610,P,,2023-07-24,2500.00,,Support,,,,,,,,,,H,MI,01,,,,,,,,
SB23,C00034884,SB23.8238,,,CAN,,BERGMAN FOR CONGRESS,JACK,,,,"3585 BUNKER HILL RD, #434",,ACME,MI,49610,P,,2023-11-15,1500.00,,Support,,,,,,,,,,H,MI,01,,,,,,,,
SB23,C00034884,SB23.8241,,,CAN,,BILIRAKIS FOR CONGRESS,GUS,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,P,,2023-11-15,2500.00,,Support,,,,,,,,,,H,FL,12,,,,,,,,
SB23,C00034884,SB23.8212,,,CAN,,BILL CASSIDY FOR US SENATE,BILL,,,,PO BOX 80505,,BATON ROUGE,LA,70898,P,,2023-07-24,1500.00,,Support,,,,,,,,,,S,LA,00,,,,,,,,
SB23,C00034884,SB23.8210,,,CAN,,BUDDY CARTER FOR CONGRESS,BUDDY,,,,PO BOX 10570,,SAVANNAH,GA,31412,P,,2023-07-24,2500.00,,Support,,,,,,,,,,H,GA,01,,,,,,,,
SB23,C00034884,SB23.8243,,,CAN,,FRIENDS OF NEAL DUNN,NEAL,,,,PO BOX 10037,,TALLAHASSEE,FL,32302,P,,2023-11-15,2500.00,,Support,,,,,,,,,,H,FL,02,,,,,,,,
SB23,C00034884,SB23.8220,,,CAN,,GREG PENCE FOR CONGRESS,GREG,,,,PO BOX 275,,TAYLORSVILLE,IN,47280,P,,2023-07-24,2500.00,,SUPPORT,,,,,,,,,,H,IN,06,,,,,,,,
SB23,C00034884,SB23.8247,,,CAN,,GUTHRIE FOR CONGRESS,BRETT,,,,PO BOX 22401,,LOUISVILLE,KY,40252,P,,2023-11-15,2500.00,,Support,,,,,,,,,,H,KY,02,,,,,,,,
SB23,C00034884,SB23.8232,,,CAN,,HUDSON FOR CONGRESS,RICHARD,,,,PO BOX 1875,,SOUTHERN PINES,NC,28388,,,2023-09-26,2500.00,,Support,,,,,,,,,,H,NC,09,,,,,,,,
SB23,C00034884,SB23.8214,,,CAN,,HUIZENGA FOR CONGRESS,BILL,,,,PO BOX 254,,ZEELAND,MI,49464,P,,2023-07-24,2500.00,,Support,,,,,,,,,,H,MI,04,,,,,,,,
SB23,C00034884,SB23.8226,,,CAN,,JIM BANKS FOR SENATE,JIM,,,,P.O Box 11431,,Fort Wayne,IN,46858,P,,2023-08-28,1000.00,,Support,,,,,,,,,,,,,,,,,,,,
SB23,C00034884,SB23.8249,,,CAN,,KEVIN KILEY FOR CONGRESS,KEVIN,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,P,,2023-11-15,1000.00,,Support,,,,,,,,,,H,CA,03,,,,,,,,
SB23,C00034884,SB23.8222,,,CAN,,MICHAEL WALTZ FOR CONGRESS,MICHAEL,,,,"1235 PROVIDENCE BLVD., STE R",PMB 502,DELTONA,FL,32725,P,,2023-07-24,1500.00,,Support,,,,,,,,,,H,FL,06,,,,,,,,
SB23,C00034884,SB23.8216,,,CAN,,MOOLENAAR FOR CONGRESS,JOHN,,,,5915 EASTMAN AVENUE,SUITE 100,MIDLAND,MI,48640,P,,2023-07-24,2500.00,,Support,,,,,,,,,,H,MI,02,,,,,,,,
SB23,C00034884,SB23.8251,,,CAN,,MOOLENAAR FOR CONGRESS,JOHN,,,,5915 EASTMAN AVENUE,SUITE 100,MIDLAND,MI,48640,P,,2023-11-15,2500.00,,Support,,,,,,,,,,H,MI,02,,,,,,,,
SB23,C00034884,SB23.8228,,,CAN,,RICK W. ALLEN FOR CONGRESS,RICK,,,,P. O. BOX 338,,AUGUSTA,GA,30903,P,,2023-09-26,2500.00,,Support,,,,,,,,,,H,GA,12,,,,,,,,
SB23,C00034884,SB23.8245,,,CAN,,SCOTT FRANKLIN FOR CONGRESS,SCOTT,,,,P.O. BOX 2811,,LAKELAND,FL,33806,P,,2023-11-15,2500.00,,Support,,,,,,,,,,H,FL,18,,,,,,,,
SB23,C00034884,SB23.8234,,,CAN,,SOTO FOR CONGRESS,DARREN,,,,PO BOX 420239,,KISSIMMEE,FL,34742,P,,2023-09-26,2500.00,,Support,,,,,,,,,,H,FL,09,,,,,,,,
