form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00545780,500091022,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,G2024,,2024-07-18,2078.59,0.00,Credit Card Payment - See Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500091025,500091022,SB21B,ORG,Hotel Andra,,,,,,2000 4Th Ave,,Seattle,WA,981212415,G2024,,2024-07-18,486.62,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00545780,500091018,,,ORG,Benesys Inc,,,,,,1220 SW Morrison St,Ste 300,Portland,OR,972052299,G2024,,2024-07-25,175.00,0.00,Accounting Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500091032,,,IND,,Bibe,Stephen,A,,,210 S Kansas St,,Kennewick,WA,993369423,G2024,,2024-07-01,535.10,0.00,Mileage Reimbursement,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500091019,,,ORG,Blue Wave Political Partners LLC,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,G2024,,2024-07-25,3256.28,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500091028,,,PAC,PLUMBERS AND STEAMFITTERS LOCAL 598 POLITICAL ACTION COMMITTEE (PIPE TRADES 598 PAC),,,,,,1328 Road 28,,Pasco,WA,993013933,G2024,,2024-07-02,194.97,0.00,Bookkeeping Reimbursement,,C00545780,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500091029,,,PAC,PLUMBERS AND STEAMFITTERS LOCAL 598 POLITICAL ACTION COMMITTEE (PIPE TRADES 598 PAC),,,,,,1328 Road 28,,Pasco,WA,993013933,G2024,,2024-07-02,11343.42,0.00,Wage Reimbursement: Seth Worley 50%,,C00545780,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500091030,,,PAC,PLUMBERS AND STEAMFITTERS LOCAL 598 POLITICAL ACTION COMMITTEE (PIPE TRADES 598 PAC),,,,,,1328 Road 28,,Pasco,WA,993013933,G2024,,2024-07-02,2500.00,0.00,Overhead Allocation,,C00545780,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500091031,,,PAC,PLUMBERS AND STEAMFITTERS LOCAL 598 POLITICAL ACTION COMMITTEE (PIPE TRADES 598 PAC),,,,,,1328 Road 28,,Pasco,WA,993013933,G2024,,2024-07-02,700.00,0.00,Auto Reimbursement,,C00545780,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500091020,,,PAC,PLUMBERS AND STEAMFITTERS LOCAL 598 POLITICAL ACTION COMMITTEE (PIPE TRADES 598 PAC),,,,,,1328 Road 28,,Pasco,WA,993013933,G2024,,2024-07-22,830.57,0.00,Travel Reimbursement,,C00545780,,,,,,,,,,,,,,,,,,
SB21B,C00545780,500091036,,,ORG,US Bank,,,,,,425 Walnut St,Fl 5,Cincinnati,OH,452023944,G2024,,2024-07-31,76.16,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
