form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002089,500024237,,,CCM,Aaron Regunberg for Congress,,,,,,50 Duncan Ave,,Providence,RI,029061815,P2024,,2023-08-15,2500.00,0.00,Federal Candidate Contribution,011,C00836494,,,Regunberg,Aaron,,,,H,RI,01,,,,,,,,
SB23,C00002089,500024180,,,PAC,AMERICA WORKS FEDERAL PAC,,,,,,918 Pennsylvania Ave SE,,Washington,DC,200032140,,,2023-08-24,5000.00,0.00,Federal Committee Contribution,011,C00331694,AMERICA WORKS FEDERAL PAC,,,,,,,,,,,,,,,,,
SB23,C00002089,500024227,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2023-08-15,1250.00,0.00,Federal Candidate Contribution,011,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00002089,500024197,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-08-15,1250.00,0.00,Federal Candidate Contribution,011,C00575209,,,CRAIG,ANGELA,,,,H,MN,02,,,,,,,,
SB23,C00002089,500024231,,,PAC,ASPIRE PAC,,,,,,910 17th St NW,Ste 925,Washington,DC,200062641,,,2023-08-24,5000.00,0.00,Federal Committee Contribution,011,C00506907,ASPIRE PAC,,,,,,,,,,,,,,,,,
SB23,C00002089,500024196,,,CCM,Beatty for Congress,,,,,,222 E Town St,Fl 2W,Columbus,OH,432154616,P2024,,2023-08-17,2500.00,0.00,Federal Candidate Contribution 2024,011,C00507368,,,Joyce,Beatty,,,,H,OH,03,,,,,,,,
SB23,C00002089,500024185,,,PAC,BLUE MAJORITY PAC,,,,,,PO Box 327,,Madison,WI,537010327,,,2023-08-24,5000.00,0.00,Federal Committee Contribution,011,C00529693,BLUE MAJORITY PAC,,,,,,,,,,,,,,,,,
SB23,C00002089,500024189,,,CCM,BRIAN HIGGINS FOR CONGRESS,,,,,,PO Box 28,,Buffalo,NY,142200028,P2024,,2023-08-22,2500.00,0.00,Federal Candidate Contribution,011,C00401034,,,Higgins,Brian,M,,,H,NY,26,,,,,,,,
SB23,C00002089,500024202,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,200330079,,,2023-08-24,5000.00,0.00,Federal Committee Contribution,011,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00002089,500024207,,,CCM,CHUY GARCIA FOR CONGRESS,,,,,,4140 S Archer Ave,,Chicago,IL,606321825,P2024,,2023-08-24,2500.00,0.00,Federal Candidate Contribution,011,C00661777,,,GARCIA,JESUS,,,,H,IL,04,,,,,,,,
