form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00088591,B877646,,,PAC,Free State PAC,,,,,,PO Box 541,,Belleville,KS,66935,O2024,Not Applicable,2024-07-12,5000.00,,Contribution,011,C00455717,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B879205,,,PAC,31 Days PAC,,,,,,1005 Congress Avenue Suite 400,,Austin,TX,78701,O2024,Not Applicable,2024-07-31,2500.00,,Contribution,011,C00786368,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B879202,,,PAC,American Security PAC,,,,,,167 West Manor Lane,,Alexandria,AL,36250,O2024,Not Applicable,2024-07-31,5000.00,,Contribution,011,C00439521,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B879212,,,PAC,Badlands PAC,,,,,,P.O. Box 26141,,Alexandria,VA,22313,O2024,Not Applicable,2024-07-31,5000.00,,Contribution,011,C00543207,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B879216,,,CCM,Bice for Congress,,,,,,P.O. Box 21315,,Oklahoma City,OK,73156,G2024,,2024-07-31,5000.00,,Contribution,011,C00703843,,H0OK05205,Bice,Stephanie,,,,H,OK,05,,,,,,,,
SB23,C00088591,B879206,,,CCM,Bob Casey for Senate Inc.,,,,,,PO Box 58746,,Philadelphia,PA,19102,G2024,,2024-07-31,3000.00,,Contribution,011,C00431056,,S6PA00217,Casey,Bob,,,Jr.,S,PA, ,,,,,,,,
SB23,C00088591,B879201,,,CCM,Case for Congress,,,,,, PO Box 2941,,Honolulu,HI,96802,G2024,,2024-07-31,2500.00,,Contribution,011,C00382978,,H2HI02128,Case,Ed,,,,H,HI,01,,,,,,,,
SB23,C00088591,B879191,,,CCM,Cole for Congress,,,,,,P.O. Box 722256,,Norman,OK,73070,G2024,,2024-07-31,1000.00,,Contribution,011,C00379735,,H2OK04055,Cole,Tom,J,,,H,OK,04,,,,,,,,
SB23,C00088591,B879209,,,PAC,COLE PAC,,,,,,12176 Chancery Station Circle,,Reston,VA,20190,O2024,Not Applicable,2024-07-31,2500.00,,Contribution,011,C00404392,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B879207,,,PAC,Commonwealth PAC,,,,,,PO Box 383,,Merrifield,VA,22116,O2024,Not Applicable,2024-07-31,5000.00,,Contribution,011,C00498931,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B879190,,,PAC,Conservative And Republican Together Equals Result,,,,,,317 15th St.. NE,,Washington,DC,20002,O2024,Not Applicable,2024-07-31,1500.00,,Contribution,011,C00427401,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B879192,,,CCM,Dan Newhouse for Congress,,,,,,P.O. BOX 10949,,Yakima,WA,98909,P2024,,2024-07-31,2500.00,,Contribution,011,C00559393,,H4WA04104,Newhouse,Daniel,,,,H,WA,04,,,,,,,,
SB23,C00088591,B879199,,,CCM,Dr Brian Babin for Congress,,,,,,PO Box 159,,Woodville,TX,75979,G2024,,2024-07-31,2500.00,,Contribution,011,C00553859,,H6TX02079,Babin,Brian,,,,H,TX,36,,,,,,,,
SB23,C00088591,B879204,,,CCM,Dr. Raul Ruiz for Congress,,,,,,Po Box 1566,,Indio,CA,92202,G2024,,2024-07-31,2500.00,,Contribution,011,C00502575,,H2CA36439,Ruiz,Raul,,,MD,H,CA,25,,,,,,,,
SB23,C00088591,B878877,,,PAC,GARCIA PAC,,,,,,9070 Irvine Center Drive #150,,Irvine,CA,92618,O2024,Not Applicable,2024-07-31,2500.00,,Contribution,011,C00742346,,,,,,,,,, ,,,,,,,,
