form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00663062,SB23.4297,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,G2024,,2024-11-05,1000.00,,Campaign Contribution,011,C00575209,ANGIE CRAIG FOR CONGRESS,H6MN02131,CRAIG,ANGELA DAWN,,,,H,MN,02,,,,,,,,
SB23,C00663062,SB23.4295,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,708980505,G2024,,2024-11-05,2500.00,,Campaign Contribution,011,C00543983,BILL CASSIDY FOR US SENATE,S4LA00107,CASSIDY,WILLIAM,M,,,S,LA,,,,,,,,,
SB23,C00663062,SB23.4289,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,G2024,,2024-11-05,1000.00,,Campaign Contribution,011,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00663062,SB23.4303,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 16032,,COLUMBUS,OH,43216,G2024,,2024-11-04,1000.00,,Campaign Contribution,011,C00779603,CAREY FOR CONGRESS,H2OH15228,CAREY,MIKE,,,,H,OH,15,,,,,,,,
SB23,C00663062,SB23.4301,,,CCM,CLEAVER FOR CONGRESS,,,,,,P.O. BOX 411872,,KANSAS CITY,MO,64141,G2024,,2024-11-05,1000.00,,Campaign Contribution,011,C00395848,CLEAVER FOR CONGRESS,H4MO05234,CLEAVER,EMANUEL,,,II,H,MO,05,,,,,,,,
SB23,C00663062,SB23.4300,,,CCM,DOGGETT FOR CONGRESS,,,,,,PO BOX 5843,,AUSTIN,TX,78763,S2024,Special-Primary,2024-11-06,1000.00,,Campaign Contribution,011,C00286500,DOGGETT FOR CONGRESS,H4TX10028,DOGGETT,LLOYD,,,,H,TX,37,,,,,,,,
SB23,C00663062,SB23.4298,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,G2024,,2024-11-05,1000.00,,Campaign Contribution,011,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS,H8TX07140,FLETCHER,ELIZABETH,,,,H,TX,07,,,,,,,,
SB23,C00663062,SB23.4290,,,CCM,FIRST IN FREEDOM PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,G2024,,2024-11-05,5000.00,,Campaign Contribution,011,C00540146,FIRST IN FREEDOM PAC,H2NC08185,HUDSON,RICHARD,L.,,Jr.,H,NC,09,,,,,,,,
SB23,C00663062,SB23.4302,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 22401,,LOUISVILLE,KY,40252,G2024,,2024-11-04,1000.00,,Campaign Contribution,011,C00445023,GUTHRIE FOR CONGRESS,H8KY02031,GUTHRIE,S. BRETT,,Hon.,,H,KY,02,,,,,,,,
SB23,C00663062,SB23.4304,,,CCM,MARK GREEN FOR CONGRESS,,,,,,PO BOX 331046,,NASHVILLE,TN,37203,G2024,,2024-11-04,1000.00,,Campaign Contribution,011,C00658385,MARK GREEN FOR CONGRESS,H8TN07076,GREEN,MARK,,Dr.,,H,TN,07,,,,,,,,
SB23,C00663062,SB23.4296,,,CCM,MIKE KELLY FOR CONGRESS,,,,,,PO BOX 476,,LYNDORA,PA,16045,G2024,,2024-11-05,1000.00,,Campaign Contribution,011,C00474189,MIKE KELLY FOR CONGRESS,H0PA03271,KELLY,GEORGE,J,,Jr.,H,PA,16,,,,,,,,
SB23,C00663062,SB23.4293,,,CCM,WYDEN FOR SENATE,,,,,,1220 SW MORRISON ST,STE 910,PORTLAND,OR,97205,G2024,,2024-11-05,2500.00,,Campaign Contribution,011,C00308676,WYDEN FOR SENATE,S6OR00110,WYDEN,RONALD,L,,,S,OR,,,,,,,,,
