form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00197103,B851399,,,PTY,American Property Casualty Insurance Assoc. Federal Only PAC,,,,,,8700 West Bryn Mawr Suite 1200S,,Chicago,IL,60631,O2023,Not Applicable,2023-07-24,5000.00,,Contribution,011,C00692806,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B851396,,,PTY,Minnesota DFL House Caucus-Fed Acct,,,,,,255 East Plato Blvd.,,St. Paul,MN,55107,O2023,Not Applicable,2023-07-24,250.00,,Contribution,011,C00361139,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B851395,,,PTY,Minnesota DFL Senate Caucus,,,,,,P.O. Box 7307,,St Paul,MN,55107,O2023,Not Applicable,2023-07-24,500.00,,Contribution,011,C00380352,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B851397,,,PTY,MN House Rep. Campaign Committee (Fed Acct),,,,,,161 St. Anthony Ave Ste 950,,St Paul,MN,55103,O2023,Not Applicable,2023-07-24,500.00,,Contribution,011,C00487678,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B851398,,,PTY,MN House Rep. Campaign Committee (Fed Acct),,,,,,161 St. Anthony Ave Ste 950,,St Paul,MN,55103,O2023,Not Applicable,2023-07-24,250.00,,Contribution,011,C00487678,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B851393,,,PTY,Senate Victory PAC,,,,,,161 St Anthony Ave Ste 902,,St. Paul,MN,55103,O2023,Not Applicable,2023-07-24,500.00,,Contribution,011,C00506410,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B851394,,,PTY,Senate Victory PAC,,,,,,161 St Anthony Ave Ste 902,,St Paul,MN,55103,O2023,Not Applicable,2023-07-24,750.00,,Contribution,011,C00506410,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B860546,,,PTY,Minnesota DFL House Caucus-Fed Acct,,,,,,255 East Plato Blvd.,,St. Paul,MN,55107,O2023,Not Applicable,2023-11-20,250.00,,Contribution,011,C00361139,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B860547,,,PTY,Minnesota DFL Senate Caucus (Fed Acct),,,,,,P.O. Box 7307,,St Paul,MN,55107,O2023,Not Applicable,2023-11-20,500.00,,Contribution,011,C00380352,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B860544,,,PTY,MN House Rep. Campaign Committee (Fed Acct),,,,,,161 St. Anthony Ave Ste 950,,St Paul,MN,55103,O2023,Not Applicable,2023-11-20,1000.00,,Contribution,011,C00487678,,,,,,,,,, ,,,,,,,,
SB23,C00197103,B860545,,,PTY,Senate Victory PAC (Fed Acct),,,,,,161 St Anthony Ave Ste 902,,St Paul,MN,55103,O2023,Not Applicable,2023-11-20,500.00,,Contribution,011,C00506410,,,,,,,,,, ,,,,,,,,
