form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00142315,18591442,,,CCM,Joni For Iowa,,,,,,PO Box 93441,,Des Moines,IA,50393,P2026,,2024-12-15,5000.00,0.00,,011,C00546788,Joni For Iowa,S4IA00129,Ernst,Joni,,Sen.,,S,IA,,,,,,,,,
SB23,C00142315,18591443,,,CCM,Ashley Hinson For Congress,,,,,,PO Box 811,,Marion,IA,52302,P2026,,2024-12-15,2500.00,0.00,,011,C00706267,Ashley Hinson For Congress,H0IA01174,Hinson Arenholz,Ashley,,Rep.,,H,IA,01,,,,,,,,
SB23,C00142315,18591445,,,CCM,Guy For Congress,,,,,,P.O. Box 23177,,Pittsburgh,PA,15222,P2026,,2024-12-15,2500.00,0.00,,011,C00657833,Guy For Congress,H8PA18199,Reschenthaler,Guy,,Rep.,,H,PA,14,,,,,,,,
SB23,C00142315,18591446,,,CCM,Bill Cassidy For Us Senate,,,,,,PO Box 80505,,Baton Rouge,LA,70898,P2026,,2024-12-15,5000.00,0.00,,011,C00543983,Bill Cassidy For Us Senate,S4LA00107,Cassidy,Bill,,Sen.,,S,LA,,,,,,,,,
SB23,C00142315,18591447,,,CCM,Rosen for Nevada,,,,,,PO BOX 27195,,Las Vegas,NV,89126,P2030,,2024-12-15,5000.00,0.00,,011,C00606939,Rosen for Nevada,S8NV00156,,,,,,S,NV,,,,,,,,,
SB23,C00142315,18591448,,,CCM,Friends Of Mark Warner,,,,,,1751 Potomac Greens Drive,,Alexandria,VA,22314,P2026,,2024-12-15,5000.00,0.00,,011,C00438713,Friends Of Mark Warner,S6VA00093,Warner,Mark,,Sen.,,S,VA,,,,,,,,,
SB23,C00142315,18591450,,,CCM,Scott For Congress,,,,,,P. O. Box 251,,Newport News,VA,23607,P2026,,2024-12-15,2500.00,0.00,,011,C00256925,Scott For Congress,H6VA01117,Scott,Bobby,,Rep.,,H,VA,03,,,,,,,,
SB23,C00142315,18591451,,,CCM,Amodei For Nevada,,,,,,503 N Division St,,Carson City,NV,89703,P2026,,2024-12-15,2500.00,0.00,,011,C00496760,Amodei For Nevada,H2NV02395,Amodei,Mark,,Rep.,,H,NV,02,,,,,,,,
SB23,C00142315,18591452,,,CCM,Catherine Cortez Masto For Senate,,,,,,8020 South Rainbow Blvd #100-112,,Las Vegas,NV,89139,P2028,,2024-12-15,5000.00,0.00,,011,C00575548,Catherine Cortez Masto For Senate,S6NV00200,Cortez Masto,Catherine,,Sen.,,S,NV,,,,,,,,,
SB23,C00142315,18591453,,,CCM,Kansans For Marshall,,,,,,PO Box 1588,,Great Bend,KS,67530,P2026,,2024-12-15,5000.00,0.00,,011,C00576173,Kansans For Marshall,S0KS00315,Marshall,Roger,,Rep.,,H,KS,01,,,,,,,,
SB23,C00142315,18591454,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,P2026,,2024-12-15,2500.00,0.00,,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,18,,,,,,,,
SB23,C00142315,18591455,,,CCM,Rob Wittman For Congress,,,,,,PO Box 427,,Alexandria,VA,22313,P2026,,2024-12-15,2500.00,0.00,,011,C00441014,Rob Wittman For Congress,H8VA01147,Wittman,Rob,,Rep.,PhD,H,VA,01,,,,,,,,
SB23,C00142315,18591456,,,CCM,Cindy Hyde-Smith For Us Senate,,,,,,PO Box 2930,,Jackson,MS,39207,P2026,,2024-12-15,5000.00,0.00,,011,C00675348,Cindy Hyde-Smith For Us Senate,S8MS00261,Hyde-Smith,Cindy,,Sen.,,S,MS,,,,,,,,,
