form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00351635,SB29.10937,,,CCM,Abrams for Ohio,,,,,,92 Fawn Drive,"Jennifer Best, Treasurer","Harrison,",OH,45030,P2024,,2023-06-07,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10945,,,CCM,Citizens to Elect Allison Russo,,,,,,545 E. Town Street,"Alison Petty, Treasurer",Columubus,OH,43215,P2024,,2023-06-20,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10944,,,CCM,Dave Yost for Ohio,,,,,,4679 Winterset Drive,"J. Matthew Yuskewich, Treasurer",Columbus,OH,43220,P2026,,2023-06-27,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10936,,,CCM,Elect Ilene Shapiro,,,,,,100 Westover Drive,"Colton W. West, Treasurer",Akron,OH,44313,P2024,,2023-06-20,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10949,,,CCM,Friends of Nickie J. Antonio,,,,,,1305 Belle Ave,"Jean Kosmac, Treasurer",Lakewood,OH,44107,P2026,,2023-06-15,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10943,,,CCM,Friends of Susan Manchester,,,,,,2168 Sutter Parkway,"Jennifer Best, Treasurer",Dublin,OH,43016,P2024,,2023-06-21,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10947,,,CCM,Kevin L. Boyce Committee,,,,,,545 E. Town Street,"Corey Colombo, Treasurer",Columbus,OH,43215,P2024,,2023-06-07,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10940,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Drive,"J. Yuskewich, Treasurer",Columbus,OH,43220,P2024,,2023-06-07,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10941,,,CCM,Nathan Manning for Ohio,,,,,,7064 Avon Belden Road,"Sharon Martin, Treasurer",North Ridgeville,OH,44039,P2026,,2023-06-20,600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10946,,,CCM,Neighbors for Justin Bibb,,,,,,545 E. Town Street,"Bridgette Tupes, Treasurer",Columbus,OH,43215,P2026,,2023-06-08,7500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10948,,,PAC,OLBC - Political Action Fund,,,,,,545 E. Town Street,"Terrence Upchurch, Treasurer",Columbus,OH,43215,,,2023-06-20,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10938,,,CCM,Sharon Ray for Representative,,,,,,283 Stratford Ave.,"Terri Whitlam, Treasurer",Wadsworth,OH,44281,P2024,,2023-06-07,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.10942,,,CCM,Wilkin for Ohio,,,,,,4151 E. Danville Road,"Christopher Lewis, Treasurer",Hillsboro,OH,45133,P2026,,2023-06-20,750.00,,,,,,,,,,,,,,,,,,,,,,
