form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00309567,B-1009885,,,ORG,"8x8, Inc.",,,,,,810 W Maude Ave,,Sunnyvale,CA,94085,,,2023-07-03,48.01,,Telephone,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1010292,,,ORG,"8x8, Inc.",,,,,,810 W Maude Ave,,Sunnyvale,CA,94085,,,2023-07-31,48.02,,Telephone,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1010802,,,ORG,"8x8, Inc.",,,,,,810 W Maude Ave,,Sunnyvale,CA,94085,,,2023-08-31,48.02,,Telephone,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1011294,,,ORG,"8x8, Inc.",,,,,,810 W Maude Ave,,Sunnyvale,CA,94085,,,2023-10-02,48.02,,Telephone,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1011738,,,ORG,"8x8, Inc.",,,,,,810 W Maude Ave,,Sunnyvale,CA,94085,,,2023-10-31,48.20,,Telephone,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1012191,,,ORG,"8x8, Inc.",,,,,,810 W Maude Ave,,Sunnyvale,CA,94085,,,2023-12-01,48.01,,Telephone,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1011619,,,ORG,Accident Fund (FKA Berkley Net Associated Risk),,,,,,40767,,Lansing,MI,489017967,,,2023-10-25,156.00,,Insurance,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1011472,,,ORG,Adobe Systems Inc,,,,,,345 Park Ave,,San Jose,CA,951102704,,,2023-10-12,15.00,,Web Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1009911,,,ORG,Agorapulse,,,,,,181 Fremont Street,,San Francisco,CA,94105,,,2023-07-05,224.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1009916,,,ORG,Agorapulse,,,,,,181 Fremont Street,,San Francisco,CA,94105,,,2023-07-05,6.72,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1010386,,,ORG,Agorapulse,,,,,,181 Fremont Street,,San Francisco,CA,94105,,,2023-08-07,224.00,,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00309567,B-1010395,,,ORG,Agorapulse,,,,,,181 Fremont Street,,San Francisco,CA,94105,,,2023-08-07,6.72,,Software,001,,,,,,,,,,,,,,,,,,,
