form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00024521,17526796,,,CCM,Baccam For Iowa,,,,,,2813 Virginia Pl,,Des Moines,IA,50321,P2024,,2024-05-01,2500.00,0.00,Primary 2024 / HOUSE,011,C00856021,Baccam For Iowa,H4IA03172,Baccam,Lanon,,Mr.,,H,IA,03,,,,,,,,Primary 2024 / HOUSE
SB23,C00024521,17526798,,,CCM,Hertel for Michigan,,,,,,PO BOX 16037,,LANSING,MI,48901,P2024,,2024-05-01,2500.00,0.00,Primary 2024 / HOUSE,011,C00844480,Hertel for Michigan,H4MI07210,Hertel,Curtis,,,Jr,H,MI,07,,,,,,,,Primary 2024 / HOUSE
SB23,C00024521,17526799,,,CCM,Vargas For Congress,,,,,,713 Caniglia Plaza,,Omaha,NE,68108,P2024,,2024-05-01,2500.00,0.00,Primary 2024 / HOUSE,011,C00784371,Vargas For Congress,H2NE02132,Vargas,Tony,,Sen.,,H,NE,02,,,,,,,,Primary 2024 / HOUSE
SB23,C00024521,17526800,,,CCM,GILLEN FOR NY,,,,,,PO BOX 33079,,Washington,DC,20036,P2024,,2024-05-01,2500.00,0.00,Primary 2024 / HOUSE,011,C00840165,GILLEN FOR NY,H4NY04158,Gillen,Laura,,,,H,NY,04,,,,,,,,Primary 2024 / HOUSE
SB23,C00024521,17526801,,,CCM,Mondaire For Congress,,,,,,122 C St Nw,Suite 360,Washington,NY,20001,P2024,,2024-05-01,2500.00,0.00,Primary 2024 / HOUSE,011,C00711150,Mondaire For Congress,H0NY17174,Jones,Mondaire,,Rep.,,H,NY,17,,,,,,,,Primary 2024 / HOUSE
SB23,C00024521,17526802,,,CCM,Josh Riley For Congress,,,,,,213 Tioga Street,PO Box 6806,Ithaca,NY,14851,P2024,,2024-05-01,2500.00,0.00,Primary 2024 / HOUSE,011,C00793760,Josh Riley For Congress,H8NY22177,Riley,Joshua,,Mr.,,H,NY,19,,,,,,,,Primary 2024 / HOUSE
SB23,C00024521,17526803,,,CCM,Michelle Vallejo For Congress,,,,,,PO Box 1265,,Mission,TX,78573,G2024,,2024-05-01,2500.00,0.00,General 2024 / HOUSE,011,C00797217,Michelle Vallejo For Congress,H2TX15203,Vallejo,Michelle,,Ms.,,H,TX,15,,,,,,,,General 2024 / HOUSE
SB23,C00024521,17526805,,,CCM,Will Rollins For Congress,,,,,,301 N Palm Canyon Dr,Ste 103 - #194,Palm Springs,CA,92262,G2024,,2024-05-01,2500.00,0.00,General 2024 / HOUSE,011,C00792507,Will Rollins For Congress,H2CA42205,Rollins,Will,,Mr.,,H,CA,41,,,,,,,,General 2024 / HOUSE
SB23,C00024521,17526806,,,CCM,Derek Tran For Congress,,,,,,"10441 Stanford Avenue, #395",,Garden Grove,CA,92842,G2024,,2024-05-01,5000.00,0.00,General 2024 / HOUSE,011,C00851790,Derek Tran For Congress,H4CA45170,Tran,Derek,,Mr.,,H,CA,45,,,,,,,,General 2024 / HOUSE
SB23,C00024521,17526807,,,CCM,Adam For Colorado,,,,,,PO Box 371,,Woody Creek,CO,81656,G2024,,2024-05-01,2500.00,0.00,General 2024 / HOUSE,011,C00805275,Adam For Colorado,H2CO03351,Frisch,Adam,,Mr.,,H,CO,03,,,,,,,,General 2024 / HOUSE
