form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00567388,SB23.6874,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION ST,,CARSON CITY,NV,89703,G2020,,2024-09-18,1000.00,,,,C00496760,AMODEI FOR NEVADA,H2NV02395,AMODEI,MARK EUGENE,,,,H,NV,02,,,,,,,,
SB23,C00567388,SB23.6818,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,G2024,,2024-09-30,1000.00,,,,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00567388,SB23.6821,,,CCM,CALVERT FOR CONGRESS,,,,,,7942 W BELL ROAD-C5,PMB 488,GLENDALE,AZ,85308,G2024,,2024-09-06,1000.00,,,,C00356105,CALVERT FOR CONGRESS,H2CA37023,CALVERT,KEN,,,,H,CA,41,,,,,,,,
SB23,C00567388,SB23.6789,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,G2024,,2024-09-30,1000.00,,,,C00632828,CLAUDIA TENNEY FOR CONGRESS,H4NY22051,TENNEY,CLAUDIA,,,,H,NY,24,,,,,,,,
SB23,C00567388,SB23.6788,,,CCM,CLIFF BENTZ FOR CONGRESS,,,,,,660 MORGAN AVE,,ONTARIO,OR,97914,G2024,,2024-09-03,1000.00,,,,C00725465,CLIFF BENTZ FOR CONGRESS,H0OR02127,BENTZ,CLIFF,,,,H,OR,02,,,,,,,,
SB23,C00567388,SB23.6810,,,CCM,CLOUD FOR CONGRESS,,,,,,PO BOX 7027,,VICTORIA,TX,77903,G2024,,2024-09-30,1000.00,,,,C00655332,CLOUD FOR CONGRESS,H8TX27049,CLOUD,MICHAEL,,,,H,TX,27,,,,,,,,
SB23,C00567388,SB23.6813,,,CAN,,CRENSHAW,DANIEL,,,,PO BOX 430965,,HOUSTON,GA,77243,G2024,,2024-09-30,2500.00,,,,,,H8TX02166,CRENSHAW,DANIEL,,,,H,TX,02,,,,,,,,
SB23,C00567388,SB23.6803,,,CCM,DARRELL ISSA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE SUITE 150,,IRVINE,CA,92618,G2020,,2024-09-30,1000.00,,,,C00721332,DARRELL ISSA FOR CONGRESS,H0CA48024,ISSA,DARRELL,,,,H,CA,48,,,,,,,,
SB23,C00567388,SB23.6835,,,CCM,DWIGHT EVANS FOR CONGRESS,,,,,,PO BOX 6578,,PHILADELPHIA,PA,19138,G2020,,2024-09-13,1000.00,,,,C00591065,DWIGHT EVANS FOR CONGRESS,H6PA02171,EVANS,DWIGHT,,,,H,PA,03,,,,,,,,
SB23,C00567388,SB23.6792,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,G2024,,2024-09-30,2500.00,,,,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS,H8TX07140,FLETCHER,ELIZABETH,,,,H,TX,07,,,,,,,,
SB23,C00567388,SB23.6829,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,G2024,,2024-09-13,1000.00,,,,C00527457,FRIENDS OF DAVE JOYCE,H2OH14064,JOYCE,DAVID P.,,,,H,OH,14,,,,,,,,
SB23,C00567388,SB23.6785,,,CCM,FRIENDS OF JIM CLYBURN,,,,,,POST OFFICE BOX 12567,,COLUMBIA,SC,29211,G2024,,2024-09-30,5000.00,,,,C00255562,FRIENDS OF JIM CLYBURN,H2SC02042,CLYBURN,JAMES E.,,,,H,SC,06,,,,,,,,
SB23,C00567388,SB23.6780,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,G2024,,2024-09-30,5000.00,,,,C00436386,FRIENDS OF JOHN BARRASSO,S6WY00068,BARRASSO,JOHN A,,,,S,WY,00,,,,,,,,
SB23,C00567388,SB23.6807,,,CCM,FRIENDS OF MICHAEL GUEST,,,,,,POST OFFICE BOX 470,,BRANDON,MS,39043,G2024,,2024-09-30,1000.00,,,,C00665752,FRIENDS OF MICHAEL GUEST,H8MS03125,GUEST,MICHAEL PATRICK,,,,H,MS,03,,,,,,,,
SB23,C00567388,SB23.6864,,,CCM,HAGEMAN FOR WYOMING,,,,,,P.O. BOX 4157,,CHEYENNE,WY,82003,G2024,,2024-09-03,1000.00,,,,C00788943,HAGEMAN FOR WYOMING,H2WY00166,HAGEMAN,HARRIET,,,,H,WY,00,,,,,,,,
SB23,C00567388,SB23.6842,,,CCM,HAL ROGERS FOR CONGRESS,,,,,,P.O. BOX 1214,,SOMERSET,KY,42502,G2024,,2024-09-13,1000.00,,,,C00116632,HAL ROGERS FOR CONGRESS,H0KY05015,ROGERS,HAROLD DALLAS,,,,H,KY,05,,,,,,,,
SB23,C00567388,SB23.6784,,,CCM,HOYER FOR CONGRESS,,,,,,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,20005,G2024,,2024-09-30,2500.00,,,,C00140715,HOYER FOR CONGRESS,H2MD05155,HOYER,STENY,,,,H,MD,05,,,,,,,,
SB23,C00567388,SB23.6776,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,G2024,,2024-09-30,5000.00,,,,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON T,,,,H,MO,08,,,,,,,,
SB23,C00567388,SB23.6779,,,CCM,JIM JORDAN FOR CONGRESS,,,,,,PO BOX 355,,DELAWARE,OH,43015,G2024,,2024-09-30,5000.00,,,,C00416594,JIM JORDAN FOR CONGRESS,H6OH04082,JORDAN,JAMES D.,,,,H,OH,04,,,,,,,,
SB23,C00567388,SB23.6795,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO BOX 103,,CARMEL VALLEY,CA,93924,G2024,,2024-09-30,1000.00,,,,C00592154,JIMMY PANETTA FOR CONGRESS,H6CA20152,PANETTA,JIMMY,,,,H,CA,19,,,,,,,,
SB23,C00567388,SB23.6858,,,CCM,KEVIN KILEY FOR CONGRESS,,,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,G2024,,2024-09-30,1000.00,,,,C00801985,KEVIN KILEY FOR CONGRESS,H2CA03157,KILEY,KEVIN,,,,H,CA,03,,,,,,,,
SB23,C00567388,SB23.6849,,,CCM,LANCE GOODEN FOR CONGRESS COMMITTEE,,,,,,PO BOX 2125,,TERRELL,TX,75160,G2024,,2024-09-06,1000.00,,,,C00662601,LANCE GOODEN FOR CONGRESS COMMITTEE,H8TX05144,GOODEN,LANCE,,,,H,TX,05,,,,,,,,
SB23,C00567388,SB23.6787,,,CCM,LOFGREN FOR CONGRESS,,,,,,"C/O CONTRIBUTION SOLUTIONS, LLC","1346 THE ALAMEDA, STE. 7-380",SAN JOSE,CA,95126,G2024,,2024-09-30,1000.00,,,,C00289603,LOFGREN FOR CONGRESS,H4CA16049,LOFGREN,ZOE,,,,H,CA,19,,,,,,,,
SB23,C00567388,SB23.6793,,,CCM,MAD 4 PA PAC,,,,,,P.O. BOX 444,,GLENSIDE,PA,19038,G2024,,2024-09-30,1000.00,,,,C00670844,MAD 4 PA PAC,H8PA04116,DEAN,MADELEINE,,,,H,PA,04,,,,,,,,
SB23,C00567388,SB23.6786,,,CCM,MATSUI FOR CONGRESS,,,,,,PO BOX 1738,,SACRAMENTO,CA,95812,G2024,,2024-09-30,5000.00,,,,C00409219,MATSUI FOR CONGRESS,H6CA05195,MATSUI,DORIS,,,,H,CA,06,,,,,,,,
SB23,C00567388,SB23.6815,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,G2024,,2024-09-30,1000.00,,,,C00704981,MICHELLE STEEL FOR CONGRESS,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,,,,,,,,
SB23,C00567388,SB23.6832,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,G2024,,2024-09-13,1000.00,,,,C00701102,MIKE GARCIA FOR CONGRESS,H0CA25105,GARCIA,MICHAEL,,,,H,CA,27,,,,,,,,
SB23,C00567388,SB23.6855,,,CCM,MIKE THOMPSON FOR CONGRESS,,,,,,5445 MADISON AVENUE,,SACRAMENTO,CA,95841,G2024,,2024-09-30,1000.00,,,,C00326363,MIKE THOMPSON FOR CONGRESS,H8CA01109,THOMPSON,MIKE MR.,,,,H,CA,04,,,,,,,,
SB23,C00567388,SB23.6852,,,CCM,MOOLENAAR FOR CONGRESS,,,,,,5915 EASTMAN AVENUE,SUITE 100,MIDLAND,MI,48640,G2024,,2024-09-06,1000.00,,,,C00561530,MOOLENAAR FOR CONGRESS,H4MI04126,MOOLENAAR,JOHN MR.,,,,H,MI,02,,,,,,,,
SB23,C00567388,SB23.6783,,,CCM,NANCY PELOSI FOR CONGRESS,,,,,,"700 13TH STREET, NW",SUITE 600,WASHINGTON,DC,20005,G2024,,2024-09-30,2500.00,,,,C00213512,NANCY PELOSI FOR CONGRESS,H8CA05035,PELOSI,NANCY,,,,H,CA,12,,,,,,,,
SB23,C00567388,SB23.6804,,,CCM,NEHLS FOR CONGRESS,,,,,,15500 VOSS RD,STE 518,SUGAR LAND,TX,77498,G2024,,2024-09-30,1000.00,,,,C00730150,NEHLS FOR CONGRESS,H0TX22302,NEHLS,TROY,,,,H,TX,22,,,,,,,,
SB23,C00567388,SB23.6781,,,CCM,REPUBLICAN PARTY OF TEXAS,,,,,,PO BOX 2206,,AUSTIN,TX,78768,G2024,,2024-09-30,5000.00,,,,C00143743,REPUBLICAN PARTY OF TEXAS,S2TX00312,CRUZ,RAFAEL EDWARD TED,,,,S,TX,00,,,,,,,,
SB23,C00567388,SB23.6861,,,CCM,RON ESTES FOR CONGRESS,,,,,,PO BOX 782952,,WICHITA,KS,67278,G2024,,2024-09-05,1000.00,,,,C00632067,RON ESTES FOR CONGRESS,H8KS04112,ESTES,RON,,,,H,KS,04,,,,,,,,
SB23,C00567388,SB23.6798,,,CAN,,SCANLON,MARY GAY,,,,PO BOX 263,,SWARTHMORE,PA,19081,G2024,,2024-09-30,1000.00,,,,,,H0LA01087,SCALISE,STEVE MR,,,,H,LA,01,,,,,,,,
SB23,C00567388,SB23.6773,,,CCM,SMUCKER FOR CONGRESS,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,G2024,,2024-09-04,1000.00,,,,C00599464,SMUCKER FOR CONGRESS,H6PA16320,SMUCKER,LLOYD K.,,,,H,PA,11,,,,,,,,
SB23,C00567388,SB23.6826,,,CCM,STAND WITH SANCHEZ,,,,,,PO BOX 4006,,WHITTIER,CA,90607,G2024,,2024-09-06,1000.00,,,,C00384057,STAND WITH SANCHEZ,H2CA39078,SANCHEZ,LINDA,,,,H,CA,38,,,,,,,,
SB23,C00567388,SB23.6848,,,CCM,TED LIEU FOR CONGRESS,,,,,,777 S. FIGUEROA ST.,SUITE 4050,LOS ANGELES,CA,90017,G2024,,2024-09-10,1000.00,,,,C00556506,TED LIEU FOR CONGRESS,H4CA33119,LIEU,TED,,,,H,CA,33,,,,,,,,
SB23,C00567388,SB23.6839,,,CCM,VAN DREW FOR CONGRESS,,,,,,PO BOX 671,,CAPE MAY COURT HOU,NJ,08210,G2024,,2024-09-13,1000.00,,,,C00661868,VAN DREW FOR CONGRESS,H8NJ02166,VAN DREW,JEFF MR,,,,H,NJ,02,,,,,,,,
SB23,C00567388,SB23.6867,,,CCM,VERONICA ESCOBAR FOR CONGRESS,,,,,,PO BOX 3961,,EL PASO,TX,79923,G2024,,2024-09-03,1000.00,,,,C00653923,VERONICA ESCOBAR FOR CONGRESS,H8TX16109,ESCOBAR,VERONICA,,,,H,TX,16,,,,,,,,
SB23,C00567388,SB23.6800,,,CCM,WEBER FOR CONGRESS,,,,,,"133 N FRIENDSWOOD DR, #353",,FRIENDSWOOD,TX,77546,G2024,,2024-09-30,2500.00,,,,C00502229,WEBER FOR CONGRESS,H2TX14149,WEBER,RANDY,,,,H,TX,14,,,,,,,,
