form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00630012,500112575,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-04-26,19.25,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500112576,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-04-26,22.21,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500112577,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-04-26,22.21,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500112578,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-04-26,22.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500112579,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-04-05,22.64,0.00,Processing Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500112580,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-04-05,5.68,0.00,Processing Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500112602,,,ORG,Bill.Com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2024-04-13,42.38,0.00,Bill payment software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500112488,,,ORG,Blue Revolution LLC,,,,,,43 Kingston St,# 1,Somerville,MA,021442722,,,2024-04-30,63.13,0.00,Fundraising Consulting,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500112581,,,ORG,Canva Pty Ltd,,,,,,2/2 Lacey Street,,Surry Hills NSW 2010 Australia,ZZ,00000,,,2024-04-28,12.99,0.00,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500112583,,,ORG,D.C. Treasurer,,,,,,1275 K St NW,Ste 600,Washington,DC,200054064,,,2024-04-10,29.75,0.00,Fee Payment,001,,,,,,,,,,,,,,,,,,,
