form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00400424,SB23.10705,,,CAN,,BARRASSO,JOHN A,,,,PO BOX 52008,,CASPER,WY,82605,G2024,,2024-07-05,1000.00,,Contribution,011,C00436386,FRIENDS OF JOHN BARRASSO,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10713,,,PAC,BRITT SENATE VICTORY,,,,,,421 OFFICE PARK DR,,MOUNTAIN BROOK,AL,35223,G2024,,2024-09-26,5000.00,,Contribution,011,C00886440,BRITT SENATE VICTORY,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10714,,,CAN,,COLE,TOM,,,,PO BOX 722256,,NORMAN,OK,73070,G2024,,2024-09-26,2500.00,,Contribution,011,C00379735,COLE FOR CONGRESS,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10703,,,CAN,,Crapo,Michael,,,,25 E Masonic View Avenue,,Alexandria,VA,22301,G2024,,2024-07-05,1000.00,,Contribution,011,C00649574,CRAPO VICTORY COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10712,,,CAN,,FLEISCHMANN,CHARLES J,,,,8714 RAMBLING ROSE DRIVE,,OOLTEWAH,TN,37363,G2024,,2024-09-26,5000.00,,Contribution,011,C00461822,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10697,,,CAN,,HAGERTY,BILL,,,,4515 HARDING PIKE,STE 110,NASHVILLE,TN,37205,G2024,,2024-08-16,3000.00,,Contribution,011,C00788448,TEAM HAGERTY VICTORY,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10704,,,PAC,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,G2024,,2024-07-05,1000.00,,Contribution,011,C00409003,HEARTLAND VALUES PAC,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10706,,,PAC,"JEFFRIES, HAKEEM",,,,,,910 17TH ST NW,STE 925,WASHINGTON,DC,20006,G2024,,2024-07-17,3000.00,,Contribution,011,C00436386,FRIENDS OF JOHN BARRASSO,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10698,,,PAC,"LETLOW, JULIA",,,,,,562 WEBB HILL RD,,OAK RIDGE,LA,71264,G2024,,2024-08-23,1000.00,,Contribution,011,C00816058,LETLOW VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10715,,,CAN,,ROGERS,MICHAEL,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,G2022,,2024-09-27,-5000.00,,Void Check,011,C00367862,MIKE ROGERS FOR CONGRESS,,,,,,,H,AL,03,,,,,,,,
SB23,C00400424,SB23.10696,,,PAC,"SMITH, D. ADAM",,,,,,PO BOX 578,,RENTON,WA,98057,G2024,,2024-08-16,2000.00,,Contribution,011,C00304709,ADAM SMITH FOR CONGRESS COMMITTEE,,,,,,,,,,,,,,,,,
