form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00345306,500122668,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-02-28,1500.00,0.00,Contribution,011,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00345306,500122669,,,CCM,Eric Sorensen for Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-02-28,1500.00,0.00,Contribution,011,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
SB23,C00345306,500122667,,,CCM,Garbarino for Congress,,,,,,PO Box 101,,Bayport,NY,117050101,G2024,,2024-02-28,1000.00,0.00,Contribution,011,C00729954,,,Garbarino,Andrew,,,,H,NY,02,,,,,,,,
SB23,C00345306,500122672,,,CCM,Haley Stevens for Congress,,,,,,33717 Woodward Ave,# 539,Birmingham,MI,480090913,P2024,,2024-02-28,1500.00,0.00,Contribution,011,C00638650,,,Stevens,Haley,,,,H,MI,11,,,,,,,,
SB23,C00345306,500122670,,,CCM,Jamie Raskin for Congress,,,,,,PO Box 5418,,Takoma Park,MD,209135418,P2024,,2024-02-28,2500.00,0.00,Contribution,011,C00575126,,,Raskin,Jamie,,,,H,MD,08,,,,,,,,
SB23,C00345306,500122676,,,CCM,Larson For Congress,,,,,,PO Box 261172,,Hartford,CT,061261172,C2024,Convention,2024-02-28,1500.00,0.00,Contribution,011,C00330142,,,Larson,John,B.,Rep.,,H,CT,01,,,,,,,,
SB23,C00345306,500122677,,,CCM,Larson For Congress,,,,,,PO Box 261172,,Hartford,CT,061261172,G2024,,2024-02-28,1000.00,0.00,Contribution,011,C00330142,,,Larson,John,B.,Rep.,,H,CT,01,,,,,,,,
SB23,C00345306,500122675,,,CCM,Lori Trahan for Congress Committee,,,,,,PO Box 1161,,Lowell,MA,018531161,G2024,,2024-02-28,2500.00,0.00,Contribution,011,C00655647,,,Trahan,Lori,,,,H,MA,03,,,,,,,,
SB23,C00345306,500122665,,,CCM,Marc for US Inc,,,,,,PO Box 219,,Leeds,NY,124510219,G2024,,2024-02-28,1500.00,0.00,Contribution,011,C00789586,,,Molinaro,Marcus,J,,,H,NY,19,,,,,,,,
SB23,C00345306,500122671,,,CCM,Mark DeSaulnier for Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,P2024,,2024-02-28,1000.00,0.00,Contribution,011,C00554709,,,DeSaulnier,Mark,,,,H,CA,10,,,,,,,,
SB23,C00345306,500122673,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2024-02-28,1500.00,0.00,Contribution,011,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,,
SB23,C00345306,500122674,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2024-02-28,1000.00,0.00,Contribution,011,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00345306,500122666,,,CCM,Stephen Lynch For Congress,,,,,,169 W 8th St,,South Boston,MA,021272806,G2024,,2024-02-28,2500.00,0.00,Contribution,011,C00366948,,,Lynch,Stephen,F.,,,H,MA,08,,,,,,,,
