form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00236034,SB29.7035,,,CCM,Ballard for Nebraska,,,,,,6801 NW 2nd Street,,Lincoln,NE,68521,G2024,,2024-08-28,1250.00,,Political Contribution,011,,,,,,,,,,NE,21,,,,,,,,
SB29,C00236034,SB29.7023,,,CCM,Bob Andersen for Legislature,,,,,,9826 Giles Road,Unit C,La Vista,NE,68128,G2024,,2024-07-11,500.00,,Political Contribution,011,,,,,,,,,,NE,49,,,,,,,,
SB29,C00236034,SB29.7041,,,CCM,Bob Hallstrom for Legislature,,,,,,591 S 32nd Road,,Syracuse,NE,68446,G2024,,2024-09-13,500.00,,Political Contribution,011,,,,,,,,,,NE,01,,,,,,,,
SB29,C00236034,SB29.7025,,,CCM,Bosn for Legislature,,,,,,5110 S 90th Street,,Lincoln,NE,68526,G2024,,2024-07-11,250.00,,Political Contribution,011,,,,,,,,,,NE,25,,,,,,,,
SB29,C00236034,SB29.7034,,,CCM,Bosn for Legislature,,,,,,5110 S 90th Street,,Lincoln,NE,68526,G2024,,2024-08-28,1250.00,,Political Contribution,011,,,,,,,,,,NE,25,,,,,,,,
SB29,C00236034,SB29.7032,,,CCM,Building Omaha's Future,,,,,,409 S 17th Street,#500,Omaha,NE,68102,G2024,,2024-08-28,5000.00,,Political Contribution,011,,,,,,,,,,NE,,,,,,,,,
SB29,C00236034,SB29.7007,,,CCM,Jean Stothert for Omaha,,,,,,PO Box 241794,,Omaha,NE,68124,P2025,,2024-07-03,5000.00,,Political Contribution,011,,,,,,,,,,NE,,,,,,,,,
SB29,C00236034,SB29.7082,,,CCM,Judicial Fairness PAC,,,,,,919 Congress Ave,Ste455,Austin,TX,78701,G2024,,2024-09-27,10000.00,,Political Contribution,011,,,,,,,,,,TX,,,,,,,,,
SB29,C00236034,SB29.7080,,,CCM,Katy Boatman Campaign,,,,,,1347 Lamonte Lane,,Houston,TX,77018,G2024,,2024-09-27,5000.00,,Political Contribution,011,,,,,,,,,,TX,,,,,,,,,
SB29,C00236034,SB29.7028,,,CCM,Nick Batter for Nebraska,,,,,,10576 Calhoun Road,,Omaha,NE,68112,G2024,,2024-08-15,1000.00,,Political Contribution,011,,,,,,,,,,NE,13,,,,,,,,
SB29,C00236034,SB29.7039,,,CCM,Sorrentino for Nebraska,,,,,,5040 S 225th Plaza,,Elkhorn,NE,68022,G2024,,2024-09-13,500.00,,Political Contribution,011,,,,,,,,,,NE,39,,,,,,,,
