form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00714527,500231803,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-10-20,1.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00714527,500231808,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-11-05,39.50,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00714527,500231810,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-11-24,1.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00714527,500231802,,,ORG,Bank Of America,,,,,,3601 Stone Way N,,Seattle,WA,981038003,,,2024-10-25,30.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00714527,500231806,,,ORG,Bank Of America,,,,,,3601 Stone Way N,,Seattle,WA,981038003,,,2024-10-31,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00714527,500231807,,,ORG,Bank Of America,,,,,,3601 Stone Way N,,Seattle,WA,981038003,,,2024-11-04,30.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00714527,500231813,,,ORG,Constellation Brands US,,,,,,235 N Bloomfield Rd,,Canandaigua,NY,144241059,,,2024-10-30,500.00,0.00,Site Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00714527,500231811,,,PTY,DCCC,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-10-25,505.18,0.00,Travel,,C00000935,,,,,,,,,,,,,,,,,,
SB21B,C00714527,500231805,,,ORG,"NGP Van, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-10-25,331.05,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00714527,500231809,,,ORG,"NGP Van, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-11-05,331.05,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
