form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00153577,B839435,,,PAC,Illinois Insurance Association PAC,,,,,,217 E. Monroe St. Suite 110,,Springfield,IL,62701,O2023,Not Applicable,2023-02-02,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00153577,B826751,,,CCM,Friends of John Curran,,,,,,473 S. Argyle Ave. Suite 1B,,Elmhurst,IL,60126,G2022,,2023-03-06,-500.00,,G-2022 State Senate 41 IL,011,,,,Curran,John,,,,S,IL,41,,,,,,,,Voided: Original check dated 08/25/22
SB29,C00153577,B835051,,,CCM,Citizens for Emil Jones,,,,,,11357 South Lowe Street,,Chicago,IL,60628,G2022,,2023-03-08,-500.00,,G-2022 State Senate 14 IL,011,,,,Jones,Emil,,,,S,IL,14,,,,,,,,Voided: Original check dated 10/24/22
SB29,C00153577,B835049,,,CCM,Friends of Elgie Sims,,,,,,8142A S. Prarie Park Place,,Chicago,IL,60619,G2022,,2023-04-26,-500.00,,G-2022 State Senate 17 IL,011,,,,Sims,Elgie,R,,Jr.,S,IL,17,,,,,,,,Voided: Original check dated 10/24/22
SB29,C00153577,B839437,,,PAC,Insurance Political Action Committee,,,,,,115 W. Washington St Ste 995 South,,Indianapolis,IN,46204,O2023,Not Applicable,2023-02-02,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00153577,B820418,,,CCM,Luke Clippinger for Delegate,,,,,,P.O. Box 6311,,Baltimore,MD,21230,O2022,Election Cycle,2023-03-08,-500.00,,O-2022 State House 46 MD,011,,,,Clippinger,Luke,,,,H,MD,46,,,,,,,,Voided: Original check dated 06/08/22
SB29,C00153577,B820436,,,CCM,Will Smith for Maryland,,,,,,319 Waterford Road,,Silver Spring,MD,20901,O2022,Election Cycle,2023-03-08,-500.00,,O-2022 State Senate 20 MD,011,,,,Smith,Will,,,,S,MD,20,,,,,,,,Voided: Original check dated 06/08/22
SB29,C00153577,B845997,,,CCM,Friends of Pam Beidle,,,,,,PO Box 397,,Linthicum,MD,21090,O2026,Election Cycle,2023-05-03,500.00,,O-2026 State Senate 32 MD,011,,,,Beidle,Pam,,,,S,MD,32,,,,,,,,
SB29,C00153577,B848992,,,CCM,Citizens for Antonio L. Hayes,,,,,,P.O. Box 22417,,Baltimore,MD,21203,O2026,Election Cycle,2023-06-13,500.00,,O-2026 State Senate 40 MD,011,,,,Hayes,Antonio,,,,S,MD,40,,,,,,,,
SB29,C00153577,B833476,,,CCM,Wesley Meredith for Senate,,,,,,P.O. Box 27398,,Fayetteville,NC,28314,G2022,,2023-01-18,-500.00,,G-2022 State Senate 19 NC,011,,,,Meredith,Wesley,,,,S,NC,19,,,,,,,,Voided: Original check dated 10/13/22
SB29,C00153577,B813744,,,CCM,Committee to Elect Vickie Sawyer,,,,,,337 Whippoorwill Road,,Mooresville,NC,28117,P2022,,2023-03-08,-1000.00,,P-2022 State Senate 37 NC,011,,,,Sawyer,Vickie,,,,S,NC,37,,,,,,,,Voided: Original check dated 03/21/22
SB29,C00153577,B839264,,,PAC,NYIAPAC (NY Insurance Assn PAC),,,,,,130 Washington Ave,,Albany,NY,12210,O2023,Not Applicable,2023-01-26,1000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00153577,B839434,,,PAC,Ohio Insurance Institute PAC (OIIPAC),,,,,,172 E. State Street,,Columbus,OH,43215,O2023,Not Applicable,2023-02-02,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00153577,B845739,,,CCM,Friends of Dontavius Jarrells,,,,,,222 East Town Street Suite 2W,,Columbus,OH,43215,P2024,,2023-04-26,500.00,,P-2024 State House 01 OH,011,,,,Jarrells,Dontavius,,,,H,OH,01,,,,,,,,
SB29,C00153577,B828371,,,CCM,Friends of Karen Camper,,,,,,4229 Oxford Park Dr.,,Memphis,TN,38116,G2022,,2023-03-08,-500.00,,G-2022 State House 87 TN,011,,,,Camper,Karen,,,,H,TN,87,,,,,,,,Voided: Original check dated 09/14/22
SB29,C00153577,B845407,,,PAC,PAC of the Professional Insurance Agents Association of Virginia and DC,,,,,,1059 Technology Park Drive,,Glen Allen,VA,23059,O2023,Not Applicable,2023-04-18,2500.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00153577,B845406,,,CCM,Harter for Virginia,,,,,,7305 Hancock Village Drive #205,,Chesterfield,VA,23832,P2023,,2023-04-18,500.00,,P-2023 State House 73 VA,011,,,,Harter,Ryan,,,,H,VA,73,,,,,,,,
SB29,C00153577,B845408,,,CCM,Friends of Bryce Reeves,,,,,,8627 Fleetwood Drive,,Spotsylvania,VA,22551,P2023,,2023-04-18,750.00,,P-2023 State Senate 28 VA,011,,,,Reeves,Bryce,,,,S,VA,28,,,,,,,,
SB29,C00153577,B845740,,,CCM,Harter for Virginia,,,,,,7305 Hancock Village Drive #205,,Chesterfield,VA,23832,P2023,,2023-04-26,500.00,,P-2023 State House 73 VA,011,,,,Harter,Ryan,,,,H,VA,73,,,,,,,,
SB29,C00153577,B839436,,,PAC,Wisconsin Insurance Alliance PAC,,,,,,44 East Mifflin Street Suite 901,,Madison,WI,53703,O2023,Not Applicable,2023-02-02,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00153577,B835057,,,CCM,Friends of Dora Drake,,,,,,PO Box 91912,,Milwaukee,WI,53209,O2022,Election Cycle,2023-04-26,-500.00,,O-2022 State House 11 WI,011,,,,Drake,Dora,,,,H,WI,11,,,,,,,,Voided: Original check dated 10/24/22
SB29,C00153577,B827218,,,CCM,Committee to Elect John Paul Hott II,,,,,,207 North Main Street,,Petersburg,WV,26847,G2022,,2023-03-08,-500.00,,G-2022 State House 85 WV,011,,,,Hott,John Paul,,,II,H,WV,85,,,,,,,,Voided: Original check dated 09/01/22
