form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00480228,SB21B.I17949,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 650448,,DALLAS,TX,752650448,,,2024-12-03,18907.51,,CREDIT CARD PAYMENT,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I18047,SB21B.I17949,SB21B,ORG,"MYSTICK KREWE OF LOUISIANIANS, INC.",,,,,,P. O. BOX 80518,,BATON ROUGE,LA,70898,,,2024-10-24,1656.00,,EVENT FEE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I18048,SB21B.I17949,SB21B,ORG,"MYSTICK KREWE OF LOUISIANIANS, INC.",,,,,,P. O. BOX 80518,,BATON ROUGE,LA,70898,,,2024-10-24,3312.00,,EVENT FEE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I18049,SB21B.I17949,SB21B,ORG,"MYSTICK KREWE OF LOUISIANIANS, INC.",,,,,,P. O. BOX 80518,,BATON ROUGE,LA,70898,,,2024-11-01,13662.00,,EVENT FEE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I18052,SB21B.I17949,SB21B,ORG,WE THE PIZZA,,,,,,305 PENNSYLVANIA AVE. SE,,WASHINGTON,DC,200031148,,,2024-10-22,168.08,,FOOD/BEVERAGE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17954,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 650448,,DALLAS,TX,752650448,,,2024-12-04,1601.19,,CREDIT CARD PAYMENT,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17976,SB21B.I17954,SB21B,ORG,AMERICAN AIRLINES,,,,,,P.O. BOX 619616,SUITE 600,DFW AIRPORT,TX,75261,,,2024-11-15,245.00,,AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17977,SB21B.I17954,SB21B,ORG,AMERICAN AIRLINES,,,,,,P.O. BOX 619616,SUITE 600,DFW AIRPORT,TX,75261,,,2024-11-15,375.99,,AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17978,SB21B.I17954,SB21B,ORG,AMERICAN AIRLINES,,,,,,P.O. BOX 619616,SUITE 600,DFW AIRPORT,TX,75261,,,2024-11-13,276.48,,AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17979,SB21B.I17954,SB21B,ORG,AMERICAN AIRLINES,,,,,,P.O. BOX 619616,SUITE 600,DFW AIRPORT,TX,75261,,,2024-11-13,338.48,,AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17981,SB21B.I17954,SB21B,ORG,DIGIULIO BROTHERS,,,,,,2903 PERKINS ROAD,,BATON ROUGE,LA,708082249,,,2024-11-06,61.89,,FOOD/BEVERAGE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17982,SB21B.I17954,SB21B,ORG,DIGIULIO BROTHERS,,,,,,2903 PERKINS ROAD,,BATON ROUGE,LA,708082249,,,2024-11-05,66.83,,FOOD/BEVERAGE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17932,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,701135431,,,2024-11-26,32.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17933,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,701135431,,,2024-11-29,32.30,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17961,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,701135431,,,2024-12-06,96.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17970,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,701135431,,,2024-12-12,400.60,,MERCHANT ACCOUNT FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17944,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,221822245,,,2024-12-02,250.00,,SUBSCRIPTIONS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I18006,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,221822245,,,2024-12-31,250.00,,SUBSCRIPTIONS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17991,,,ORG,CUSTOM SECURITY SYSTEMS,,,,,,690 OAK VILLA BOULEVARD,,BATON ROUGE,LA,708158403,,,2024-12-18,1600.00,,SECURITY SVC/EQUIPMENT,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17992,,,ORG,FIRST HORIZON,,,,,,P.O. BOX 84,,MEMPHIS,TN,38101,,,2024-12-19,252.63,,BANK FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17957,,,ORG,LES WILLIAMSON LLC,,,,,,1305 W 11TH ST,#213,HOUSTON,TX,77008,,,2024-12-04,2000.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17985,,,ORG,LOUISIANA CATTLEMEN'S ASSOCIATION,,,,,,PO BOX 4710,,LAKE CHARLES,LA,70606,,,2024-12-18,1500.00,,EVENT TICKETS,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17946,,,ORG,ROSSLYN PARTNERS,,,,,,1600 NORTH OAK STREET,,ARLINGTON,VA,22209,,,2024-12-03,1750.00,,COMMUNICATIONS CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17967,,,ORG,"SAZERAC COMPANY, INC.",,,,,,10101 LINN STATION ROAD,STE. 400,LOUISVILLE,KY,40223,,,2024-12-11,1049.53,,EVENT VENUE RENTAL/CATERING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17984,,,ORG,THE CONGRESSIONAL CLUB,,,,,,2001 NEW HAMPSHIRE AVENUE NW,,WASHINGTON,DC,200093414,,,2024-12-18,250.00,,MEMBERSHIP DUES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.103102,,,PAC,"SAZERAC COMPANY, INC. PAC (SAZERACPAC)",,,,,,507 C STREET NE,,WASHINGTON,DC,200025809,,,2024-12-16,428.69,,IN-KIND CONTRIBUTION,,C00639138,,,,,,,,,,,  ,,,,,,,EVENT CATERING/RENTALS/STAFFING
