form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00121368,5639409,,,CCM,BOB CASEY FOR SENATE INC,,,,,,700 13TH STREET NW SUITE 600,,Washington,DC,20005,P2024,,2023-03-15,1000.00,0.00,Contributions to Federal Candidates,011,C00431056,BOB CASEY FOR SENATE INC,,CASEY,ROBERT P JR,,,,S,PA,,,,,,,,,Contributions to Federal Candidates
SB23,C00121368,5639410,,,CCM,Chris Coons for Deleware,,,,,,PO BOX 9900,,Newark,DE,19714,P2026,,2023-03-15,1000.00,0.00,Contributions to Federal Candidates,011,C00475392,Chris Coons for Deleware,,COONS,CHRISTOPHER A,,,,S,DE,,,,,,,,,Contributions to Federal Candidates
SB23,C00121368,5639411,,,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W Bullard Avenue,#355,Fresno,CA,93711,P2024,,2023-03-15,1000.00,0.00,Contributions to Federal Candidates,011,C00391029,JIM COSTA FOR CONGRESS,,COSTA,JIM,,,,H,CA,21,,,,,,,,Contributions to Federal Candidates
SB23,C00121368,5639412,,,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,1519 WASHINGTON STREET Suite 200,,Laredo,TX,78040,P2024,,2023-03-15,2000.00,0.00,Contributions to Federal Candidates,011,C00371302,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,CUELLAR,HENRY R.,R.,,,H,TX,28,,,,,,,,Contributions to Federal Candidates
SB23,C00121368,5639413,,,CCM,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,P2024,,2023-03-15,2500.00,0.00,Contributions to Federal Candidates,011,C00575050,LAHOOD FOR CONGRESS,,LAHOOD,DARIN MCKAY,MCKAY,,,H,IL,18,,,,,,,,Contributions to Federal Candidates
SB23,C00121368,5639414,,,CCM,PETE STAUBER FOR CONGRESS,,,,,,23 CENTRAL ENTRANCE,BOX 333,Duluth,MN,55811,P2024,,2023-03-15,1000.00,0.00,Contributions to Federal Candidates,011,C00650697,PETE STAUBER FOR CONGRESS,,Stauber,Peter,,,,H,MN,08,,,,,,,,Contributions to Federal Candidates
SB23,C00121368,5658991,,,PAC,Heartland Values PAC,,,,,,PO Box 505,,Sioux Falls,SD,57101,,,2023-03-27,5000.00,0.00,Contributions to Federal PACS,011,C00409003,,,,,,,,,,,,,,,,,,Contributions to Federal PACS
SB23,C00121368,5658992,,,CCM,KEVIN MCCARTHY FOR CONGRESS,,,,,,PO BOX 12667,,BAKERSFIELD,CA,93389,G2024,,2023-03-27,2500.00,0.00,Contributions to Federal Candidates,011,C00420935,KEVIN MCCARTHY FOR CONGRESS,,MCCARTHY,KEVIN,,,,H,CA,20,,,,,,,,Contributions to Federal Candidates
SB23,C00121368,5658993,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,P2024,,2023-03-27,2500.00,0.00,Contributions to Federal Candidates,011,C00394957,SCALISE FOR CONGRESS,,SCALISE,STEVEN,,,MR,H,LA,01,,,,,,,,Contributions to Federal Candidates
SB23,C00121368,5658994,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,P2024,,2023-03-27,2500.00,0.00,Contributions to Federal Candidates,011,C00394957,SCALISE FOR CONGRESS,,SCALISE,STEVEN,,,MR,H,LA,01,,,,,,,,Contributions to Federal Candidates
SB23,C00121368,5658995,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,P2024,,2023-03-27,1000.00,0.00,Contributions to Federal Candidates,011,C00548180,WESTERMAN FOR CONGRESS,,WESTERMAN,BRUCE,,,,H,AR,04,,,,,,,,Contributions to Federal Candidates
