form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00625988,500192688,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-20,0.50,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500194704,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,45.43,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500195710,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-31,7.47,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500195705,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-03,0.10,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500196410,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-05,0.20,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500196411,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-10,1.31,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500197231,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-17,39.66,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500197881,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-24,89.38,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500198210,,,ORG,"Bank Of America, N.A.",,,,,,PO Box 25118,,Tampa,FL,336225118,,,2024-10-17,-30.00,0.00,10/9/24 fee reported in error,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500195712,,,ORG,"Bank Of America, N.A.",,,,,,PO Box 25118,,Tampa,FL,336225118,,,2024-11-01,1.00,0.00,Bank fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500195711,,,ORG,Corcoran Street Group LLC,,,,,,3526 Park Pl NW,,Washington,DC,200103079,G2024,,2024-11-01,1000.00,0.00,Communications strategy,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500191963,,,ORG,"Every Action, Inc.",,,,,,655 15Th St NW,,Washington,DC,200055701,,,2024-10-18,5794.38,0.00,Database,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500195713,,,ORG,"Every Action, Inc.",,,,,,655 15Th St NW,,Washington,DC,200055701,,,2024-11-02,5794.38,0.00,Database,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500195706,,,ORG,Molly Allen Associates LLC,,,,,,10402 Parkwood Dr,,Kensington,MD,208954042,G2024,,2024-11-04,6809.68,0.00,Fundraising consulting and expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500196164,,,ORG,"Winpisinger & Associates, Inc.",,,,,,315 Inspiration Ln,,Gaithersburg,MD,208785808,G2024,,2024-11-05,2000.73,0.00,Compliance consulting,001,,,,,,,,,,,,,,,,,,,
