form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.60064,,,CCM,BLUE HEN FEDERAL PAC,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,,,2023-12-26,20000.00,,Earmarks,,C00493700,,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.60034,,,CCM,BRAD WILSON FOR U.S. SENATE,,,,,,PO BOX 58049,,SALT LAKE CITY,UT,84158,,,2023-12-13,28250.00,,Earmarked Donations,,C00837781,BRAD WILSON FOR U.S. SENATE,,,,,,,S,UT,00,,,,,,,,
SB23,C00247403,SB23.60040,,,CCM,BRAD WILSON FOR U.S. SENATE,,,,,,PO BOX 58049,,SALT LAKE CITY,UT,84158,,,2023-12-15,2500.00,,Earmarked Donations,,C00837781,BRAD WILSON FOR U.S. SENATE,,,,,,,S,UT,00,,,,,,,,
SB23,C00247403,SB23.60059,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,,,2023-12-26,25000.00,,Earmarked Donations - Kevin Cramer,,C00504704,CRAMER FOR SENATE,,,,,,,S,ND,00,,,,,,,,
SB23,C00247403,SB23.60058,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,,,2023-12-26,25000.00,,Earmarked Donations - Fischer,,C00498907,DEB FISCHER FOR US SENATE INC,,,,,,,S,NE,00,,,,,,,,
SB23,C00247403,SB23.60053,,,CCM,ELISE VICTORY FUND,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,,,2023-12-19,48680.00,,Earmarked Donations,,C00630632,ELISE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.60032,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,,,2023-12-05,26858.00,,Earmarked Donations,,C00436386,FRIENDS OF JOHN BARRASSO,,,,,,,S,WY,00,,,,,,,,
SB23,C00247403,SB23.60042,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,,,2023-12-15,2500.00,,Earmarked Donations,,C00436386,FRIENDS OF JOHN BARRASSO,,,,,,,S,WY,00,,,,,,,,
SB23,C00247403,SB23.60044,,,CCM,JEFFRIES FOR CONGRESS,,,,,,630 WASHINGTON AVENUE,,BROOKLYN,NY,11238,,,2023-12-19,44100.00,,Earmarked Donations,,C00503052,JEFFRIES FOR CONGRESS,,,,,,,H,NY,08,,,,,,,,
SB23,C00247403,SB23.60079,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,SAINT CLAIR SHORES,MI,48080,,,2023-12-28,5600.00,,Earmarked Donations,,C00803502,"JOHN JAMES FOR CONGRESS, INC.",,,,,,,H,MI,10,,,,,,,,
