form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00233304,SB23.25341,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,P2024,,2023-09-20,1000.00,,Contribution,,C00738872,BLAKE MOORE FOR CONGRESS,,,,,,,H,UT,01,,,,,,,,
SB23,C00233304,SB23.25331,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,P2024,,2023-08-09,1000.00,,Contribution,,C00632828,CLAUDIA TENNEY FOR CONGRESS,,,,,,,H,NY,24,,,,,,,,
SB23,C00233304,SB23.25334,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,P2024,,2023-09-20,2500.00,,Contribution,,C00660795,DAN CRENSHAW FOR CONGRESS,,,,,,,H,TX,,,,,,,,,
SB23,C00233304,SB23.25335,,,CCM,FREE STATE PAC,,,,,,PO BOX 541,,BELLEVILLE,KS,66935,,,2023-09-20,1000.00,,Contribution,,C00455717,FREE STATE PAC,,,,,,,,,,,,,,,,,
SB23,C00233304,SB23.25328,,,CCM,FRENCH HILL FOR ARKANSAS,,,,,,PO BOX 7841,,LITTLE ROCK,AR,72217,P2024,,2023-08-09,2500.00,,Contribution,,C00551275,FRENCH HILL FOR ARKANSAS,,,,,,,H,AR,02,,,,,,,,
SB23,C00233304,SB23.25333,,,CCM,FRIENDS OF MARK WARNER,,,,,,1029 NORTH ROYAL STREET 2ND FL,,ALEXANDRIA,VA,22314,P2026,,2023-08-09,2500.00,,Contribution,,C00438713,FRIENDS OF MARK WARNER,,,,,,,S,VA,00,,,,,,,,
SB23,C00233304,SB23.25343,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2023-09-20,5000.00,,Contribution,,C00541862,JASON SMITH FOR CONGRESS,,,,,,,H,MO,08,,,,,,,,
SB23,C00233304,SB23.25329,,,CCM,KUSTOFF FOR CONGRESS,,,,,,PO BOX 58823,,NASHVILLE,TN,37205,P2024,,2023-08-09,1000.00,,Contribution,,C00614826,KUSTOFF FOR CONGRESS,,,,,,,H,TN,08,,,,,,,,
SB23,C00233304,SB23.25344,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,P2024,,2023-09-27,1000.00,,Contribution,,C00704981,MICHELLE STEEL FOR CONGRESS,,,,,,,H,CA,45,,,,,,,,
SB23,C00233304,SB23.25337,,,CCM,MIKE KELLY FOR CONGRESS,,,,,,PO BOX 476,,LYNDORA,PA,16045,P2024,,2023-09-20,5000.00,,Contribution,,C00474189,MIKE KELLY FOR CONGRESS,,,,,,,H,PA,03,,,,,,,,
SB23,C00233304,SB23.25326,,,CCM,PEOPLE FOR DEREK KILMER,,,,,,PO BOX 1574,,GIG HARBOR,WA,98335,P2024,,2023-07-12,2500.00,,Contribution,,C00514893,PEOPLE FOR DEREK KILMER,,,,,,,H,WA,06,,,,,,,,
SB23,C00233304,SB23.25327,,,CCM,RON ESTES FOR CONGRESS,,,,,,PO BOX 782952,,WICHITA,KS,67278,P2024,,2023-08-09,2500.00,,Contribution,,C00632067,RON ESTES FOR CONGRESS,,,,,,,H,KS,04,,,,,,,,
SB23,C00233304,SB23.25347,,,CCM,TERRI SEWELL FOR CONGRESS,,,,,,PO BOX 1964,,BIRMINGHAM,AL,35201,P2024,,2023-09-28,2500.00,,Contribution,,C00458976,TERRI SEWELL FOR CONGRESS,,,,,,,H,AL,07,,,,,,,,
