form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00373696,500070856,,,CCM,BERA FOR CONGRESS,,,,,,PO Box 582496,,Elk Grove,CA,957580042,G2024,,2024-09-30,1000.00,0.00,Contribution,,C00461061,,,Bera,AMERISH,,,,H,CA,06,,,,,,,,
SB23,C00373696,500070679,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO Box 606,,Tarpon Springs,FL,346880606,G2024,,2024-09-17,500.00,0.00,Contribution,,C00408534,,,Bilirakis,Gus,M,,,H,FL,12,,,,,,,,
SB23,C00373696,500070681,,,CCM,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,918 Pennsylvania Ave SE,,Washington,DC,200032140,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00558437,,,Watson Coleman,Bonnie,,Rep.,,H,NJ,12,,,,,,,,
SB23,C00373696,500070673,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO Box 939,,Langhorne,PA,190470939,G2024,,2024-09-17,4000.00,0.00,Contribution,,C00607416,,,Fitzpatrick,Brian,,,,H,PA,01,,,,,,,,
SB23,C00373696,500070682,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,PO Box 10570,,Savannah,GA,314120770,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00543967,,,Carter,Earl,L.,Rep.,,H,GA,01,,,,,,,,
SB23,C00373696,500070668,,,CCM,CAREY FOR CONGRESS,,,,,,PO Box 16032,,Columbus,OH,432166032,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00779603,,,CAREY,MIKE,,,,H,OH,15,,,,,,,,
SB23,C00373696,500070857,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO Box 128,,Clinton,NY,133230128,G2024,,2024-09-30,1000.00,0.00,Contribution,,C00632828,,,Tenney,Claudia,,,,H,NY,24,,,,,,,,
SB23,C00373696,500070665,,,CCM,DELBENE FOR CONGRESS,,,,,,PO Box 487,,Bothell,WA,980410487,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00459099,,,DelBene,Suzan,K,,,H,WA,01,,,,,,,,
SB23,C00373696,500070667,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO Box 190,,Litchfield,MN,553550190,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00717959,,,FISCHBACH,MICHELLE,,,,H,MN,07,,,,,,,,
SB23,C00373696,500070671,,,CCM,FRIENDS OF DON BEYER,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00555888,,,Beyer,Don,,Rep.,Jr.,H,VA,08,,,,,,,,
SB23,C00373696,500070670,,,CCM,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,,,,,,502 Queen Annes Rd,,Greenville,NC,278586537,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00697649,,,MURPHY,GREGORY,FRANCIS,,,H,NC,03,,,,,,,,
SB23,C00373696,500070680,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO Box 101,,Bayport,NY,117050101,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00729954,,,GARBARINO,ANDREW,,,,H,NY,02,,,,,,,,
SB23,C00373696,500070672,,,CCM,JAY OBERNOLTE FOR CONGRESS,,,,,,824 S Milledge Ave,Ste 101,Athens,GA,306051369,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00720078,,,OBERNOLTE,JAY,,,,H,CA,23,,,,,,,,
SB23,C00373696,500070675,,,CCM,JEFFRIES FOR CONGRESS,,,,,,3430 Connecticut Ave NW,Unit 11704,Washington,DC,200087544,G2024,,2024-09-17,5000.00,0.00,Contribution,,C00503052,,,Jeffries,Hakeem,,Rep.,,H,NY,08,,,,,,,,
SB23,C00373696,500070662,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO Box 999,,Edison,NJ,088180999,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00703058,,,KEAN,THOMAS,JR.,,,H,NJ,07,,,,,,,,
SB23,C00373696,500070669,,,CCM,LATTA FOR CONGRESS,,,,,,PO Box 106,,Bowling Green,OH,434020106,G2024,,2024-09-17,1000.00,0.00,Contribution,,C00438697,,,Latta,Bob,,Rep.,,H,OH,05,,,,,,,,
SB23,C00373696,500070676,,,CCM,MARC FOR US INC.,,,,,,PO Box 219,,Leeds,NY,124510219,G2024,,2024-09-17,2500.00,0.00,Contribution,,C00789586,,,MOLINARO,MARCUS,J.,,,H,NY,19,,,,,,,,
