form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00887299,SB21B.3,,,ORG,ANEDOT,,,,,,"1340 POYDRAS STREET, SUITE 1770",,NEW ORLEANS,LA,70112,,,2024-09-08,225.50,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.8,,,ORG,ANEDOT,,,,,,"1340 POYDRAS STREET, SUITE 1770",,NEW ORLEANS,LA,70112,,,2024-09-16,1602.40,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.11,,,ORG,ANEDOT,,,,,,"1340 POYDRAS STREET, SUITE 1770",,NEW ORLEANS,LA,70112,,,2024-09-19,4186.90,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.15,,SB21B,ORG,AMERICAN EXPRESS,,,,,,200 VERSEY STREET,,NEW YORK,NY,10285,,,2024-09-21,97406.05,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.14,SB21B.15,SB21B,ORG,HYATT REGENCY,,,,,,"150 NORTH RIVERSIDE PLAZA, 8TH FL",,CHICAGO,IL,60606,,,2024-09-21,97406.05,,FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00887299,SB21B.5,,,ORG,ANEDOT,,,,,,"1340 POYDRAS STREET, SUITE 1770",,NEW ORLEANS,LA,70112,,,2024-09-21,600.90,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.4,,,ORG,ANEDOT,,,,,,"1340 POYDRAS STREET, SUITE 1770",,NEW ORLEANS,LA,70112,,,2024-09-23,240.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.10,,,ORG,"CONCEPT MARKETING AND BRANDING, LLC",,,,,,4339 RAWLINS ST,,DALLAS,TX,72519,,,2024-09-26,3174.92,,CREATIVE DESIGN SERVICES / PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.12,,,ORG,"DANIELS SPAULDING CONSULTING, LLC",,,,,,5526 ARROWGRASS CT,,NOBLESVILLE,IN,46062,,,2024-09-26,5000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.9,,,ORG,THE KAM CO,,,,,,233 WEST 53RD TERRACE,,KANSAS CITY,MO,64112,,,2024-09-26,1750.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.13,,,ORG,THE MORNING GROUP,,,,,,5101 YUMA STREET NW,,WASHINGTON,DC,20016,,,2024-09-26,19250.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.7,,,ORG,ANEDOT,,,,,,"1340 POYDRAS STREET, SUITE 1770",,NEW ORLEANS,LA,70112,,,2024-09-29,1301.50,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00887299,SB21B.6,,,ORG,ANEDOT,,,,,,"1340 POYDRAS STREET, SUITE 1770",,NEW ORLEANS,LA,70112,,,2024-09-30,800.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
