form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00431858,SB23.11975,,,CCM,ANGUS KING FOR U.S. SENATE CAMPAIGN,,,,,,PO BOX 368,"114 MAINE STREET, SUITE 1",BRUNSWICK,ME,04011,P2024,,2023-10-19,1000.00,,PAC Contribution,011,C00516047,,,,,,,,S,ME,00,,,,,,,,
SB23,C00431858,SB23.11981,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,C2024,Convention,2023-12-06,1000.00,,PAC Contribution,011,C00738872,,,,,,,,H,UT,01,,,,,,,,
SB23,C00431858,SB23.11971,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,P2024,,2023-09-18,1000.00,,PAC Contribution,011,C00509968,,,,,,,,H,PA,17,,,,,,,,
SB23,C00431858,SB23.11972,,,CCM,COLLINS FOR SENATOR,,,,,,PO BOX 1096,,BANGOR,ME,04402,P2026,,2023-09-18,1000.00,,PAC Contribution,011,C00314575,,,,,,,,S,ME,00,,,,,,,,
SB23,C00431858,SB23.11987,,,CCM,FRIENDS OF SCHUMER,,,,,,509 MADISON AVE SUITE 1902,,NEW YORK,NY,10022,P2028,,2023-12-06,2500.00,,PAC Contribution,011,C00346312,,,,,,,,S,NY,,,,,,,,,
SB23,C00431858,SB23.11973,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO BOX 76187,,WASHINGTON,DC,20013,P2024,,2023-09-18,1000.00,,PAC Contribution,011,C00264697,,,,,,,,S,OH,00,,,,,,,,
SB23,C00431858,SB23.11792,,,CCM,MARTIN HEINRICH FOR SENATE,,,,,,P.O. BOX 25763,,ALBUQUERQUE,NM,87125,P2024,,2023-07-13,2500.00,,PAC Contribution,011,C00434563,,,,,,,,S,NM,00,,,,,,,,
SB23,C00431858,SB23.11985,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,P2024,,2023-12-06,5000.00,,PAC Contribution,011,C00608695,,,,,,,,H,LA,04,,,,,,,,
SB23,C00431858,SB23.11991,,,CCM,MOORE FOR CONGRESS,,,,,,PO BOX 16646,,MILWAUKEE,WI,53216,P2024,,2023-12-11,2000.00,,PAC Contribution,011,C00397505,,,,,,,,H,WI,04,,,,,,,,
SB23,C00431858,SB23.11965,,,CCM,PEOPLE FOR BEN,,,,,,PO BOX 25371,,ALBUQUERQUE,NM,87125,P2026,,2023-07-13,1000.00,,PAC Contribution,011,C00443689,,,,,,,,S,NM,03,,,,,,,,
SB23,C00431858,SB23.11966,,,CCM,PETERS FOR MICHIGAN,,,,,,PO BOX 32072,,DETROIT,MI,48244,P2026,,2023-08-04,1000.00,,PAC Contribution,011,C00437889,,,,,,,,S,MI,00,,,,,,,,
SB23,C00431858,SB23.11984,,,CCM,PETERS FOR MICHIGAN,,,,,,PO BOX 32072,,DETROIT,MI,48244,P2026,,2023-12-06,2500.00,,PAC Contribution,011,C00437889,,,,,,,,S,MI,00,,,,,,,,
SB23,C00431858,SB23.11974,,,CCM,ROSEN FOR NEVADA,,,,,,PO BOX 27195,,LAS VEGAS,NV,89126,P2024,,2023-09-18,1000.00,,PAC Contribution,011,C00606939,,,,,,,,S,NV,,,,,,,,,
SB23,C00431858,SB23.11980,,,CCM,ROSEN FOR NEVADA,,,,,,PO BOX 27195,,LAS VEGAS,NV,89126,P2024,,2023-10-19,1500.00,,PAC Contribution,011,C00606939,,,,,,,,S,NV,,,,,,,,,
SB23,C00431858,SB23.11978,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,P.O. BOX 696,,MADISON,WI,53701,P2024,,2023-10-19,2500.00,,PAC Contribution,011,C00326801,,,,,,,,S,WI,00,,,,,,,,
SB23,C00431858,SB23.11969,,,CCM,TEAM HAGERTY,,,,,,PO BOX 50430,,NASHVILLE,TN,37205,P2026,,2023-09-11,1000.00,,PAC Contribution,011,C00718627,,,,,,,,S,TN,00,,,,,,,,
SB23,C00431858,SB23.11977,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 233,,TUPELO,MS,38802,P2024,,2023-10-19,1000.00,,PAC Contribution,011,C00443218,,,,,,,,S,MS,00,,,,,,,,
SB23,C00431858,SB23.11967,,,CCM,WOMACK FOR CONGRESS COMMITTEE,,,,,,PO BOX 508,,ROGERS,AR,72757,P2024,,2023-08-04,1000.00,,PAC Contribution,011,C00477745,,,,,,,,H,AR,03,,,,,,,,
