form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00823773,500384430,,,ORG,ActBlue Technical Services,,,,,,266 Summer St,,Somerville,MA,021443212,O2023,,2023-09-24,39.50,0.00,Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500397234,,,ORG,ActBlue Technical Services,,,,,,266 Summer St,,Somerville,MA,021443212,O2023,,2023-11-30,207.38,0.00,Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500397235,,,ORG,ActBlue Technical Services,,,,,,266 Summer St,,Somerville,MA,021443212,O2023,,2023-12-03,19.75,0.00,Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500397236,,,ORG,ActBlue Technical Services,,,,,,266 Summer St,,Somerville,MA,021443212,O2023,,2023-12-17,19.75,0.00,Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500388788,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,O2023,,2023-07-03,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500388789,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,O2023,,2023-07-03,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500388787,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,O2023,,2023-07-07,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500401207,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,O2023,,2023-12-21,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500401208,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,O2023,,2023-12-21,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500401209,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,O2023,,2023-12-21,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500388767,,,ORG,Rolla Group LLC,,,,,,211 S St NW,,Washington,DC,200011832,O2023,,2023-08-11,7000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500401215,,,ORG,W&S Consulting LLC,,,,,,2436 E 4Th St,Ste 256,Long Beach,CA,908141156,O2023,,2023-10-23,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00823773,500397293,,,ORG,W&S Consulting LLC,,,,,,2436 E 4Th St,Ste 256,Long Beach,CA,908141156,O2023,,2023-11-24,2000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
