form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00165159,SB21B.20153,,,ORG,Chase Card Services,,,,,,PO Box 15153,,Wilmington,DE,198865153,,,2023-11-03,271.36,,MailChimp Invoice,001,,,,,,,,,,,,,,,,,,,
SB21B,C00165159,SB21B.20153.0,SB21B.20153,SB21B,ORG,"The Rocket Science Group, LLC",,,,,,675 Ponce De Leon Ave NE,Suite 5000,Atlanta,GA,30308,,,2023-11-03,271.36,,Additional Contact Blocks,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00165159,SB21B.20144,,,ORG,Chase Card Services,,,,,,PO Box 15153,,Wilmington,DE,198865153,,,2023-11-06,10000.00,,Ritz Carlton Amelia Island,002,,,,,,,,,,,,,,,,,,,
SB21B,C00165159,SB21B.20144.0,SB21B.20144,SB21B,ORG,Ritz Carlton,,,,,,4750 Amelia Island Pkwy,,Amelia Island,FL,32034,,,2023-11-06,10000.00,,Hotel,002,,,,,,,,,,,,,,,,,,X,
SB21B,C00165159,SB21B.20160,,,ORG,Chase Card Services,,,,,,PO Box 15153,,Wilmington,DE,198865153,,,2023-11-21,2332.15,,Liquor store for PAC Event,001,,,,,,,,,,,,,,,,,,,
SB21B,C00165159,SB21B.20160.0,SB21B.20160,SB21B,ORG,The Liquor Factory,,,,,,287 South Hamilton St,,Painted Post,NY,14870,,,2023-11-21,2332.15,,PAC Event,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00165159,SB21B.20089,,,ORG,Chase Card Services,,,,,,PO Box 15153,,Wilmington,DE,198865153,,,2023-11-28,340.26,,PAC Event-Costco,,,,,,,,,,,,,,,,,,,,
SB21B,C00165159,SB21B.20089.0,SB21B.20089,SB21B,ORG,COSTCO,,,,,,2441 Market St NE,,Washington DC,DC,20018,,,2023-11-28,340.26,,PAC Event,,,,,,,,,,,,,,,,,,,X,
SB21B,C00165159,SB21B.20093,,,ORG,Chase Card Services,,,,,,PO Box 15153,,Wilmington,DE,198865153,,,2023-11-30,33000.00,,Committee Donations,011,,,,,,,,,,,,,,,,,,,
SB21B,C00165159,SB21B.20093.0,SB21B.20093,SB21B,CCM,ARMSTRONG FOR CONGRESS,,,,,,1515 BURNT BOAT DRIVE,BOX 112,BISMARCK,ND,58503,P2024,,2023-11-30,1000.00,,Donation,011,C00670547,ARMSTRONG FOR CONGRESS,,,,,,,H,ND,00,,,,,,,X,
SB21B,C00165159,SB21B.20093.1,SB21B.20093,SB21B,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,P2024,,2023-11-30,1000.00,,Donation,011,C00703843,BICE FOR CONGRESS,,,,,,,H,OK,05,,,,,,,X,
SB21B,C00165159,SB21B.20093.2,SB21B.20093,SB21B,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,,2023-11-30,1000.00,,Donation,011,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,X,
SB21B,C00165159,SB21B.20093.3,SB21B.20093,SB21B,CCM,AARON BEAN FOR CONGRESS,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,P2024,,2023-11-30,1000.00,,Donation,011,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,X,
SB21B,C00165159,SB21B.20093.4,SB21B.20093,SB21B,COM,CLIFF BENTZ FOR CONGRESS,,,,,,660 MORGAN AVE,,ONTARIO,OR,97914,P2024,,2023-11-30,1000.00,,Donation,011,C00725465,CLIFF BENTZ FOR CONGRESS,,,,,,,H,OR,02,,,,,,,X,
SB21B,C00165159,SB21B.20093.5,SB21B.20093,SB21B,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-11-30,1000.00,,Donation,011,C00546499,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,,H,IL,12,,,,,,,X,
SB21B,C00165159,SB21B.20093.6,SB21B.20093,SB21B,CCM,BUCSHON FOR CONGRESS,,,,,,PO BOX 250,,NEWBURGH,IN,47629,P2024,,2023-11-30,1000.00,,Donation,011,C00468256,BUCSHON FOR CONGRESS,,,,,,,H,IN,08,,,,,,,X,
SB21B,C00165159,SB21B.20093.7,SB21B.20093,SB21B,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 78376,,CORONA,CA,92877,P2024,,2023-11-30,1000.00,,Donation,011,C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,,H,CA,42,,,,,,,X,
SB21B,C00165159,SB21B.20093.8,SB21B.20093,SB21B,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,P2024,,2023-11-30,1000.00,,Donation,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,,H,OR,05,,,,,,,X,
