form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00566851,SB.1,,,ORG,T&L PROPERTIES LLC,,,,,,1909 SYCAMORE ST,,GRANGER,IA,50109,,,2024-02-02,267.50,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.2,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2024-02-07,1250.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.3,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2024-02-07,90.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.4,,,ORG,TRUIST VISA,,,,,,PO BOX 580340,,CHARLOTTE,NC,28258,,,2024-02-12,278.88,,CREDIT CARD PAYMENT-SEE DETAIL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.17,SB.4,SB21B,ORG,HOTEL RENOVO,,,,,,11167 HICKMAN RD,,URBANDALE,IA,50322,,,2024-02-12,278.88,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00566851,SB.5,,,ORG,TRUIST,,,,,,2200 WILSON BLVD STE 100,,ARLINGTON,VA,22201,,,2024-02-21,249.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.9,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2024-02-27,920.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.10,,,ORG,DOT THE I DESIGN AND GRAPHICS,,,,,,338 S SHARON AMITY RD PMB 115,,CHARLOTTE,NC,28211,,,2024-02-27,5177.13,,PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.11,,,ORG,PRECISION MARKETING INC,,,,,,"2503D N HARRISON ST, PMB #16",,ARLINGTON,VA,22207,,,2024-02-27,1550.00,,PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.13,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,,,2024-02-27,2009.40,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.12,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH ST NW STE 125,,WASHINGTON,DC,20007,,,2024-02-27,30090.89,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.8,,,ORG,VENABLE LLP,,,,,,PO BOX 62727,,BALTIMORE,MD,21264,,,2024-02-27,2040.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
