form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00039206,1729198832773,,,CCM,Balderson for Congress,,,,,,P.O. Box 2302,,Zanesville,OH,437024370,G2024,,2024-10-17,1000.00,,PAC Political Contribution,011,C00662650,,,Balderson,Troy,,,,H,OH,12
SB23,C00039206,1729635609107,,,CCM,"Bob Casey for Senate, Inc.",,,,,,"607 14th St., NW",Suite 800,Washington,DC,20005,G2024,,2024-10-22,500.00,,PAC Political Contribution,011,C00431056,,S6PA00217,Casey,Robert,,,,S,PA,00
SB23,C00039206,1729709432671,,,CCM,Ciscomani for Congress,,,,,,P.O. Box 35103,,Tucson,AZ,857405103,G2024,,2024-10-23,500.00,,PAC Political Contribution,011,C00786194,,,Ciscomani,Juan,,,,H,AZ,06
SB23,C00039206,1729709889104,,,CCM,Don Bacon for Congress,,,,,,P.O. BOX 391368,,Omaha,NE,68139,G2024,,2024-10-23,500.00,,PAC Political Contribution,011,C00575167,,,Bacon,Don,,,,H,NE,02
SB23,C00039206,1729710373095,,,COM,Fischer Victory Fund,,,,,,228 S. Washington Street,Suite 115,Alexandria,VA,22314,,,2024-10-23,1000.00,,PAC Political Contribution,011,C00678367
SB23,C00039206,1729614435668,,,CCM,Friends of Sherrod Brown,,,,,,PO Box 76187,Suite 800,Washington,DC,20013,P2024,,2024-10-22,500.00,,PAC Political Contribution,011,C00264697,,S6OH00163,Brown,Sherrod,,,,S,OH,00
SB23,C00039206,1729197872301,,,CCM,Graves for Congress,,,,,,110 South 10th Street,,Tarkio,MO,64491,G2024,,2024-10-17,500.00,,PAC Political Contribution,011,C00359034,,H0MO06073,Graves,Samuel,B.,,Jr.,H,MO,06
SB23,C00039206,1729176045112,,,CCM,Lori Trahan for Congress Committee,,,,,,P.O. Box 1161,,Lowell,MA,01853,G2024,,2024-10-17,500.00,,PAC Political Contribution,011,C00655647,,,Trahan,Lori,,,,H,MA,03
SB23,C00039206,1729197321927,,,COM,Luchadora PAC,,,,,,1840 South Gaffey Street #421,,San Pedro,CA,90731,,,2024-10-17,500.00,,PAC Political Contribution,011,C00659771
SB23,C00039206,1729710512945,,,CCM,Michelle Steele for Congress,,,,,,9070 Irvine Center Drive,Suite 150,Irvine,CA,92618,G2024,,2024-10-23,1000.00,,PAC Political Contribution,011,C00704981,,,Steele,Michelle,,,,H,CA,45
SB23,C00039206,1729713456362,,,CCM,Mike Rogers for Congress,,,,,,1304 Quintard Avenue,,Anniston,AL,36201,G2024,,2024-10-23,500.00,,PAC Political Contribution,011,C00367862,,H2AL03032,Rogers,Michael,D.,,,H,AL,03
SB23,C00039206,1729716825705,,,CCM,Miller-Meeks for Congress,,,,,,P.O. Box 33,,Ottumwa,IA,52501,G2024,,2024-10-23,500.00,,PAC Political Contribution,011,C00558825,,,Miller-Meeks,Marianette,,,,H,IA,02
SB23,C00039206,1729200933099,,,CCM,Nicole for New York,,,,,,P.O. Box 68,,South Salem,NY,10590,G2024,,2024-10-17,1000.00,,PAC Political Contribution,011,C00694778,,,Malliotakis,Nicole,,,,H,NY,11
SB23,C00039206,1729199665993,,,CCM,Paul Tonko for Congress,,,,,,911 Central Avenue,P.O. Box #221,Albany,NY,12206,G2024,,2024-10-17,500.00,,PAC Political Contribution,011,C00450049,,H8NY21203,Tonko,Paul,,,,H,NY,21
SB23,C00039206,1729535769014,,,COM,Reaching for Brighter America PAC,,,,,,1678 Montgomery Highway,Suite 104-184,Birmingham,AL,352164914,,,2024-10-21,1000.00,,PAC Political Contribution,011,C00487942,,,Aderholt,Robert
SB23,C00039206,1729176418814,,,CCM,Virgin Islands for Plaskett,,,,,,"413 New Jersey Avenue, SE",,Washington,DC,20003,G2024,,2024-10-17,500.00,,PAC Political Contribution,011,C00528182,,,Plaskett,Stacey,,,,H,VI,00
