form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00693671,SB21B.I15681,,,IND,,WALTZ,MICHAEL,,,,437 OCEAN GROVE CIR,,ST. AUGUSTINE,FL,32080,,,2023-10-02,1052.18,,SEE MEMO ENTRIES,002,,,H8FL06148,WALTZ,MICHAEL,,,,H,FL,,  ,,,,,,,
SB21B,C00693671,SB21B.I15683,SB21B.I15681,SB21B,ORG,AMTRAK,,,,,,400 NORTH CAPITOL ST,,WASHINGTON,DC,20002,,,2023-10-02,674.00,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15682,SB21B.I15681,SB21B,ORG,JW MARRIOTT,,,,,,4040 CENTRAL FLORIDA PKWY,,ORLANDO,FL,32837,,,2023-10-02,378.18,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15526,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-18,200.30,,PAC CC TRANSACTION FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15527,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-08-16,200.30,,PAC CC TRANSACTION FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15641,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-09-12,60.30,,PAC CC TRANSACTION FEE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15458,,,ORG,CAPITOL HILL CLUB,,,,,,300 1ST ST SE,,WASHINGTON,DC,20003,,,2023-07-19,1821.57,,PAC CATERING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15572,,,ORG,CHASE,,,,,,P.O. BOX 1423,,CHARLOTTE,NC,28201,,,2023-08-31,5366.75,,SEE MEMO ENTRIES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15579,SB21B.I15572,SB21B,ORG,UBER,,,,,,1455 MARKET ST #400,,SAN FRANCISCO,CA,94103,,,2023-08-31,14.95,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15581,SB21B.I15572,SB21B,ORG,UBER EATS,,,,,,1455 MARKET ST,,SAN FRANCISCO,CA,94103,,,2023-08-31,38.46,,PAC MEETING EXPENSE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15586,SB21B.I15572,SB21B,ORG,USHR CATERING,,,,,,50 INDEPENDENCE AVE SW,,WASHINGTON,DC,20515,,,2023-08-31,5068.94,,PAC CATERING,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15687,,,ORG,CHASE,,,,,,P.O. BOX 1423,,CHARLOTTE,NC,28201,,,2023-10-02,2420.60,,SEE MEMO ENTRIES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00693671,SB21B.I15756,SB21B.I15687,SB21B,ORG,AMTRAK,,,,,,400 NORTH CAPITOL ST,,WASHINGTON,DC,20002,,,2023-10-02,674.00,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15764,SB21B.I15687,SB21B,ORG,HILTON HOTELS,,,,,,7930 JONES BRANCH DR.,,MC LEAN,VA,22102,,,2023-10-02,580.59,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15758,SB21B.I15687,SB21B,ORG,JW MARRIOTT,,,,,,4040 CENTRAL FLORIDA PKWY,,ORLANDO,FL,32837,,,2023-10-02,379.00,,PAC TRAVEL EXPENSE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15770,SB21B.I15687,SB21B,ORG,SOUTHWEST AIRLINES,,,,,,2702 LOVE FIELD DR.,,DALLAS,TX,75235,,,2023-10-02,328.98,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00693671,SB21B.I15765,SB21B.I15687,SB21B,ORG,UBER,,,,,,1455 MARKET ST #400,,SAN FRANCISCO,CA,94103,,,2023-10-02,186.19,,PAC TRAVEL EXPENSE,002,,,,,,,,,,,,  ,,,,,,X,
