form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00540062,SB23.5422,,,CCM,BACCAM FOR IOWA,,,,,,2813 VIRGINIA PL,,DES MOINES,IA,50321,P2024,,2024-03-30,1000.00,,Contribution,,C00856021,BACCAM FOR IOWA,H4IA03172,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB23,C00540062,SB23.5424,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,P.O. BOX 722,,IOWA CITY,IA,52244,P2024,,2024-03-30,1000.00,,Contribution,,C00787820,CHRISTINA BOHANNAN FOR CONGRESS,H2IA02111,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
SB23,C00540062,SB23.5439,,,CCM,COLIN VAN OSTERN FOR CONGRESS,,,,,,PO BOX 4087,,CONCORD,NH,03302,P2024,,2024-03-30,5000.00,,Contributions,,C00874636,COLIN VAN OSTERN FOR CONGRESS,H4NH02332,VAN OSTERN,KEVIN COLIN,,,,H,NH,02,,,,,,,,
SB23,C00540062,SB23.5487,,,CCM,COLIN VAN OSTERN FOR CONGRESS,,,,,,PO BOX 4087,,CONCORD,NH,03302,G2024,,2024-03-30,5000.00,,Contributions,,C00874636,COLIN VAN OSTERN FOR CONGRESS,,,,,,,H,NH,02,,,,,,,,
SB23,C00540062,SB23.5436,,,PAC,ELECT DEMOCRATIC WOMEN,,,,,,918 PENNSYLVANIA AVE SE,,WASHINGTON,DC,20003,,,2024-03-30,5000.00,,Contribution,,C00685297,,,,,,,,,,,,,,,,,,
SB23,C00540062,SB23.5438,,,CCM,JANELLE BYNUM FOR CONGRESS,,,,,,"10121 SE SUNNYSIDE RD., #300",,CLACKAMAS,OR,97015,P2024,,2024-03-30,3000.00,,Contribution,,C00843425,JANELLE BYNUM FOR CONGRESS,H4OR05304,BYNUM,JANELLE,,,,H,OR,05,,,,,,,,
SB23,C00540062,SB23.5465,,,CCM,JIMMY GOMEZ FOR CONGRESS,,,,,,600 PENNSYLVANIA AVE SE #15180,,WASHINGTON,DC,20003,P2024,,2024-03-04,1000.00,,Contribution,,C00629659,JIMMY GOMEZ FOR CONGRESS,H8CA34266,GOMEZ,JIMMY,,,,H,CA,34,,,,,,,,
SB23,C00540062,SB23.5428,,,CCM,JOSH RILEY FOR CONGRESS,,,,,,PO BOX 836,213 TIOGA ST,ITHACA,NY,14851,P2024,,2024-03-30,1000.00,,Contribution,,C00793760,JOSH RILEY FOR CONGRESS,H8NY22177,RILEY,JOSH,,,,H,NY,19,,,,,,,,
SB23,C00540062,SB23.5464,,,CCM,JULIA BROWNLEY FOR CONGRESS,,,,,,PO BOX 2018,,THOUSAND OAKS,CA,91358,P2024,,2024-03-04,2500.00,,Contribution,,C00513077,JULIA BROWNLEY FOR CONGRESS,H2CA00120,BROWNLEY,JULIA,,,,H,CA,26,,,,,,,,
SB23,C00540062,SB23.5433,,,CCM,LOIS FRANKEL FOR CONGRESS,,,,,,PO BOX 480503,,DELRAY BEACH,FL,33446,P2024,,2024-03-30,1000.00,,Contribution,,C00494856,LOIS FRANKEL FOR CONGRESS,H2FL14053,FRANKEL,LOIS J.,,,,H,FL,22,,,,,,,,
SB23,C00540062,SB23.5432,,,PAC,MICHELLE VALLEJO FOR CONGRESS,,,,,,PO BOX 1265,,MISSION,TX,78573,G2024,,2024-03-30,1000.00,,Contribution,,,,H2TX15203,VALLEJO,MICHELLE,,,,H,TX,15,,,,,,,,
SB23,C00540062,SB23.5425,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO BOX 873,,SLEEPY HOLLOW,NY,10591,P2024,,2024-03-30,1000.00,,Contributions,,C00711150,MONDAIRE FOR CONGRESS,H0NY17174,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB23,C00540062,SB23.5429,,,CCM,MONICA TRANEL FOR MONTANA,,,,,,PO BOX 9384,,MISSOULA,MT,59807,P2024,,2024-03-30,1000.00,,Contribution,,C00845008,MONICA TRANEL FOR MONTANA,H4MT01066,TRANEL,MONICA,,,,H,MT,01,,,,,,,,
