form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00034298,B853683,,,PTY,Senate Democratic Campaign Cmte,,,,,,PO Box 59358,,Philadelphia,PA,19102,O2023,Not Applicable,2023-10-05,-3750.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,Voided: Original check dated 08/30/23
SB29,C00034298,B856800,,,PAC,ChamberPAC,,,,,,417 Walnut Street,,Harrisburg,PA,17101,O2023,Not Applicable,2023-10-06,6000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00034298,B856801,,,PAC,Driving Education Science and Knowledge PAC,,,,,,PO Box 81,,Hershey,PA,17033,O2023,Not Applicable,2023-10-06,1000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00034298,B856806,,,CCM,Friends of Sara Innamorato,,,,,,P.O. Box 40393,,Pittsburgh,PA,15201,G2023,,2023-10-06,2500.00,,G-2023 Co. Executive Allegheny PA,011,,,,Innamorato,Sara,,,,,PA, ,,,,,,,,
SB29,C00034298,B856802,,,CCM,Citizens for Joshua Kail,,,,,,PO Box 84,,Beaver,PA,15009,P2024,,2023-10-06,2500.00,,P-2024 State House 15 PA,011,,,,Kail,Joshua,,,,H,PA,15,,,,,,,,
SB29,C00034298,B856803,,,CCM,Friends of Tim O'Neal,,,,,,1345 Maplewood Circle,,Washington,PA,15301,P2024,,2023-10-06,2000.00,,P-2024 State House 48 PA,011,,,,O'Neal,Tim,,,,H,PA,48,,,,,,,,
SB29,C00034298,B856807,,,CCM,Friends of Joe Rockey,,,,,,Box 186,,Sewickley,PA,15143,G2023,,2023-10-06,1000.00,,G-2023 Co. Executive Allegheny PA,011,,,,Rockey,Joe,,,,,PA, ,,,,,,,,
SB29,C00034298,B857897,,,PTY,Senate Republican Campaign Cmte,,,,,,Duquesne Club Suite 514 325 Sixth,,Pittsburgh,PA,15222,O2023,Not Applicable,2023-10-24,5000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00034298,B857899,,,PTY,Senate Democratic Campaign Cmte,,,,,,PO Box 5193,,Harrisburg,PA,17110,O2023,Not Applicable,2023-10-24,3750.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00034298,B857901,,,CCM,Friends of Aerion Abney,,,,,,PO Box 99642,,Pittsburgh,PA,15233,P2024,,2023-10-24,500.00,,P-2024 State House 19 PA,011,,,,Abney,Aerion,,,,H,PA,19,,,,,,,,
SB29,C00034298,B857900,,,CCM,Friends of Austin Davis,,,,,,PO Box 304,,McKeesport,PA,15134,P2026,,2023-10-24,2500.00,,P-2026 Lt. Governor  PA,011,,,,Davis,Austin,,,,,PA, ,,,,,,,,
SB29,C00034298,B857902,,,CCM,Friends of Joe Rockey,,,,,,Box 186,,Sewickley,PA,15143,G2023,,2023-10-24,1500.00,,G-2023 Co. Executive Allegheny PA,011,,,,Rockey,Joe,,,,,PA, ,,,,,,,,
