form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00168070,SB23.11086,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO BOX 230985,,TIGARD,OR,97281,G2024,,2024-05-30,1000.00,,,,C00793703,,,,,,,,H,OR,06,,,,,,,,
SB23,C00168070,SB23.11082,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,P2026,,2024-04-02,1000.00,,,,C00543983,,,,,,,,S,LA,00,,,,,,,,
SB23,C00168070,SB23.11070,,,CCM,CLIFF BENTZ FOR CONGRESS,,,,,,660 MORGAN AVE,,ONTARIO,OR,97914,P2024,,2024-04-02,500.00,,,,C00725465,,,,,,,,H,OR,02,,,,,,,,
SB23,C00168070,SB23.11078,,,CCM,DR KIM SCHRIER FOR CONGRESS,,,,,,PO BOX 2728,,ISSAQUAH,WA,98027,P2024,,2024-04-02,1000.00,,,,C00652628,,,,,,,,H,WA,08,,,,,,,,
SB23,C00168070,SB23.11085,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 22401,,LOUISVILLE,KY,40252,P2024,,2024-04-02,1500.00,,,,C00445023,,,,,,,,H,KY,02,,,,,,,,
SB23,C00168070,SB23.11088,,,CCM,JOHN CURTIS FOR UTAH,,,,,,PO BOX 296,,PROVO,UT,84603,P2024,,2024-05-30,1000.00,,,,C00647339,,,,,,,,S,UT,00,,,,,,,,
SB23,C00168070,SB23.11087,,,CCM,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,G2024,,2024-05-30,1000.00,,,,C00575050,,,,,,,,H,IL,18,,,,,,,,
SB23,C00168070,SB23.11083,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,P2024,,2024-04-02,1500.00,,,,C00412304,,,,,,,,S,MT,00,,,,,,,,
SB23,C00168070,SB23.11084,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,G2024,,2024-04-02,1500.00,,,,C00412304,,,,,,,,S,MT,00,,,,,,,,
SB23,C00168070,SB23.11089,,,CCM,NIKKI FOR CONGRESS,,,,,,PO BOX 5171,,SPRINGFIELD,IL,62705,G2024,,2024-05-30,1000.00,,,,C00787812,,,,,,,,H,IL,13,,,,,,,,
SB23,C00168070,SB23.11091,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,G2024,,2024-05-30,2500.00,,,,C00548180,,,,,,,,H,AR,04,,,,,,,,
