form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00197160,SB21B.4762,,,ORG,AT&T Mobility,,,,,,PO Box 6463,,Carol Stream,IL,60197,,,2024-03-25,183.06,,PAC Phone Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00197160,SB21B.4694,,,ORG,Capitol Hill Club,,,,,,300 1st St SE,,Washington D.C.,DC,20003,,,2024-03-05,600.00,,PAC Membership,001,,,,,,,,,,,,,,,,,,,
SB21B,C00197160,SB21B.4720,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2024-03-08,500.00,,PAC Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00197160,SB21B.4703,,,ORG,Family Dollar,,,,,,10401 Monroe Road,,Matthews,NC,28105,,,2023-09-17,34.64,,PAC Office Supplies,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00197160,SB21B.4692,,,ORG,Gannett Newspaper,,,,,,7950 Jones Branch Drive,,McLean,VA,22107,,,2024-01-15,73.74,,PAC Newspaper,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00197160,SB21B.4705,,,ORG,House Gift Shop,,,,,,First St NE,,"Washington, D.C.",DC,20515,,,2023-09-18,25.77,,PAC Supporter Gifts,006,,,,,,,,,,,,,,,,,,X,
SB21B,C00197160,SB21B.4693,,,ORG,San Antonio Express News,,,,,,301 Avenue E,,San Antonio,TX,78205,,,2024-02-03,169.40,,PAC Newspaper,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00197160,SB21B.4708,,,ORG,San Antonio Report,,,,,,711 Navarro St,Suite 535,San Antonio,TX,78205,,,2024-01-23,42.12,,PAC Newspaper,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00197160,SB21B.4674,,,IND,,Smith,Lamar,,,,419 East Hathaway Drive,,San Antonio,TX,78209,,,2024-03-04,763.32,,PAC Remimbursement - SEE MEMO Items,001,,,,,,,,,,,,,,,,,,,
SB21B,C00197160,SB21B.4683,,,ORG,The New York Sun,,,,,,300 Park Ave 2nd Floor,,New York,NY,10022,,,2023-11-12,120.00,,PAC Newspaper Subscription,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00197160,SB21B.4707,,,ORG,Walll Street Journal,,,,,,1025 Connecticut Ave NW,STE 800,Washington,DC,20036,,,2024-01-19,297.65,,PAC Newspaper,001,,,,,,,,,,,,,,,,,,X,
