form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00316455,SB29.7551,,,ORG,Best Buy,,,,,,470 E Aurora Rd,,Macedonai,OH,44056,,,2023-12-15,446.22,,Purchase of I-Pad to be used for PAC Sales at PAC table,001,,,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7547,,,CAN,,Brinkman,Tom,,,,P.O. Box 9714,,Cincinnati,OH,452090714,,,2023-12-01,500.00,,Campaign Contribition,011,,,H6OH02102,Brinkman,Tom,,,,H,OH,02,,,,,,,,
SB29,C00316455,SB29.7545,,,CCM,CRAIG RIEDEL FOR OHIO,,,,,,PO BOX 141104,,TOLEDO,OH,43614,,,2023-12-01,500.00,,Campaign Contribution,011,C00800003,CRAIG RIEDEL FOR OHIO,,,,,,,H,OH,09,,,,,,,,
SB29,C00316455,SB29.7539,,,CCM,LaRe For Ohio,,,,,,145 East Rich St,Suite 100,Columbus,OH,43215,,,2023-12-01,500.00,,Campaign Contribution,011,,LaRe For Ohio,,,,,,,H,OH,77,,,,,,,,
SB29,C00316455,SB29.7562,,,CCM,LaRose for Ohio,,,,,,211 South Fifth St,,Columbus,OH,43215,,,2023-12-22,350.00,,Campaign Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7549,,,CCM,Peterson for Good Government,,,,,,5564 Grassy Branch Rd,,Sabina,OH,45169,,,2023-12-01,500.00,,Campaign Contribution,011,,,,,,,,,S,OH,,,,,,,,,
SB29,C00316455,SB29.7550,,,ORG,Save22,,,,,,Attn: Mr. Tom Indorf,700 Glory Rd NW,Carrollton,OH,44615,,,2023-12-01,500.00,,non profit donation,012,,,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7572,,,ORG,Sportsman Alliance Foundation,,,,,,801 Kingsmill Parkway,,Columbus,OH,43229,,,2023-12-29,10885.00,,Donation,012,,,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7553,,,ORG,Wild Bill Prints and Promos,,,,,,154 E Aurora Rd #185,,Northfield,OH,44067,,,2023-12-13,1084.58,,Prchase of merchandise for PAC table,003,,,,,,,,,,,,,,,,,,,
SB29,C00316455,SB29.7538,,,CCM,Wilkin For Ohio,,,,,,4151 E Danville Rd,,Hillsboro,OH,45133,,,2023-12-01,500.00,,Campaign Contribution,011,,Wilkin For Ohio,,,,,,,H,OH,,,,,,,,,
