form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00492421,SB21B-4942,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-10-06,5.35,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4948,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-10-13,16.38,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4950,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-10-16,3.92,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4957,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-10-20,5.20,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4967,,,ORG,"Wells Fargo Bank, N.A. ",,,,,,420 Montgomery St.,,San Francisco,CA,94104,,,2024-10-21,50.00,0.00,Generic Cmte. Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4935,,,ORG,Melody Raye Inc. Melody Raye Flowers,,,,,,13 Highland Dr.,,Napa,CA,94559,,,2024-10-21,23561.34,0.00,Generic Cmte. Event Florist,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4963,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-10-27,7.12,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4964,,,ORG,Seven Corners Printing ,,,,,,1099 Snelling Ave. N,,St. Paul,MN,55108,,,2024-10-29,11456.23,0.00,Generic Cmte. Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4966,,,ORG,"Claudine Gossett Photography, LLC ",,,,,,2411 San Mateo St.,,Richmond,CA,94804,,,2024-10-29,3385.00,0.00,Generic Cmte. Photography,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4970,,,PTY,DCCC ,,,,,,430 S Capitol St SE,2nd Fl,Washington,DC,20003,,,2024-10-30,617.83,0.00,Generic Cmte. Events/Meetings,,C00000935,DCCC ,,,,,,,,,,,,,,,,,See Attached Memo Entry
