form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00253294,SB21B.54539,,,ORG,AMIRS CATERING LLC,,,,,,514 W UNION STREET,,CHESTER,PA,19013,,,2024-11-01,1500.00,,ELECTION DAY CATERING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54599,,,ORG,AQIMERO,,,,,,10 AVE OF THE ARTS,,PHILADELPHIA,PA,19102,,,2024-11-01,271.96,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54589,,,ORG,BJ'S WHOLESALE CLUB,,,,,,2044 RED LION ROAD,,PHILADELPHIA,PA,19115,,,2024-11-01,603.28,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54557,,,IND,,BLACKMAN,PERRY,N,,CPA,506 CORPORATE DRIVE WEST,,LANGHORNE,PA,19047,,,2024-11-15,5310.00,,ACCOUNTING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54550,,,IND,,BOYER,RYAN,,,,665 N Broad Street,,Philadelphia,PA,19123,,,2024-11-04,222.23,,REIMBURSE GOTV LUNCH,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54551,,,ORG,CHAVOUS CONSULTING LLC,,,,,,100 S BROAD STREET,,PHILADELPHIA,PA,19110,,,2024-11-04,2500.00,,MARKET RESEARCH,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54553,,,ORG,CHAVOUS CONSULTING LLC,,,,,,100 S BROAD STREET,,PHILADELPHIA,PA,19110,,,2024-11-04,2500.00,,MARKET RESEARCH,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54588,,,ORG,CITY VIEW PIZZA AND GRILL,,,,,,3617 N BROAD STREET,,PHILADELPHIA,PA,19140,,,2024-11-01,133.68,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54597,,,ORG,CITY VIEW PIZZA AND GRILL,,,,,,3617 N BROAD STREET,,PHILADELPHIA,PA,19140,,,2024-11-01,262.67,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54598,,,ORG,CITY VIEW PIZZA AND GRILL,,,,,,3617 N BROAD STREET,,PHILADELPHIA,PA,19140,,,2024-11-01,240.32,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54559,,,ORG,CLEARY JOSEM AND TRIGIANI LLP,,,,,,325 CHESTNUT STREET,,PHILADELPHIA,PA,19106,,,2024-11-20,2670.00,,LEGAL FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54591,,,ORG,COFFEE CREAM AND DREAMS,,,,,,1500 FAIRMOUNT AVENUE,,PHILADLEPHIA,PA,19130,,,2024-11-01,268.46,,MEETING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54529,,,ORG,COMCAST,,,,,,PO BOX 70219,,PHILADELPHIA,PA,19176,,,2024-10-22,196.51,,CABLE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.54541,,,ORG,D DESIGNS LLC,,,,,,228 EASTON ROAD,,HORSHAM,PA,19044,,,2024-11-01,1000.00,,MARKETING CONSULTANT,,,,,,,,,,,,,,,,,,,,
