form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00040881,SB29.6167,,,CCM,Abrams for Ohio,,,,,,92 Fawn Drive,,Harrison,OH,45030,,,2023-07-20,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6168,,,CCM,Abrams for Ohio,,,,,,92 Fawn Drive,,Harrison,OH,45030,,,2023-09-21,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6169,,,CCM,Abrams for Ohio,,,,,,92 Fawn Drive,,Harrison,OH,45030,,,2023-10-26,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6260,,,CCM,ADAM HOLMES FOR OHIO,,,,,,4679 WINTERSET DRIVE,,COLUMBUS,OH,43220,,,2023-07-06,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6171,,,CCM,ADAM HOLMES FOR OHIO,,,,,,4679 WINTERSET DRIVE,,COLUMBUS,OH,43220,,,2023-09-21,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6173,,,CCM,AL CUTRONA FOR OHIO,,,,,,3755 MERCEDES PLACE UNIT 9,,CANFIELD,OH,44406,,,2023-11-01,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6180,,,CCM,C/O CITIZENS FOR BILL BLESSING,,,,,,3378 DOLOMAR DRIVE,,CINCINNATI,OH,45239,,,2023-08-31,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6179,,,CCM,C/O CITIZENS FOR BILL BLESSING,,,,,,3378 DOLOMAR DRIVE,,CINCINNATI,OH,45239,,,2023-09-21,500.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6222,,,CCM,C/O CITIZENS FOR MCCOLLEY,,,,,,15 Lemans Dr,,NAPOLEON,OH,43545,,,2023-09-21,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00040881,SB29.6223,,,CCM,C/O CITIZENS FOR MCCOLLEY,,,,,,15 Lemans Dr,,NAPOLEON,OH,43545,,,2023-12-14,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,
