form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00002972,500015925,,,PAC,Electric Power Assoc Of Ms Acre,,,,,,PO Box 3300,,Ridgeland,MS,391583300,,,2023-10-12,539.00,0.00,,,C00004952,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015947,,,PAC,Idaho Action Committee For Rural Electrification,,,,,,1150 N 3400 E,,Ashton,ID,834205624,,,2023-10-05,747.25,0.00,,,C00215509,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015949,,,PAC,Indiana Acre,,,,,,720 N High School Rd,,Indianapolis,IN,462143756,,,2023-10-05,9931.87,0.00,,,C00103978,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015950,,,PAC,Kansas Acre,,,,,,PO Box 4267,,Topeka,KS,666040267,,,2023-10-05,2895.90,0.00,,008,C00010561,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015952,,,PAC,Louisiana Acre,,,,,,10725 Airline Hwy,,Baton Rouge,LA,708164213,,,2023-10-05,3986.82,0.00,,,C00083337,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015955,,,PAC,Missouri Acre,,,,,,PO Box 1645,,Jefferson City,MO,651021645,,,2023-10-05,3319.76,0.00,,,C00008169,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015926,,,PAC,Montana'S Electric Cooperatives PAC,,,,,,PO Box 1306,,Great Falls,MT,594031306,,,2023-10-05,2695.98,0.00,,,C00139360,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015932,,,PAC,Ohio Action Committe For Rural Electrifical,,,,,,6677 Busch Blvd,,Columbus,OH,432291101,,,2023-10-05,36512.40,0.00,,,C00040881,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015933,,,PAC,Oklahoma Acre,,,,,,PO Box 54309,,Oklahoma City,OK,731541309,,,2023-10-05,4495.95,0.00,,,C00133561,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015951,,,PAC,Speak Up For Rural Electrification Committee,,,,,,PO Box 32170,,Louisville,KY,402322170,,,2023-10-12,4985.06,0.00,,008,C00007849,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015942,,,PAC,Wyoming Rural Electric Association Acre,,,,,,2312 Carey Ave,,Cheyenne,WY,820013627,,,2023-10-05,686.04,0.00,,,C00276485,,,,,,,,,,,,,,,,,,
