form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00844530,500685056,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-07-26,87.00,0.00,Bank service fee,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500692257,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-08-29,122.95,0.00,Bank service fee,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500702710,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-09-26,75.00,0.00,Bank service fee,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500674147,,,ORG,Amtrak,,,,,,60 Massachusetts Ave NE,,Washington,DC,200024285,,,2024-07-05,34.00,0.00,travel,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500689020,,,ORG,Bronze DC,,,,,,1245 H St NE,,Washington,DC,200024444,,,2024-08-16,2640.00,0.00,Fundraising event catering services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500686488,,,ORG,BWI Marshall Airport Hourly Garage,,,,,,7051 Friendship Rd,,Baltimore,MD,212402007,,,2024-07-30,90.00,0.00,Airport parking,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500695676,,,ORG,BWI Marshall Airport Hourly Garage,,,,,,7051 Friendship Rd,,Baltimore,MD,212402007,,,2024-09-04,138.00,0.00,Airport parking,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500679604,,,ORG,Colonial Parking (Colpark),,,,,,1050 Thomas Jefferson St NW,Ste 100,Washington,DC,200073819,,,2024-07-11,93.00,0.00,Parking fee,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500689019,,,ORG,Colonial Parking (Colpark),,,,,,1050 Thomas Jefferson St NW,Ste 100,Washington,DC,200073819,,,2024-08-15,20.95,0.00,Parking fee,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500702709,,,ORG,Colonial Parking (Colpark),,,,,,1050 Thomas Jefferson St NW,Ste 100,Washington,DC,200073819,,,2024-09-25,29.00,0.00,Parking fee,,,,,,,,,,,,,,,,,,,,Non-contribution account
