form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002089,500024929,,,ORG,Annette Ramirez for Harris County Tax Assessor,,,,,,19200 Space Center Blvd,Apt 2613,Houston,TX,770583847,R2024,Runoff,2024-05-02,1500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024911,,,COM,Chad Aull for Kentucky,,,,,,2112 Paige Ct,,Lexington,KY,405023023,P2024,,2024-05-16,1050.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024928,,,ORG,Crystal Chism for Desoto,,,,,,PO Box 1942,,Desoto,TX,751231942,G2024,,2024-05-02,1250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024940,,,COM,CWA COPE POLITICAL CONTRIBUTIONS COMMITTEE (MISSOURI),,,,,,10 Main St 920 Main St,Ste 680,Kansas City,MO,64152,,,2024-05-22,1350.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024936,,,COM,CWA District 2-13 PEC,,,,,,9602 Martin Luther King Jr Hwy,Ste D,Lanham,MD,207061838,,,2024-05-03,25500.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024922,,,ORG,Kentucky State Senate Democratic Caucus,,,,,,PO Box 4582,,Frankfort,KY,406044582,,,2024-05-16,5000.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024917,,,COM,Lauren McNally for Ohio,,,,,,1255 Cherokee Dr,,Youngstown,OH,445111328,G2024,,2024-05-14,1000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024932,,,ORG,LeAnne Long for District 5,,,,,,155 River Meadow Ln,,Social Circle,GA,300254898,P2024,,2024-05-14,3000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024906,,,COM,Marian Brown for Sheriff,,,,,,PO Box 851635,,Mesquite,TX,751851635,R2024,Runoff,2024-05-02,2500.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024902,,,COM,Maryland Democratic Party-Non Fed,,,,,,275 West St,Ste 305,Annapolis,MD,214013499,G2024,,2024-05-16,5000.00,0.00,Non-Federal Committee Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024924,,,ORG,Metro PAC,,,,,,PO Box 23423,,Louisville,KY,402230423,,,2024-05-16,1050.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024905,,,COM,Mississippi Democratic Party PAC,,,,,,PO Box 1583,,Jackson,MS,392151583,,,2024-05-16,2500.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024930,,,ORG,Rodney Ellis Campaign Committee,,,,,,PO Box 56386,,Houston,TX,772566386,G2024,,2024-05-02,10000.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024939,,,COM,TEXAS DEMOCRATIC PARTY,,,,,,1106 Lavaca St,Ste 100,Austin,TX,787012170,,,2024-05-28,10000.00,0.00,Non-Federal Committee Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00002089,500024935,,,ORG,Verdaillia Turner for Georgia,,,,,,PO Box 1394,,Stone Mountain,GA,300861394,P2024,,2024-05-16,250.00,0.00,Non-Federal Candidate Contrib,011,,,,,,,,,,,,,,,,,,,
