form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00377143,500358590,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2023-09-29,1000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500358591,500358590,SB23,CCM,Melanie for New Mexico,,,,,,PO Box 87181,,Albuquerque,NM,87181,P2024,,2023-09-29,1000.00,0.00,Contribution,011,C00765099,,,Stansbury,Melanie,,,,H,NM,01,,,,,,,X,*
SB23,C00377143,500362542,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2023-12-21,2000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500361354,500362542,SB23,CCM,"Kuster for Congress, Inc.",,,,,,PO Box 1498,,Concord,NH,033021498,P2024,,2023-12-21,1000.00,0.00,Contribution,011,C00462861,,,Kuster,Ann,,,,H,NH,02,,,,,,,X,*
SB23,C00377143,500361355,500362542,SB23,CCM,Sara Jacobs for Congress,,,,,,PO Box 120085,,San Diego,CA,921120085,P2024,,2023-12-21,1000.00,0.00,Contribution,011,C00719559,,,Jacobs,Sara,,,,H,CA,51,,,,,,,X,*
SB23,C00377143,500361317,,,ORG,American Express,,,,,,PO Box 297885,,Fort Lauderdale,FL,33329,,,2023-12-22,41000.00,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB23,C00377143,500361352,500361317,SB23,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2023-12-22,1000.00,0.00,Contribution,011,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,*
SB23,C00377143,500361349,500361317,SB23,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00575209,,,CRAIG,ANGELA,,,,H,MN,02,,,,,,,X,*
SB23,C00377143,500361334,500361317,SB23,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,X,*
SB23,C00377143,500361324,500361317,SB23,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,X,*
SB23,C00377143,500361325,500361317,SB23,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,G2024,,2023-12-22,1000.00,0.00,Contribution,011,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,X,*
SB23,C00377143,500361340,500361317,SB23,CCM,Dr Kim Schrier for Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,X,*
SB23,C00377143,500361329,500361317,SB23,CCM,Emilia Sykes for Congress,,,,,,PO Box 1347,,Akron,OH,443091347,P2024,,2023-12-22,3000.00,0.00,Contribution,011,C00801274,,,Sykes,Emilia,,,,H,OH,13,,,,,,,X,*
SB23,C00377143,500361322,500361317,SB23,CCM,Friends of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,067211487,C2024,Convention,2023-12-22,5000.00,0.00,Contribution,,C00677898,,,Hayes,Jahana,,,,H,CT,05,,,,,,,X,*
SB23,C00377143,500361337,500361317,SB23,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,X,*
SB23,C00377143,500361353,500361317,SB23,CCM,Kaptur for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00154625,,,KAPTUR,MARCY,,,,H,OH,09,,,,,,,X,*
SB23,C00377143,500361346,500361317,SB23,CCM,Landsman for Congress,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-12-22,1000.00,0.00,Contribution,011,C00800276,,,Landsman,Greg,,,,H,OH,01,,,,,,,X,*
SB23,C00377143,500361341,500361317,SB23,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,X,*
SB23,C00377143,500361350,500361317,SB23,CCM,Mary Peltola for Alaska,,,,,,810 N St,,Anchorage,AK,995013229,P2024,,2023-12-22,1000.00,0.00,Contribution,011,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,X,*
SB23,C00377143,500361333,500361317,SB23,CCM,Mike Levin for Congress,,,,,,PO Box 2112,,Capistrano Beach,CA,926240112,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00634253,,,LEVIN,MIKE,,,,H,CA,49,,,,,,,X,*
SB23,C00377143,500361351,500361317,SB23,CCM,Mrvan for Congress,,,,,,PO Box 55,,Crown Point,IN,463080055,P2024,,2023-12-22,1000.00,0.00,Contribution,011,C00727529,,,MRVAN,FRANK,J.,,,H,IN,01,,,,,,,X,*
SB23,C00377143,500361323,500361317,SB23,CCM,Nevadans for Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,P2024,,2023-12-22,5000.00,0.00,Contribution,011,C00668228,,,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,X,*
SB23,C00377143,500361338,500361317,SB23,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-12-22,1000.00,0.00,Contribution,011,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,X,*
SB23,C00377143,500361339,500361317,SB23,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2023-12-22,1000.00,0.00,Contribution,011,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,X,*
SB23,C00377143,500361331,500361317,SB23,CCM,Sharice for Congress,,,,,,13851 W 63rd St,Num 303,Shawnee,KS,662163800,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00670034,,,DAVIDS,SHARICE,,,,H,KS,03,,,,,,,X,*
SB23,C00377143,500361343,500361317,SB23,CCM,Susan Wild for Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-12-22,2000.00,0.00,Contribution,011,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,X,*
