form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00787945,SB21B.306998,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-11-30,488.80,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.306999,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2024-11-30,190.36,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.307000,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-01,105.26,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.307001,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2024-12-01,69.89,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.307002,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-08,562.00,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.307003,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-08,212.70,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.308766,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-15,617.51,,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.308767,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-15,254.63,,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.311709,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-22,661.07,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.311712,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-22,215.54,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.311710,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-29,360.15,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.311713,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-29,106.30,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.311711,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-31,213.69,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.311714,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2026,,2024-12-31,79.42,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.311718,,,ORG,AMAZON,,,,,,410 Terry Avenue North,,Seattle,WA,981095210,G2024,,2024-12-22,370.97,,Supplies,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.306975,,,ORG,Amazon Web Services,,,,,,410 Terry Avenue North,,Seattle,WA,981095210,G2024,,2024-11-26,152.21,,Web Hosting,003,,,,,,,,,,,,,,,,,,,
